# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_MUSIC
# MongoDB_collection: guc_cvw_20211101_20220501
# MongoDB_MUSICcollection: None
# season: 20211101_20220501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mstid_index/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-06 19:36:31.080297
# radar: cvw
# lat: 47.9
# lon: -123.4
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code
2021-11-01 00:00:00,47.9,-123.4,16.047193033670045,15.19608547645061,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 14:00:00,47.9,-123.4,6.047200369937976,5.570860943127664,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 16:00:00,47.9,-123.4,8.047244055801233,7.463254207668814,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 18:00:00,47.9,-123.4,10.047313855072929,9.330096784566472,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 20:00:00,47.9,-123.4,12.047397845211105,11.257005201719808,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 22:00:00,47.9,-123.4,14.047479873086964,13.20694465095246,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 00:00:00,47.9,-123.4,16.047543917543905,15.192087040007669,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 14:00:00,47.9,-123.4,6.047418242475393,5.577890411564266,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 16:00:00,47.9,-123.4,8.047442970322988,7.467062501838609,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 18:00:00,47.9,-123.4,10.047493847566884,9.327842479409373,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 20:00:00,47.9,-123.4,12.047558931350135,11.25295720787689,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 22:00:00,47.9,-123.4,14.04762204142429,13.202315437594216,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 00:00:00,47.9,-123.4,16.047667129976883,15.187885766371338,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 14:00:00,47.9,-123.4,6.04740762796947,5.584596501664678,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 16:00:00,47.9,-123.4,8.047413291045814,7.470575769019364,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 18:00:00,47.9,-123.4,10.047445144132487,9.325382320962026,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 20:00:00,47.9,-123.4,12.047491224548587,11.248711154759084,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 22:00:00,47.9,-123.4,14.047535324918218,13.19748697766268,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 00:00:00,47.9,-123.4,16.04756137024652,15.183481476763815,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 14:00:00,47.9,-123.4,6.047167494314001,5.590974208672433,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 16:00:00,47.9,-123.4,8.047154023223204,7.4737941613758645,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 18:00:00,47.9,-123.4,10.04716678706448,9.322717616919821,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 20:00:00,47.9,-123.4,12.047193803835064,11.244267915394262,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 22:00:00,47.9,-123.4,14.047218839021355,13.192460297532646,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 00:00:00,47.9,-123.4,16.04722578992951,15.178874169340725,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 14:00:00,47.9,-123.4,6.046697235299982,5.5970187744423106,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 16:00:00,47.9,-123.4,8.046664593251903,7.476717954962179,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 18:00:00,47.9,-123.4,10.046658234791188,9.319849754616868,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 20:00:00,47.9,-123.4,12.046666159093874,11.23962851458045,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 22:00:00,47.9,-123.4,14.046672104511266,13.187236578324129,1,350.0,,False,,,,,,,,,,,None,2
2021-11-06 00:00:00,47.9,-123.4,16.046659940133424,15.174063980610356,1,350.0,,False,,,,,,,,,,,None,2
