# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_MUSIC
# MongoDB_collection: guc_kap_20211101_20220501
# MongoDB_MUSICcollection: None
# season: 20211101_20220501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mstid_index/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-06 19:36:31.080297
# radar: kap
# lat: 55.5
# lon: -85.0
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code
2021-11-01 12:00:00,55.5,-85.0,6.607191812686389,6.869988002250966,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 14:00:00,55.5,-85.0,8.607241708056712,8.905302350757891,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 16:00:00,55.5,-85.0,10.607311148431235,10.797695205094758,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 18:00:00,55.5,-85.0,12.60738872853793,12.664537371787544,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 20:00:00,55.5,-85.0,14.607460434623178,14.591445378735436,1,350.0,,False,,,,,,,,,,,None,2
2021-11-01 22:00:00,55.5,-85.0,16.607513400494856,16.541384417762053,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 12:00:00,55.5,-85.0,6.607428699673135,6.8749136936912985,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 14:00:00,55.5,-85.0,8.607459654890844,8.912326896704625,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 16:00:00,55.5,-85.0,10.607510179559693,10.801498576767688,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 18:00:00,55.5,-85.0,12.607568849079053,12.662278144126589,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 20:00:00,55.5,-85.0,14.607621626299789,14.587392462381665,1,350.0,,False,,,,,,,,,,,None,2
2021-11-02 22:00:00,55.5,-85.0,16.607655623834415,16.53675028188597,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 12:00:00,55.5,-85.0,6.607437205725792,6.879595178972566,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 14:00:00,55.5,-85.0,8.607449111578893,8.919028064231242,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 16:00:00,55.5,-85.0,10.607480615913154,10.805006921367655,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 18:00:00,55.5,-85.0,12.607520275103417,12.659813063091462,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 20:00:00,55.5,-85.0,14.60755402846116,14.583141486669083,1,350.0,,False,,,,,,,,,,,None,2
2021-11-03 22:00:00,55.5,-85.0,16.607568966860036,16.53191689935266,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 12:00:00,55.5,-85.0,6.607216261016143,6.8840256915672215,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 14:00:00,55.5,-85.0,8.607209045913994,8.92540084858128,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 16:00:00,55.5,-85.0,10.607221462620899,10.808220391059447,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 18:00:00,55.5,-85.0,12.607242048790262,12.657143436377556,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 20:00:00,55.5,-85.0,14.607256720059464,14.578693324625567,1,350.0,,False,,,,,,,,,,,None,2
2021-11-04 22:00:00,55.5,-85.0,16.607252545007295,16.52688529653694,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 12:00:00,55.5,-85.0,6.606765226116955,6.888198565418348,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 14:00:00,55.5,-85.0,8.6067388515873,8.931440491609528,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 16:00:00,55.5,-85.0,10.60673214594945,10.811139261897138,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 18:00:00,55.5,-85.0,12.606733628441251,12.65427065131898,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 20:00:00,55.5,-85.0,14.60672919088928,14.574049001049143,1,350.0,,False,,,,,,,,,,,None,2
2021-11-05 22:00:00,55.5,-85.0,16.606705879025068,16.521656654558814,1,350.0,,False,,,,,,,,,,,None,2
2021-11-06 12:00:00,55.5,-85.0,6.606083821100346,6.892107217450506,1,350.0,,False,,,,,,,,,,,None,2
