# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_GSMR_fitexfilter
# MongoDB_collection: guc_sas_20201101_20210501
# MongoDB_MUSICcollection: music_guc_sas_20201101_20210501
# season: 20201101_20210501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /scratch/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-10-01 18:35:30.719038
# radar: sas
# lat: 52.16
# lon: -106.53
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code,sig_001_kx,sig_001_ky,sig_001_k,sig_001_lambda_km,sig_001_azm_deg,sig_001_freq_Hz,sig_001_period_min,sig_001_vel_mps,sig_001_max,sig_001_area,sig_002_kx,sig_002_ky,sig_002_k,sig_002_lambda_km,sig_002_azm_deg,sig_002_freq_Hz,sig_002_period_min,sig_002_vel_mps,sig_002_max,sig_002_area
2020-11-01 00:00:00,52.16,-106.53,17.171885799588942,16.49586682600707,1,350.0,1.0,False,14367.0,0.21137888418079095,9.741139008156349,8.977272987365723,67968.0,5.093678777684822,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2020-11-01 14:00:00,52.16,-106.53,7.17189576691989,6.872721109251832,1,350.0,0.10696778711484593,False,29792.0,0.6519607843137255,10.370893148707363,9.687570571899414,45696.0,5.027510037015176,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2020-11-01 16:00:00,52.16,-106.53,9.171951933906762,8.762688657544695,1,350.0,0.0,True,20742.0,0.7781362545018007,13.532169824395526,13.3532075881958,26656.0,4.695466889432637,559.1083984375,91.41902160644531,0.026955375491153215,0.0044074352331715996,mstid,0,0.007999999999999997,-0.018,0.019697715603592205,318.98040532343475,156.03751102542185,0.00047945205479452135,34.7619047619047,152.9358107715101,0.7372632622718811,522.0,0.022,-0.036,0.042190046219457975,148.92577444681234,148.5704343851615,0.00047945205479452135,34.7619047619047,71.4027685703896,0.5505161285400391,327.0
2020-11-01 18:00:00,52.16,-106.53,11.172026439670628,10.628892326664491,1,350.0,,False,38188.0,0.3714207905384376,13.861685850207714,12.566845893859863,102816.0,6.930757364582809,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2020-11-01 20:00:00,52.16,-106.53,13.17210573959964,12.555563536148021,1,350.0,,False,47232.0,0.4770523594053006,14.569563324341102,13.681816101074219,99008.0,6.88932976337369,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2020-11-01 22:00:00,52.16,-106.53,15.172174581125493,14.506077601188146,1,350.0,0.4414953481392557,False,42694.0,0.8008328331332533,14.644097940974389,12.853431701660156,53312.0,8.051428239845901,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2020-11-02 00:00:00,52.16,-106.53,17.17222012533612,16.491836113733342,1,350.0,,False,25498.0,0.17855742296918767,11.134935517256489,8.522424697875977,142800.0,8.269439694271952,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2020-11-02 14:00:00,52.16,-106.53,7.172098368412446,6.879706566901954,1,350.0,0.12387079831932774,False,30041.0,0.7888918067226891,12.701008071793384,12.320475578308105,38080.0,5.784963908064489,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2020-11-02 16:00:00,52.16,-106.53,9.172135737922872,8.766383524961784,1,350.0,0.0,True,29965.0,0.9257600098863075,13.556957433220939,13.91741943359375,32368.0,6.178874074039687,467.24237060546875,-0.4470120072364807,0.01559293744720403,-1.4917804346286692e-05,quiet,0,,,,,,,,,,,,,,,,,,,,
2020-11-02 18:00:00,52.16,-106.53,11.172191457773906,10.626556756747984,1,350.0,0.0,True,33697.0,0.8849002100840336,14.785824126715008,15.650054931640625,38080.0,6.505935793810908,539.5691528320312,71.87973022460938,0.016012379524350275,0.0021331195722055192,mstid,0,0.0020000000000000018,-0.015999999999999997,0.016124515496597096,389.6666109754172,172.8749836510982,0.00047945205479452135,34.7619047619047,186.82645731698116,0.7429139018058777,238.0,0.0010000000000000009,-0.015000000000000003,0.015033296378372911,417.95126957110057,176.18592516570965,0.00047945205479452135,34.7619047619047,200.38759499984306,0.7400897145271301,211.0
2020-11-02 20:00:00,52.16,-106.53,13.172251960307499,12.55145632622761,1,350.0,0.0,True,31636.0,0.8745024325519681,15.122830208868093,15.161714553833008,36176.0,6.795768989931981,532.6600341796875,64.97063446044922,0.016837148633824992,0.002053693085739323,mstid,0,,,,,,,,,,,,,,,,,,,,
2020-11-02 22:00:00,52.16,-106.53,15.172301967321918,14.501410698916523,1,350.0,0.5856967787114846,False,41013.0,0.7180147058823529,14.446454775306373,13.496378898620605,57120.0,6.541247195706403,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2020-11-03 00:00:00,52.16,-106.53,17.172328618518343,16.48760275214854,1,350.0,1.0,False,12744.0,0.16733193277310923,9.349362667540072,8.233432292938232,76160.0,4.64156299339035,,,,,None,1,,,,,,,,,,,,,,,,,,,,
