# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_2016
# MongoDB_collection: guc_fhw_20131101_20140501
# MongoDB_MUSICcollection: music_guc_fhw_20131101_20140501
# season: 20131101_20140501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-23 09:47:18.270606
# radar: fhw
# lat: 43.3
# lon: -102.7
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code,sig_001_azm_deg,sig_001_area,sig_001_freq_Hz,sig_001_max,sig_001_k,sig_001_period_min,sig_001_vel_mps,sig_001_ky,sig_001_kx,sig_001_lambda_km,sig_002_azm_deg,sig_002_area,sig_002_freq_Hz,sig_002_max,sig_002_k,sig_002_period_min,sig_002_vel_mps,sig_002_ky,sig_002_kx,sig_002_lambda_km
2013-11-01 00:00:00,43.3,-102.7,17.42696433644591,16.85743206062035,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 14:00:00,43.3,-102.7,7.426958500920588,7.2256685690683495,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 16:00:00,43.3,-102.7,9.427023254658266,9.088540551682858,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 18:00:00,43.3,-102.7,11.427107120583585,10.989090277048236,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 20:00:00,43.3,-102.7,13.427194386682672,12.90971855114958,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 22:00:00,43.3,-102.7,15.427268004686255,14.85249549315694,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 00:00:00,43.3,-102.7,17.427314193481124,16.853233320064938,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 14:00:00,43.3,-102.7,7.427176223586485,7.232356149695717,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 16:00:00,43.3,-102.7,9.427222190550605,9.091844215023198,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 18:00:00,43.3,-102.7,11.427287295339095,10.986766793758736,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 20:00:00,43.3,-102.7,13.427355799386296,12.904903320272227,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 22:00:00,43.3,-102.7,15.427410625971513,14.847676012361486,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 00:00:00,43.3,-102.7,17.427437971235864,16.849058728294047,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 14:00:00,43.3,-102.7,7.427167204231704,7.238957815995834,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 16:00:00,43.3,-102.7,9.42719429906393,9.09507883570089,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 18:00:00,43.3,-102.7,11.427240561864675,10.98445092248323,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 20:00:00,43.3,-102.7,13.427290227646939,12.900123860816395,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 22:00:00,43.3,-102.7,15.427326190832613,14.84234975211409,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 00:00:00,43.3,-102.7,17.42733462398102,16.844338682223214,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 14:00:00,43.3,-102.7,7.42693061607761,7.24520824049082,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 16:00:00,43.3,-102.7,9.426938782804136,9.097986394237337,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 18:00:00,43.3,-102.7,11.426966151635305,10.981879926507997,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 20:00:00,43.3,-102.7,13.42699693130707,12.895115427117954,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 22:00:00,43.3,-102.7,15.427013986993462,14.837064269714224,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-05 00:00:00,43.3,-102.7,17.427003466830854,16.839647421560084,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-05 14:00:00,43.3,-102.7,7.426465950042957,7.251105009315831,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
