# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_2016
# MongoDB_collection: guc_wal_20091101_20100501
# MongoDB_MUSICcollection: music_guc_wal_20091101_20100501
# season: 20091101_20100501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-23 09:47:18.270606
# radar: wal
# lat: 41.8
# lon: -72.2
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code
2009-11-01 12:00:00,41.8,-72.2,7.459981616582126,8.03654059510713,1,,,False,,,,,,,,,,,,0
2009-11-01 14:00:00,41.8,-72.2,9.460054000408752,10.018543957601821,1,,,False,,,,,,,,,,,,0
2009-11-01 16:00:00,41.8,-72.2,11.460145795788055,11.881170071081351,1,,,False,,,,,,,,,,,,0
2009-11-01 18:00:00,41.8,-72.2,13.46024085072684,13.788363498981125,1,,,False,,,,,,,,,,,,0
2009-11-01 20:00:00,41.8,-72.2,15.46032172200733,15.710475754929293,1,,,False,,,,,,,,,,,,0
2009-11-01 22:00:00,41.8,-72.2,17.460374350930767,17.653148325981526,1,,,False,,,,,,,,,,,,0
2009-11-02 12:00:00,41.8,-72.2,7.460276219133504,8.042346675690933,1,,,False,,,,,,,,,,,,0
2009-11-02 14:00:00,41.8,-72.2,9.460330106092368,10.025489963889134,1,,,False,,,,,,,,,,,,0
2009-11-02 16:00:00,41.8,-72.2,11.460403414174763,11.884264764818774,1,,,False,,,,,,,,,,,,0
2009-11-02 18:00:00,41.8,-72.2,13.460479963753635,13.78585580905196,1,,,False,,,,,,,,,,,,0
2009-11-02 20:00:00,41.8,-72.2,15.460542282362706,15.70562634994295,1,,,False,,,,,,,,,,,,0
2009-11-02 22:00:00,41.8,-72.2,17.460576288218157,17.648055694017184,1,,,False,,,,,,,,,,,,0
2009-11-03 12:00:00,41.8,-72.2,7.460346427906097,8.047843735942713,1,,,False,,,,,,,,,,,,0
2009-11-03 14:00:00,41.8,-72.2,9.460381530513287,10.032088086567141,1,,,False,,,,,,,,,,,,0
2009-11-03 16:00:00,41.8,-72.2,11.460436066478456,11.887293887642102,1,,,False,,,,,,,,,,,,0
2009-11-03 18:00:00,41.8,-72.2,13.46049382878016,13.783358153746477,1,,,False,,,,,,,,,,,,0
2009-11-03 20:00:00,41.8,-72.2,15.460537315409347,15.700812525862903,1,,,False,,,,,,,,,,,,0
2009-11-03 22:00:00,41.8,-72.2,17.460552420752315,17.6430006941724,1,,,False,,,,,,,,,,,,0
2009-11-04 12:00:00,41.8,-72.2,7.460188888381381,8.05302735756739,1,,,False,,,,,,,,,,,,0
2009-11-04 14:00:00,41.8,-72.2,9.460204931763702,10.038335969103093,1,,,False,,,,,,,,,,,,0
2009-11-04 16:00:00,41.8,-72.2,11.460240423877472,11.889998640277033,1,,,False,,,,,,,,,,,,0
2009-11-04 18:00:00,41.8,-72.2,13.460279130588031,13.780607226173638,1,,,False,,,,,,,,,,,,0
2009-11-04 20:00:00,41.8,-72.2,15.460303520079478,15.695769515891483,1,,,False,,,,,,,,,,,,0
2009-11-04 22:00:00,41.8,-72.2,17.460299462181474,17.637713567198894,1,,,False,,,,,,,,,,,,0
2009-11-05 12:00:00,41.8,-72.2,7.459800431638331,8.057893128345961,1,,,False,,,,,,,,,,,,0
2009-11-05 14:00:00,41.8,-72.2,9.459797159602093,10.044231335885677,1,,,False,,,,,,,,,,,,0
2009-11-05 16:00:00,41.8,-72.2,11.459813355337998,11.892381109889442,1,,,False,,,,,,,,,,,,0
2009-11-05 18:00:00,41.8,-72.2,13.45983275791706,13.777606610376479,1,,,False,,,,,,,,,,,,0
2009-11-05 20:00:00,41.8,-72.2,15.459837805481222,15.69050035233124,1,,,False,,,,,,,,,,,,0
2009-11-05 22:00:00,41.8,-72.2,17.459814342590658,17.63219702215205,1,,,False,,,,,,,,,,,,0
2009-11-06 12:00:00,41.8,-72.2,7.459178150152428,8.062727066807815,1,,,False,,,,,,,,,,,,0
2009-11-06 14:00:00,41.8,-72.2,9.459155331747215,10.050032846742008,1,,,False,,,,,,,,,,,,0
2009-11-06 16:00:00,41.8,-72.2,11.459152004375216,11.894700386132042,1,,,False,,,,,,,,,,,,0
