# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_2016
# MongoDB_collection: guc_cvw_20111101_20120501
# MongoDB_MUSICcollection: music_guc_cvw_20111101_20120501
# season: 20111101_20120501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-23 09:47:18.270606
# radar: cvw
# lat: 47.9
# lon: -123.4
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code,sig_001_azm_deg,sig_001_area,sig_001_max,sig_001_k,sig_001_period_min,sig_001_ky,sig_001_freq_Hz,sig_001_kx,sig_001_vel_mps,sig_001_lambda_km,sig_002_azm_deg,sig_002_area,sig_002_freq_Hz,sig_002_max,sig_002_k,sig_002_period_min,sig_002_vel_mps,sig_002_ky,sig_002_kx,sig_002_lambda_km
2011-11-01 00:00:00,47.9,-123.4,16.046529588589532,15.134480970208628,1,,0.5806457718222424,True,70397.0,0.6661840411840412,28.802263485622813,29.267982482910156,105672.0,9.230267753902009,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-01 14:00:00,47.9,-123.4,6.046621916784706,5.496721700475147,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 16:00:00,47.9,-123.4,8.046675458874192,7.361590950026021,1,,,True,14747.0,0.06024101307189542,11.730146583883833,11.002654075622559,244800.0,4.384119031702124,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 18:00:00,47.9,-123.4,10.046753732070014,9.265038912519026,1,,0.0,True,32187.0,0.5321924603174604,15.767972497099779,15.102638244628906,60480.0,8.35949360353233,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 20:00:00,47.9,-123.4,12.046845443447012,11.18694904573949,1,,0.0,True,32307.0,0.7011067708333333,14.93890499412602,12.943098068237305,46080.0,7.8156393526130366,652.3221185885341,-837.2440930304222,0.020191355390117748,-0.02591525344446783,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-01 22:00:00,47.9,-123.4,14.046935291444592,13.129865810606244,1,,0.0004481792717086835,True,48744.0,0.677,20.010796929078797,19.157068252563477,72000.0,8.599968849482844,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-02 00:00:00,47.9,-123.4,16.047008099932786,15.130270320286684,1,,0.5960161842514784,True,59892.0,0.577662037037037,19.067307581561906,17.186062812805176,103680.0,9.021129898564235,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-02 14:00:00,47.9,-123.4,6.0469736731479165,5.503715777898223,1,,,True,31424.0,0.11732377538829152,11.803654296213642,10.866859436035156,267840.0,4.909145931365939,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-02 16:00:00,47.9,-123.4,8.047009125953604,7.3651900582416525,1,,0.0,True,66284.0,0.6974326599326599,21.21374150331735,20.32028579711914,95040.0,9.205996931401868,1778.7449368295202,289.1787252105631,0.026835208147207777,0.004362722907648347,mstid,0,146.30993247402023,553.0,0.9335114359855652,0.021633307652783935,32.909090909090935,-0.018,0.0005064456721915281,0.012,147.092255029665,290.4403435676661,,,,,,,,,,
2011-11-02 18:00:00,47.9,-123.4,10.047069336279154,9.262978204001488,1,,0.0,True,55679.0,0.8405646135265701,25.220249241017886,26.035791397094727,66240.0,9.931029160236584,1177.2330332850397,-312.33317833391743,0.0211432143767855,-0.00560953282806655,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-02 20:00:00,47.9,-123.4,12.047142991202744,11.182383687713736,1,,0.0,True,51934.0,0.8586970899470899,25.607231112031844,26.127934455871582,60480.0,9.83077731344312,983.4227182951145,-506.1434933238426,0.018936009517755505,-0.009745898512031476,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-02 22:00:00,47.9,-123.4,14.047214762964504,13.125027203293314,1,,0.0,True,48161.0,0.8801352339181286,24.47708497795239,24.763813018798828,54720.0,9.871304897024936,1058.9925096287043,-430.5737019902528,0.021988590553117755,-0.008940298207891297,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-03 00:00:00,47.9,-123.4,16.047269449966706,15.126082467695301,1,,0.6101588362617775,True,58971.0,0.48985745614035087,24.681329280253742,24.64236831665039,120384.0,8.905468421734028,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-03 14:00:00,47.9,-123.4,6.047106851111636,5.510625201949279,1,,0.6118892001244942,True,33277.0,0.3209587191358025,16.323407688611447,13.942069053649902,103680.0,8.81337905976902,,,,,None,1,,,,,,,,,,,,,,,,,,,,
