# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_2016
# MongoDB_collection: guc_wal_20111101_20120501
# MongoDB_MUSICcollection: music_guc_wal_20111101_20120501
# season: 20111101_20120501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-23 09:47:18.270606
# radar: wal
# lat: 41.8
# lon: -72.2
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code,sig_001_azm_deg,sig_001_area,sig_001_freq_Hz,sig_001_max,sig_001_k,sig_001_period_min,sig_001_vel_mps,sig_001_ky,sig_001_kx,sig_001_lambda_km,sig_002_azm_deg,sig_002_area,sig_002_freq_Hz,sig_002_max,sig_002_k,sig_002_period_min,sig_002_vel_mps,sig_002_ky,sig_002_kx,sig_002_lambda_km
2011-11-01 12:00:00,41.8,-72.2,7.459912574909188,8.036709291602593,1,,1.2126062546230614e-05,True,41907.0,0.5039321789321789,14.23995053704723,12.988801956176758,83160.0,5.836043950667388,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-01 14:00:00,41.8,-72.2,9.45999099049986,10.031764228167168,1,,0.0,True,65125.0,0.48760856543875414,15.524702035365774,14.087212562561035,133560.0,6.461186491968419,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 16:00:00,41.8,-72.2,11.460088835274963,11.89663347771804,1,,0.0,True,50947.0,0.7719242424242424,17.027165755805907,14.624922752380371,66000.0,7.526829310656312,703.9022097757115,-250.76557741678184,0.013816362293672082,-0.004922087216455961,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-01 18:00:00,41.8,-72.2,13.460189971783455,13.800081440211049,1,,0.0,True,23270.0,0.693591654247392,17.0529843152722,14.85789966583252,33550.0,7.295811849117576,886.112723567072,-68.55506362542127,0.03807961854607099,-0.002946070632807102,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-01 20:00:00,41.8,-72.2,15.46027697230147,15.721991573431511,1,,0.3602230060302651,True,34500.0,0.5560928433268859,16.847495439031846,15.435084342956543,62040.0,6.547260747698816,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-01 22:00:00,41.8,-72.2,17.460335790626527,17.664908338298265,1,,1.0,True,32755.0,0.4681961120640366,16.376514218458055,14.841506004333496,69960.0,6.755408503986911,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-02 12:00:00,41.8,-72.2,7.460282434419261,8.042337171418787,1,,0.0,True,40050.0,0.7568027210884354,18.48639035813073,17.07533359527588,52920.0,7.803808939947047,824.8061909573626,-129.86159623513078,0.02059441175923502,-0.0032424867973815425,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-02 14:00:00,41.8,-72.2,9.460342817174363,10.038758305590244,1,,0.0,True,43693.0,0.8669246031746032,19.988104972252653,18.615985870361328,50400.0,8.305169873685259,857.9419714813121,-96.72581571118116,0.019635684697349966,-0.0022137600007136418,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-02 16:00:00,41.8,-72.2,11.460422645505462,11.900232585933674,1,,0.0,True,62257.0,0.7720362103174603,19.147293890552902,17.381990432739258,80640.0,8.196758553714448,754.9930267939344,-199.67476039855896,0.012127038353822613,-0.003207266016649677,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-02 18:00:00,41.8,-72.2,13.460505754088906,13.798020731693509,1,,0.0,True,63970.0,0.7932787698412699,18.08577049890309,16.54354476928711,80640.0,7.816977032277309,774.8809231292289,-179.78686406326446,0.012113192482870547,-0.0028104871668479673,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-02 20:00:00,41.8,-72.2,15.460574685879804,15.717426215405757,1,,0.3499603923201934,True,73141.0,0.5923307418205377,18.620125651400308,17.581693649291992,123480.0,7.864040154547142,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-02 22:00:00,41.8,-72.2,17.46061537167667,17.660069730985335,1,,1.0,True,62833.0,0.5540828924162258,17.070866429887147,15.787841796875,113400.0,7.562439530618075,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-03 12:00:00,41.8,-72.2,7.46043391687081,8.047950932179388,1,,4.3260547462228135e-05,True,64273.0,0.6893286143286144,17.995704200575563,16.62896728515625,93240.0,7.642219776339648,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-03 14:00:00,41.8,-72.2,9.460476060379529,10.045667729641298,1,,0.0,True,67660.0,0.8136123136123136,18.373615288005013,16.689291954040527,83160.0,8.514381465570867,1206.372140377105,251.70435318461173,0.017829916352011605,0.003720135282066387,mstid,0,,,,,,,,,,,,,,,,,,,,
2011-11-03 16:00:00,41.8,-72.2,11.460537667219599,11.90350248268738,1,,0.0,True,67707.0,0.8396205357142857,18.489050370109787,16.918827056884766,80640.0,8.381310378688493,841.6369162752162,-113.03087091727703,0.012430574627072772,-0.0016694118911970259,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-03 18:00:00,41.8,-72.2,13.460602544382663,13.795700107586471,1,,0.0,True,66030.0,0.7940115440115441,17.765589430273327,15.796103477478027,83160.0,8.36327219250689,906.6135073035475,-48.05427988894584,0.013730327234644063,-0.0007277643478562145,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-03 20:00:00,41.8,-72.2,15.460653205172814,15.712627450086753,1,,0.30765126563445894,True,68599.0,0.697995522995523,18.75049379916352,17.44199562072754,98280.0,8.183444248272757,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-03 22:00:00,41.8,-72.2,17.460675556630356,17.654995442904255,1,,1.0,True,66588.0,0.6291383219954648,18.284691669564708,16.598249435424805,105840.0,8.25295692440475,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-04 12:00:00,41.8,-72.2,7.46036455234103,8.052964284878351,1,,0.0001368968640087614,True,67895.0,0.7090121136173768,18.68021282261641,17.23464012145996,95760.0,8.127187478376909,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-04 14:00:00,41.8,-72.2,9.460388247064708,10.051964485225472,1,,0.0,True,73198.0,0.8802068302068302,18.636891002785188,17.081791877746582,83160.0,8.322617875258523,909.792937174745,-44.874850017748344,0.012429204857711209,-0.0006130611494541974,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-04 16:00:00,41.8,-72.2,11.460431424669524,11.906445099782573,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-04 18:00:00,41.8,-72.2,13.460477864695717,13.793123154065526,1,,0.0,True,68629.0,0.8785074244751664,17.30876540441154,15.586308479309082,78120.0,7.651330992093116,619.9356865268273,-334.7321006656665,0.009033144684125185,-0.004877414805194109,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-04 20:00:00,41.8,-72.2,15.460510050497088,15.707598282184104,1,,0.3097238895558223,True,72690.0,0.7396214896214897,18.37205953674773,17.29633331298828,98280.0,7.607407937834291,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-04 22:00:00,41.8,-72.2,17.460513864624318,17.649688109452356,1,,1.0,True,70688.0,0.5500155617802677,16.967826477845986,15.079094886779785,128520.0,7.688630074429443,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-05 12:00:00,41.8,-72.2,7.4600718652557205,8.057955334182425,1,,0.00021679433444139325,True,36614.0,0.7496723996723996,19.791398607298202,18.560791969299316,48840.0,7.855199475652125,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-05 14:00:00,41.8,-72.2,9.460076904119394,10.058171395504537,1,,0.0,True,37641.0,0.7504186602870814,19.84643240761153,18.36485481262207,50160.0,8.32457694005382,1446.4252845501615,491.7574973576675,0.038426855942991986,0.013064411077220783,mstid,0,180.0,108.0,0.0004604051565377539,1.3436628580093384,0.015000000000000003,36.199999999999946,192.8540609938488,-0.015000000000000003,0.0,418.879020478639,176.42366562500263,8.0,0.0004604051565377539,1.32785165309906,0.016031219541881393,36.199999999999946,180.4485870429442,-0.015999999999999997,0.0010000000000000009,391.9343310572742
2011-11-05 16:00:00,41.8,-72.2,11.460101447669485,11.90931967476748,1,,0.0,True,38603.0,0.7132852919438285,18.369109682093953,16.638267517089844,54120.0,8.058035059909551,1379.057653592914,424.38986640042015,0.035724105732531514,0.010993701691589258,mstid,0,-161.565051177078,27.0,0.0005524861878453043,0.8488379120826721,0.009486832980505141,30.16666666666664,365.9148532521586,-0.009000000000000003,-0.0030000000000000027,662.3058843864065,-168.69006752597977,94.0,0.0005524861878453043,0.8425638675689697,0.010198039027185569,30.16666666666664,340.39613779035506,-0.009999999999999998,-0.0020000000000000018,616.1170094005421
2011-11-05 18:00:00,41.8,-72.2,13.460129248265478,13.79055762883809,1,,0.0,True,37869.0,0.7753685503685503,17.948363637146024,16.68160057067871,48840.0,7.425651819620035,1052.6629806210258,97.99519342853256,0.02779748555866344,0.0025877417789889503,mstid,0,-153.434948822922,229.0,0.0004604051565377539,0.8107965588569641,0.020124611797498106,36.199999999999946,143.74493003971222,-0.018,-0.009000000000000003,312.2139880462545,-159.44395478041653,521.0,0.0004604051565377539,0.7245084643363953,0.008544003745317533,36.199999999999946,338.577908102289,-0.008000000000000002,-0.0030000000000000027,735.3912163981706
2011-11-05 20:00:00,41.8,-72.2,15.460142759049177,15.702609096457174,1,,0.41243644793340534,True,49113.0,0.6414968652037617,19.112112947213532,18.40755271911621,76560.0,7.607129093355931,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-05 22:00:00,41.8,-72.2,17.460127837362855,17.644422882720864,1,,1.0,True,22677.0,0.7808884297520661,19.15176530672233,17.46923065185547,29040.0,8.176747318951948,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-06 12:00:00,41.8,-72.2,7.459553442418151,8.0626285703693,1,,0.0030484921241223763,True,86089.0,0.6211327561327561,18.674605362212226,17.87877082824707,138600.0,7.509966081468243,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-06 14:00:00,41.8,-72.2,9.459539626431463,10.064023394807604,1,,0.0,True,70094.0,0.8428811928811929,18.97652434877558,17.73131561279297,83160.0,8.316303011905342,1107.4967964357056,152.8290092432123,0.015800165441203322,0.0021803436705454433,mstid,0,-135.0,36.0,0.0005064456721915281,0.815078616142273,0.022627416997969517,32.909090909090935,140.62992725524285,-0.015999999999999997,-0.015999999999999997,277.6801836348979,,,,,,,,,,
2011-11-06 16:00:00,41.8,-72.2,11.459545339622714,11.911869371153799,1,,0.0,True,69144.0,0.8314574314574315,18.16563744645255,17.121752738952637,83160.0,7.577113983056534,813.3865879027726,-141.28119928972077,0.01176366116948358,-0.0020432893568454354,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-06 18:00:00,41.8,-72.2,13.459554307472006,13.787478098675523,1,,0.0,True,68738.0,0.819744075942423,17.805699370873636,17.264404296875,83853.0,7.3014528133945715,821.4024975926368,-133.26528959985657,0.01194975846828009,-0.0019387426110718464,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-06 20:00:00,41.8,-72.2,15.459548952673133,15.69712815360424,1,,0.4145876532431154,True,85366.0,0.6159163059163059,17.46794097997438,16.817485809326172,138600.0,7.016740386942684,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-06 22:00:00,41.8,-72.2,17.459515106652365,17.638657567792947,1,,1.0,True,68926.0,0.6216269841269841,18.020921618598145,16.755352020263672,110880.0,7.712179573077177,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-07 12:00:00,41.8,-72.2,7.458806997094282,8.066979596917895,1,,0.00016256502601040416,True,66052.0,0.8190972222222223,19.170041063632045,17.835979461669922,80640.0,8.200355919319803,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-07 14:00:00,41.8,-72.2,9.45877414022375,10.069518190438625,1,,0.0,True,70384.0,0.8728174603174603,19.255631559543865,17.583621978759766,80640.0,8.323795446213962,832.1255256783807,-122.54226151411258,0.01182265181970875,-0.0017410528176021905,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-07 16:00:00,41.8,-72.2,11.45876084003854,11.913840358941545,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-07 18:00:00,41.8,-72.2,13.458750795473176,13.784415887619524,1,,0.0,True,36643.0,0.8532740312965723,18.012289943033483,16.597461700439453,42944.0,7.504088858457642,855.4294167072949,-99.23837048519836,0.023344961294307093,-0.0027082490649018463,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-07 20:00:00,41.8,-72.2,15.458726398555271,15.691693127705923,1,,0.4346039356181344,True,47048.0,0.6145245559038662,18.36752024479939,17.400578498840332,76560.0,7.276547373793833,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-07 22:00:00,41.8,-72.2,17.458673454099486,17.63293988476706,1,,1.0,True,35598.0,0.7705194805194805,16.95823855520373,14.933011054992676,46200.0,7.415603456933571,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-08 12:00:00,41.8,-72.2,7.4578304202736945,8.071004032093636,1,,0.0007447423413809969,True,70610.0,0.7783289241622575,19.483381337968236,18.87465476989746,90720.0,7.5103087963757975,,,,,None,1,,,,,,,,,,,,,,,,,,,,
