# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_2016
# MongoDB_collection: guc_fhw_20111101_20120501
# MongoDB_MUSICcollection: music_guc_fhw_20111101_20120501
# season: 20111101_20120501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-23 09:47:18.270606
# radar: fhw
# lat: 43.3
# lon: -102.7
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code,sig_002_azm_deg,sig_002_area,sig_002_max,sig_002_k,sig_002_period_min,sig_002_ky,sig_002_freq_Hz,sig_002_kx,sig_002_vel_mps,sig_002_lambda_km,sig_001_azm_deg,sig_001_area,sig_001_freq_Hz,sig_001_max,sig_001_k,sig_001_period_min,sig_001_vel_mps,sig_001_ky,sig_001_kx,sig_001_lambda_km
2011-11-01 00:00:00,43.3,-102.7,17.42655243833871,16.859590216358363,1,,0.994521444941613,True,30143.0,0.6524458874458875,15.95828476626994,14.29790210723877,46200.0,6.608140092774304,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-01 14:00:00,43.3,-102.7,7.426620721592039,7.2218309466248805,1,,,True,2216.0,0.022686322686322688,9.443421323807247,8.726541519165039,97680.0,2.725052177730641,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 16:00:00,43.3,-102.7,9.426696264216671,9.086700196175753,1,,0.0,True,2915.0,0.10208012326656395,9.483175398759535,8.957305908203125,28556.0,2.4423762453755646,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 18:00:00,43.3,-102.7,11.42679096876317,10.99014815866876,1,,0.0,True,24222.0,0.2022038567493113,9.763827012735101,9.199443817138672,119790.0,2.7538714157605906,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 20:00:00,43.3,-102.7,13.426889136229368,12.912058291889224,1,,0.0,True,40416.0,0.493841642228739,11.36274989100316,10.596203804016113,81840.0,3.581825259202015,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 22:00:00,43.3,-102.7,15.426973731693211,14.854975056755977,1,,0.19690603514132926,True,48140.0,0.7597853535353535,13.456557735725216,12.670125007629395,63360.0,4.374685943370286,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-02 00:00:00,43.3,-102.7,17.427030983995678,16.85537956643642,1,,0.9929471788715486,True,19375.0,0.5156216734085587,11.42491470873433,10.619050025939941,37576.0,3.6277121195169872,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-02 14:00:00,43.3,-102.7,7.42697247993555,7.228825024047956,1,,0.0033638088666551663,True,22545.0,0.5509530791788856,14.279157402531801,13.445839881896973,40920.0,5.120867646085157,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-02 16:00:00,43.3,-102.7,9.427029970339845,9.090299304391387,1,,0.0,True,27734.0,0.808100233100233,15.880045541304039,13.884125709533691,34320.0,6.6848517006113575,969.8783031363855,215.45083590597807,0.034970732787783426,0.007768473206388479,mstid,0,150.2551187030578,229.0,0.5612025856971741,0.024186773244895654,40.22222222222224,-0.021000000000000005,0.00041436464088397774,0.012,107.64271021420356,259.777740650278,,,,,,,,,,
2011-11-02 18:00:00,43.3,-102.7,11.4271066387672,10.988087450151221,1,,0.0,True,23294.0,0.8021349862258953,16.49489969184514,14.147212505340576,29040.0,7.323098229561085,737.4565232114328,-16.970944018974627,0.03165864699971807,-0.0007285543066443989,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-02 20:00:00,43.3,-102.7,13.42718675910455,12.90749293386347,1,,0.0,True,20549.0,0.8648569023569024,16.63309596134709,14.26621150970459,23760.0,7.326461266211672,566.3188654475598,-188.1086017828476,0.027559436734028896,-0.009154148707131616,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-02 22:00:00,43.3,-102.7,15.42725326773366,14.850136449443047,1,,0.2133889128774039,True,23334.0,0.7685770750988142,15.966870661963837,14.289044380187988,30360.0,6.482361231481363,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-03 00:00:00,43.3,-102.7,17.42729237081742,16.851191713845033,1,,0.9956285544520839,True,45004.0,0.6261513203661964,13.814926282446839,12.999542236328125,71874.0,4.812893957534931,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-03 14:00:00,43.3,-102.7,7.4271056573678305,7.235734448099011,1,,8.814714697067639e-05,True,50666.0,0.7381410256410257,16.20798980759157,14.239083290100098,68640.0,6.858550161337414,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-03 16:00:00,43.3,-102.7,9.427144888711513,9.093569201145092,1,,0.0,True,43898.0,0.8314015151515152,17.73725405824098,15.418802261352539,52800.0,7.591062643053323,682.1483476487156,-72.27911958169184,0.015539394679682801,-0.0016465242056971125,quiet,0,,,,,,,,,,,,,,,,,,,,
