# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_2016
# MongoDB_collection: guc_fhw_20121101_20130501
# MongoDB_MUSICcollection: music_guc_fhw_20121101_20130501
# season: 20121101_20130501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-23 09:47:18.270606
# radar: fhw
# lat: 43.3
# lon: -102.7
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code
2012-11-01 00:00:00,43.3,-102.7,17.42698572579025,16.856547623758416,1,,0.9961661432249668,True,26193.0,0.36746632996632994,12.822336415411094,11.612504005432129,71280.0,4.770778672324793,,,,,None,1
2012-11-01 14:00:00,43.3,-102.7,7.42697280081826,7.227249720018238,1,,,False,,,,,,,,,,,None,3
2012-11-01 16:00:00,43.3,-102.7,9.427036578845803,9.089292343953746,1,,0.0,True,1303.0,0.05905012236019215,10.699879501383764,9.947731018066406,22066.0,3.269255252023863,,,,,None,3
2012-11-01 18:00:00,43.3,-102.7,11.427119476547427,10.988455461926534,1,,0.0,True,2583.0,0.03557851239669421,12.441754636310407,12.593456268310547,72600.0,3.8204418924697303,,,,,None,3
2012-11-01 20:00:00,43.3,-102.7,13.427205773131075,12.908470545392706,1,,0.0,True,7582.0,0.15115629984051038,13.050234071122281,12.540249824523926,50160.0,4.322978771467279,,,,,None,3
2012-11-01 22:00:00,43.3,-102.7,15.42727841090058,14.851450768163007,1,,0.20545630839748485,True,9958.0,0.29015151515151516,13.41229664989685,11.80801773071289,34320.0,5.452246901644333,,,,,None,1
2012-11-02 00:00:00,43.3,-102.7,17.427323600900934,16.852354376591993,1,,1.0,True,3210.0,0.1737012987012987,13.457732803279367,13.348620891571045,18480.0,4.382422210949705,,,,,None,1
2012-11-02 14:00:00,43.3,-102.7,7.427178184624349,7.233916919462619,1,,0.03725047331185439,True,10693.0,0.3522068511198946,13.598543267672362,11.856300354003906,30360.0,5.577315193798012,,,,,None,1
2012-11-02 16:00:00,43.3,-102.7,9.427223074676622,9.092838506088048,1,,0.0,True,22398.0,0.33655897821187075,11.713426255979691,10.930940628051758,66550.0,3.6310577885414896,,,,,None,3
2012-11-02 18:00:00,43.3,-102.7,11.427287097265125,10.986399234255533,1,,0.0,True,41060.0,0.6221212121212121,14.388520655641312,12.850100040435791,66000.0,5.6467295362967755,,,,,None,3
2012-11-02 20:00:00,43.3,-102.7,13.427354504941952,12.903931178665264,1,,0.0,True,38863.0,0.8659313725490196,16.708405975735605,15.1078462600708,44880.0,6.804420286860808,804.235595703125,107.52163696289062,0.020694120260996964,0.0027666839143373036,mstid,0
2012-11-02 22:00:00,43.3,-102.7,15.42740821144381,14.846367622031247,1,,0.2234364101371774,True,38218.0,0.6294137022397892,14.834263953778812,13.132610321044922,60720.0,6.136506408138071,,,,,None,1
2012-11-03 00:00:00,43.3,-102.7,17.427434404949643,16.84789992890684,1,,1.0,True,9814.0,0.33794765840220387,11.73577242342644,10.788248062133789,29040.0,4.128505425826454,,,,,None,1
2012-11-03 14:00:00,43.3,-102.7,7.427154744269714,7.2404975155607225,1,,4.982230046168665e-05,True,19198.0,0.6323451910408432,15.852289892134662,14.568998336791992,30360.0,5.815018497227734,,,,,None,1
2012-11-03 16:00:00,43.3,-102.7,9.427180500739844,9.09579751831019,1,,0.0,True,17504.0,0.6314574314574315,15.859291469102804,14.07857608795166,27720.0,6.375701149721708,,,,,None,3
2012-11-03 18:00:00,43.3,-102.7,11.427225406124695,10.983819934614841,1,,0.0,True,31509.0,0.7020721925133689,15.432650331185869,14.26389217376709,44880.0,6.164801649000555,761.2974243164062,64.58367156982422,0.02416126898081203,0.002049689662313124,mstid,0
2012-11-03 20:00:00,43.3,-102.7,13.427273686550663,12.898892994556542,1,,0.0,True,36831.0,0.8719460227272727,16.91558433856225,14.790325164794922,42240.0,7.312553015954307,545.5123291015625,-151.2018280029297,0.014811227745691468,-0.0041052870680386,quiet,0
2012-11-03 22:00:00,43.3,-102.7,15.427308226879877,14.841050778987492,1,,0.23499702911467618,True,34968.0,0.7358585858585859,16.43520299414971,14.453580856323242,47520.0,6.948918414097544,,,,,None,1
2012-11-04 00:00:00,43.3,-102.7,17.42731519166925,16.84318639434692,1,,0.9938074403315045,True,6832.0,0.07842056932966024,11.300896123505309,10.158211708068848,87120.0,4.090538338548277,,,,,None,1
2012-11-04 14:00:00,43.3,-102.7,7.4268996803521565,7.246726220814475,1,,0.00023250406882120437,True,38032.0,0.6263504611330698,14.537241859073944,13.213507652282715,60720.0,5.5847346645539915,,,,,None,1
