# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_2016
# MongoDB_collection: guc_fhe_20131101_20140501
# MongoDB_MUSICcollection: music_guc_fhe_20131101_20140501
# season: 20131101_20140501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-23 09:47:18.270606
# radar: fhe
# lat: 42.5
# lon: -95.0
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code,sig_002_azm_deg,sig_002_area,sig_002_freq_Hz,sig_002_max,sig_002_k,sig_002_period_min,sig_002_vel_mps,sig_002_ky,sig_002_kx,sig_002_lambda_km,sig_001_azm_deg,sig_001_area,sig_001_max,sig_001_k,sig_001_period_min,sig_001_ky,sig_001_freq_Hz,sig_001_kx,sig_001_vel_mps,sig_001_lambda_km
2013-11-01 00:00:00,42.5,-95.0,17.940300648301992,17.550823771233542,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 14:00:00,42.5,-95.0,7.940297510780811,7.919060279681541,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 16:00:00,42.5,-95.0,9.940369403731808,9.78193226229605,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 18:00:00,42.5,-95.0,11.940456976249967,11.682481987661427,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 20:00:00,42.5,-95.0,13.940543521728882,13.60311026176277,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-01 22:00:00,42.5,-95.0,15.94061218387468,15.545887203770132,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 00:00:00,42.5,-95.0,17.940650508897328,17.54662503067813,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 14:00:00,42.5,-95.0,7.94051524406518,7.925747860308909,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 16:00:00,42.5,-95.0,9.940568362141338,9.785235925636389,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 18:00:00,42.5,-95.0,11.940637179465224,11.680158504371926,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 20:00:00,42.5,-95.0,13.940704961293008,13.598295030885419,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-02 22:00:00,42.5,-95.0,15.940754823293254,15.541067722974677,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 00:00:00,42.5,-95.0,17.940774291236288,17.542450438907238,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 14:00:00,42.5,-95.0,7.940506234479879,7.932349526609026,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 16:00:00,42.5,-95.0,9.940540492726342,9.788470546314082,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 18:00:00,42.5,-95.0,11.940590474527095,11.677842633096423,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 20:00:00,42.5,-95.0,13.9406394169926,13.593515571429585,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-03 22:00:00,42.5,-95.0,15.940670407214458,15.535741462727282,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 00:00:00,42.5,-95.0,17.94067094959461,17.53773039283641,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 14:00:00,42.5,-95.0,7.940269655228576,7.9385999511040115,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 16:00:00,42.5,-95.0,9.94028499806577,9.791378104850528,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 18:00:00,42.5,-95.0,11.94031609288136,11.675271637121188,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 20:00:00,42.5,-95.0,13.940346148646341,13.588507137731145,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-04 22:00:00,42.5,-95.0,15.940358223350133,15.530455980327416,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-05 00:00:00,42.5,-95.0,17.940339799089557,17.533039132173275,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
2013-11-05 14:00:00,42.5,-95.0,7.939804997212779,7.944496719929021,1,,,False,,,,,,,,,,,None,2,,,,,,,,,,,,,,,,,,,,
