# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_2016
# MongoDB_collection: guc_bks_20111101_20120501
# MongoDB_MUSICcollection: music_guc_bks_20111101_20120501
# season: 20111101_20120501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-23 09:47:18.270606
# radar: bks
# lat: 39.6
# lon: -81.1
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code,sig_001_azm_deg,sig_001_area,sig_001_max,sig_001_k,sig_001_period_min,sig_001_ky,sig_001_freq_Hz,sig_001_kx,sig_001_vel_mps,sig_001_lambda_km,sig_002_azm_deg,sig_002_area,sig_002_max,sig_002_k,sig_002_period_min,sig_002_ky,sig_002_freq_Hz,sig_002_kx,sig_002_vel_mps,sig_002_lambda_km
2011-11-01 12:00:00,39.6,-81.1,6.866569233716527,7.211540847563032,1,,0.14211309523809523,True,1941.0,0.0635809748427673,9.747505151875428,9.228199005126953,30528.0,3.81259570545377,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-01 14:00:00,39.6,-81.1,8.866640101197367,9.206595784127607,1,,0.0,True,8757.0,0.40541666666666665,9.363642538357533,8.811664581298828,21600.0,3.338849922325228,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 16:00:00,39.6,-81.1,10.866735100816161,11.07146503367848,1,,0.0,True,15994.0,0.740462962962963,11.873272863524965,11.062650680541992,21600.0,4.628709119941697,687.8375640574122,92.23616321063791,0.04300597499421109,0.005766922796713637,mstid,0,,,,,,,,,,,,,,,,,,,,
2011-11-01 18:00:00,39.6,-81.1,12.86683885928543,12.974912996171486,1,,0.0,True,8469.0,0.4901041666666667,9.01050522510692,8.471181869506836,17280.0,2.9568140943093244,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-01 20:00:00,39.6,-81.1,14.866933247605548,14.89682312939195,1,,0.000980392156862745,True,9337.0,0.6484027777777778,9.061590606425526,8.713820457458496,14400.0,3.0140321991245003,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-01 22:00:00,39.6,-81.1,16.8670022405322,16.839739894258702,1,,0.7913718118826478,True,11787.0,0.43081140350877195,9.112758490373194,8.336225509643555,27360.0,3.4711120746556263,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-02 12:00:00,39.6,-81.1,6.86693907436127,7.217168727379226,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-02 14:00:00,39.6,-81.1,8.866991896823702,9.213589861550682,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-02 16:00:00,39.6,-81.1,10.86706887603917,11.075064141894112,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-02 18:00:00,39.6,-81.1,12.86715461190953,12.972852287653948,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-02 20:00:00,39.6,-81.1,14.867230944711956,14.892257771366197,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-02 22:00:00,39.6,-81.1,16.867281822706335,16.834901286945772,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-03 12:00:00,39.6,-81.1,6.867090538809586,7.222782488139827,1,,0.042140385565991104,True,26429.0,0.5398080065359477,11.823964056260893,10.512085914611816,48960.0,5.711833711946377,,,,,None,1,,,,,,,,,,,,,,,,,,,,
2011-11-03 14:00:00,39.6,-81.1,8.867125109311077,9.220499285601738,1,,0.0,True,26748.0,0.7144230769230769,11.24294939503927,10.249298095703125,37440.0,4.673604322987333,430.8658431671611,-164.7355576796133,0.01610833868577692,-0.0061587990758042955,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-03 16:00:00,39.6,-81.1,10.867183862456224,11.078334038647819,1,,0.0,True,31877.0,0.7906001984126985,11.868667811062762,10.668030738830566,40320.0,5.146720388442839,500.06871816070634,-95.53268268606799,0.01568744606332799,-0.0029969157287720923,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-03 18:00:00,39.6,-81.1,12.867251371688429,12.970531663546911,1,,0.0,True,32335.0,0.8636485042735043,11.988721858808093,10.648025512695312,37440.0,5.38001140153912,428.34125200379276,-167.2601488429816,0.013246984753480524,-0.0051727276586665105,quiet,0,,,,,,,,,,,,,,,,,,,,
2011-11-03 20:00:00,39.6,-81.1,14.86730944637597,14.887459006047193,1,,,False,,,,,,,,,,,None,3,,,,,,,,,,,,,,,,,,,,
2011-11-03 22:00:00,39.6,-81.1,16.86734200760977,16.829826998864693,1,,0.8347186700767263,True,32862.0,0.5002740226525393,10.01853308053876,9.02441692352295,65688.0,4.164515134274614,,,,,None,1,,,,,,,,,,,,,,,,,,,,
