# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: gbr
# lat: 58.4
# lon: -59.9
# season: 20201101_20210501
#
datetime_ut,U_10HPA,U_1HPA
2020-11-01 00:00:00,42.03189,62.17682
2020-11-01 02:00:00,41.542126,57.078217
2020-11-01 04:00:00,41.05236,51.979618
2020-11-01 06:00:00,40.562595,46.881016
2020-11-01 08:00:00,40.004036,45.546314
2020-11-01 10:00:00,39.445477,44.21161
2020-11-01 12:00:00,38.886917,42.876907
2020-11-01 14:00:00,40.738434,45.786602
2020-11-01 16:00:00,42.589947,48.6963
2020-11-01 18:00:00,44.441463,51.605995
2020-11-01 20:00:00,43.24137,54.058716
2020-11-01 22:00:00,42.041283,56.511436
2020-11-02 00:00:00,40.84119,58.964157
2020-11-02 02:00:00,41.172543,56.2608
2020-11-02 04:00:00,41.503895,53.557438
2020-11-02 06:00:00,41.835247,50.85408
2020-11-02 08:00:00,41.898182,53.955196
2020-11-02 10:00:00,41.961113,57.056313
2020-11-02 12:00:00,42.024048,60.15743
2020-11-02 14:00:00,41.476486,60.609818
2020-11-02 16:00:00,40.928925,61.062206
2020-11-02 18:00:00,40.381363,61.514595
2020-11-02 20:00:00,40.47554,64.777405
2020-11-02 22:00:00,40.569717,68.04021
2020-11-03 00:00:00,40.663895,71.30302
2020-11-03 02:00:00,40.632576,68.933975
2020-11-03 04:00:00,40.601254,66.56493
2020-11-03 06:00:00,40.569935,64.19589
2020-11-03 08:00:00,40.015713,64.77629
2020-11-03 10:00:00,39.46149,65.3567
2020-11-03 12:00:00,38.90727,65.937096
2020-11-03 14:00:00,38.991024,66.48162
2020-11-03 16:00:00,39.07478,67.02614
2020-11-03 18:00:00,39.158535,67.57066
2020-11-03 20:00:00,38.992577,68.43251
2020-11-03 22:00:00,38.82662,69.294365
2020-11-04 00:00:00,38.66066,70.15621
2020-11-04 02:00:00,38.103474,68.43253
2020-11-04 04:00:00,37.54629,66.70885
2020-11-04 06:00:00,36.989105,64.98517
2020-11-04 08:00:00,36.651768,63.113922
2020-11-04 10:00:00,36.31443,61.242672
2020-11-04 12:00:00,35.977093,59.371426
2020-11-04 14:00:00,35.930447,60.04397
2020-11-04 16:00:00,35.883797,60.716515
2020-11-04 18:00:00,35.83715,61.389057
2020-11-04 20:00:00,34.830082,60.410316
2020-11-04 22:00:00,33.82301,59.431576
2020-11-05 00:00:00,32.81594,58.452835
2020-11-05 02:00:00,32.24428,54.360977
2020-11-05 04:00:00,31.67262,50.26912
2020-11-05 06:00:00,31.100962,46.17726
2020-11-05 08:00:00,30.46867,49.78026
2020-11-05 10:00:00,29.83638,53.38325
2020-11-05 12:00:00,29.204088,56.986248
2020-11-05 14:00:00,29.01836,55.469067
2020-11-05 16:00:00,28.832632,53.951885
2020-11-05 18:00:00,28.646904,52.434704
2020-11-05 20:00:00,27.949862,53.146255
2020-11-05 22:00:00,27.25282,53.857807
2020-11-06 00:00:00,26.555777,54.56936
2020-11-06 02:00:00,27.162142,55.142963
2020-11-06 04:00:00,27.768505,55.71657
2020-11-06 06:00:00,28.37487,56.290176
2020-11-06 08:00:00,27.512653,54.615402
2020-11-06 10:00:00,26.650434,52.940628
2020-11-06 12:00:00,25.788218,51.265854
2020-11-06 14:00:00,27.308556,53.76268
2020-11-06 16:00:00,28.828896,56.259506
2020-11-06 18:00:00,30.349234,58.756332
2020-11-06 20:00:00,30.527517,57.21794
2020-11-06 22:00:00,30.705803,55.679546
2020-11-07 00:00:00,30.884087,54.141155
2020-11-07 02:00:00,29.603823,49.877594
2020-11-07 04:00:00,28.32356,45.614033
2020-11-07 06:00:00,27.043297,41.35047
2020-11-07 08:00:00,27.611336,44.217136
2020-11-07 10:00:00,28.179375,47.083797
2020-11-07 12:00:00,28.747414,49.950462
2020-11-07 14:00:00,27.905344,49.624947
2020-11-07 16:00:00,27.063274,49.299435
2020-11-07 18:00:00,26.221205,48.97392
2020-11-07 20:00:00,27.48042,47.462513
2020-11-07 22:00:00,28.739634,45.951103
2020-11-08 00:00:00,29.998848,44.439697
2020-11-08 02:00:00,29.375168,48.1252
2020-11-08 04:00:00,28.75149,51.8107
2020-11-08 06:00:00,28.12781,55.4962
2020-11-08 08:00:00,28.234732,54.70518
2020-11-08 10:00:00,28.341652,53.914158
2020-11-08 12:00:00,28.448574,53.12314
2020-11-08 14:00:00,28.18365,52.789528
2020-11-08 16:00:00,27.918724,52.455914
2020-11-08 18:00:00,27.6538,52.122303
2020-11-08 20:00:00,27.873934,51.466152
2020-11-08 22:00:00,28.094067,50.809998
2020-11-09 00:00:00,28.314201,50.153847
2020-11-09 02:00:00,27.706545,52.82686
2020-11-09 04:00:00,27.09889,55.499866
2020-11-09 06:00:00,26.491234,58.17288
2020-11-09 08:00:00,26.108618,56.447994
2020-11-09 10:00:00,25.726,54.723106
2020-11-09 12:00:00,25.343384,52.998222
2020-11-09 14:00:00,26.753443,50.51042
2020-11-09 16:00:00,28.163502,48.02262
2020-11-09 18:00:00,29.57356,45.53482
2020-11-09 20:00:00,29.22606,45.43646
2020-11-09 22:00:00,28.87856,45.338097
2020-11-10 00:00:00,28.53106,45.239735
2020-11-10 02:00:00,28.682373,43.471004
2020-11-10 04:00:00,28.833685,41.70228
2020-11-10 06:00:00,28.984999,39.933548
2020-11-10 08:00:00,30.761631,41.750748
2020-11-10 10:00:00,32.53826,43.56795
2020-11-10 12:00:00,34.314896,45.38515
2020-11-10 14:00:00,34.10313,44.818913
2020-11-10 16:00:00,33.891365,44.252674
2020-11-10 18:00:00,33.6796,43.686436
2020-11-10 20:00:00,34.575974,47.898273
2020-11-10 22:00:00,35.472347,52.110107
2020-11-11 00:00:00,36.36872,56.321945
2020-11-11 02:00:00,36.474926,56.22326
2020-11-11 04:00:00,36.581127,56.124573
2020-11-11 06:00:00,36.687332,56.025887
2020-11-11 08:00:00,36.317986,57.181538
2020-11-11 10:00:00,35.948643,58.33719
2020-11-11 12:00:00,35.579296,59.49284
2020-11-11 14:00:00,36.50677,62.36691
2020-11-11 16:00:00,37.434242,65.240974
2020-11-11 18:00:00,38.361717,68.11504
2020-11-11 20:00:00,37.636055,66.596085
2020-11-11 22:00:00,36.910393,65.07712
2020-11-12 00:00:00,36.18473,63.55816
2020-11-12 02:00:00,34.893677,65.580376
