# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: wal
# lat: 41.8
# lon: -72.2
# season: 20161101_20170501
#
datetime_ut,U_10HPA,U_1HPA
2016-11-01 00:00:00,38.10742,84.97515
2016-11-01 02:00:00,37.87377,84.92665
2016-11-01 04:00:00,37.64012,84.87816
2016-11-01 06:00:00,37.40647,84.82966
2016-11-01 08:00:00,38.244335,83.64158
2016-11-01 10:00:00,39.0822,82.4535
2016-11-01 12:00:00,39.920063,81.26542
2016-11-01 14:00:00,39.607574,84.34823
2016-11-01 16:00:00,39.295082,87.431046
2016-11-01 18:00:00,38.982594,90.513855
2016-11-01 20:00:00,39.946697,91.33427
2016-11-01 22:00:00,40.910805,92.154686
2016-11-02 00:00:00,41.87491,92.9751
2016-11-02 02:00:00,41.801773,91.29748
2016-11-02 04:00:00,41.72864,89.61986
2016-11-02 06:00:00,41.655506,87.94224
2016-11-02 08:00:00,42.251305,88.41479
2016-11-02 10:00:00,42.8471,88.88734
2016-11-02 12:00:00,43.442898,89.359886
2016-11-02 14:00:00,43.21974,90.95814
2016-11-02 16:00:00,42.99659,92.55639
2016-11-02 18:00:00,42.773434,94.15464
2016-11-02 20:00:00,42.880882,95.79175
2016-11-02 22:00:00,42.98833,97.42886
2016-11-03 00:00:00,43.09578,99.06597
2016-11-03 02:00:00,43.851475,98.514336
2016-11-03 04:00:00,44.607174,97.96271
2016-11-03 06:00:00,45.36287,97.41107
2016-11-03 08:00:00,45.0367,95.17811
2016-11-03 10:00:00,44.710537,92.94515
2016-11-03 12:00:00,44.38437,90.71219
2016-11-03 14:00:00,44.5902,92.69801
2016-11-03 16:00:00,44.79603,94.683846
2016-11-03 18:00:00,45.001858,96.66967
2016-11-03 20:00:00,44.490665,97.36162
2016-11-03 22:00:00,43.979473,98.053566
2016-11-04 00:00:00,43.46828,98.745514
2016-11-04 02:00:00,43.50871,97.81427
2016-11-04 04:00:00,43.54914,96.88302
2016-11-04 06:00:00,43.58957,95.951775
2016-11-04 08:00:00,44.98787,95.55305
2016-11-04 10:00:00,46.38617,95.15431
2016-11-04 12:00:00,47.78447,94.755585
2016-11-04 14:00:00,46.704746,97.17666
2016-11-04 16:00:00,45.625023,99.597725
2016-11-04 18:00:00,44.5453,102.0188
2016-11-04 20:00:00,44.40876,103.81602
2016-11-04 22:00:00,44.272217,105.61324
2016-11-05 00:00:00,44.135677,107.41046
2016-11-05 02:00:00,44.76245,106.821556
2016-11-05 04:00:00,45.38923,106.23265
2016-11-05 06:00:00,46.016003,105.643745
2016-11-05 08:00:00,46.155666,105.06411
2016-11-05 10:00:00,46.295334,104.484474
2016-11-05 12:00:00,46.434998,103.90484
2016-11-05 14:00:00,47.364883,106.407166
2016-11-05 16:00:00,48.294773,108.9095
2016-11-05 18:00:00,49.22466,111.41183
2016-11-05 20:00:00,48.846313,114.5744
2016-11-05 22:00:00,48.467964,117.736984
2016-11-06 00:00:00,48.08962,120.89956
2016-11-06 02:00:00,47.882866,119.32839
2016-11-06 04:00:00,47.67611,117.757225
2016-11-06 06:00:00,47.469357,116.18606
2016-11-06 08:00:00,48.05298,113.034546
2016-11-06 10:00:00,48.636604,109.883026
2016-11-06 12:00:00,49.220226,106.731514
2016-11-06 14:00:00,49.55407,108.5926
2016-11-06 16:00:00,49.88791,110.45368
2016-11-06 18:00:00,50.221752,112.314766
2016-11-06 20:00:00,49.56711,114.732346
2016-11-06 22:00:00,48.912468,117.149925
2016-11-07 00:00:00,48.257824,119.567505
2016-11-07 02:00:00,48.343277,116.63847
2016-11-07 04:00:00,48.428734,113.709435
2016-11-07 06:00:00,48.514187,110.7804
2016-11-07 08:00:00,48.79165,109.444626
2016-11-07 10:00:00,49.06911,108.10886
2016-11-07 12:00:00,49.346573,106.77308
2016-11-07 14:00:00,49.531334,108.42204
2016-11-07 16:00:00,49.7161,110.071014
2016-11-07 18:00:00,49.90086,111.71998
2016-11-07 20:00:00,50.488377,114.46756
2016-11-07 22:00:00,51.075893,117.21513
2016-11-08 00:00:00,51.66341,119.962715
2016-11-08 02:00:00,50.479103,116.85402
2016-11-08 04:00:00,49.294792,113.74533
2016-11-08 06:00:00,48.110485,110.636635
2016-11-08 08:00:00,48.71461,109.705986
2016-11-08 10:00:00,49.31874,108.775345
2016-11-08 12:00:00,49.922867,107.844696
2016-11-08 14:00:00,49.342716,109.16927
2016-11-08 16:00:00,48.76257,110.49384
2016-11-08 18:00:00,48.18242,111.81842
2016-11-08 20:00:00,48.75101,113.9632
2016-11-08 22:00:00,49.319603,116.107994
2016-11-09 00:00:00,49.888195,118.25278
2016-11-09 02:00:00,49.512978,118.48967
2016-11-09 04:00:00,49.137756,118.72657
2016-11-09 06:00:00,48.76254,118.96346
2016-11-09 08:00:00,48.77553,118.577225
2016-11-09 10:00:00,48.78852,118.19098
2016-11-09 12:00:00,48.801514,117.80474
2016-11-09 14:00:00,49.330547,115.18638
2016-11-09 16:00:00,49.859577,112.568016
2016-11-09 18:00:00,50.38861,109.94965
2016-11-09 20:00:00,50.910843,114.63834
2016-11-09 22:00:00,51.43308,119.327034
