# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: cve
# lat: 46.4
# lon: -114.6
# season: 20211101_20220501
#
datetime_ut,U_10HPA,U_1HPA
2021-11-01 00:00:00,4.8072147,37.594616
2021-11-01 02:00:00,3.5540016,37.473087
2021-11-01 04:00:00,2.3007882,37.35156
2021-11-01 06:00:00,1.047575,37.23003
2021-11-01 08:00:00,1.643216,38.960632
2021-11-01 10:00:00,2.238857,40.69124
2021-11-01 12:00:00,2.834498,42.42184
2021-11-01 14:00:00,2.467895,41.947002
2021-11-01 16:00:00,2.101292,41.472164
2021-11-01 18:00:00,1.734689,40.997326
2021-11-01 20:00:00,1.6524277,43.87819
2021-11-01 22:00:00,1.5701663,46.759052
2021-11-02 00:00:00,1.487905,49.639915
2021-11-02 02:00:00,1.7196492,51.291065
2021-11-02 04:00:00,1.9513935,52.94221
2021-11-02 06:00:00,2.1831377,54.59336
2021-11-02 08:00:00,2.8667722,55.207527
2021-11-02 10:00:00,3.5504067,55.821693
2021-11-02 12:00:00,4.234041,56.43586
2021-11-02 14:00:00,3.4060044,53.816624
2021-11-02 16:00:00,2.5779676,51.197388
2021-11-02 18:00:00,1.749931,48.57815
2021-11-02 20:00:00,3.0852177,51.28696
2021-11-02 22:00:00,4.4205046,53.995773
2021-11-03 00:00:00,5.755791,56.704582
2021-11-03 02:00:00,5.209189,57.58025
2021-11-03 04:00:00,4.662587,58.45592
2021-11-03 06:00:00,4.115985,59.33159
2021-11-03 08:00:00,4.489335,56.054436
2021-11-03 10:00:00,4.8626857,52.777287
2021-11-03 12:00:00,5.236036,49.500134
2021-11-03 14:00:00,4.3185453,46.28054
2021-11-03 16:00:00,3.4010546,43.060947
2021-11-03 18:00:00,2.4835641,39.841354
2021-11-03 20:00:00,3.6139743,43.510857
2021-11-03 22:00:00,4.744385,47.180363
2021-11-04 00:00:00,5.874795,50.849865
2021-11-04 02:00:00,5.769397,46.487633
2021-11-04 04:00:00,5.663998,42.125404
2021-11-04 06:00:00,5.5586,37.763172
2021-11-04 08:00:00,4.9035277,36.48332
2021-11-04 10:00:00,4.2484555,35.20347
2021-11-04 12:00:00,3.5933833,33.923615
2021-11-04 14:00:00,3.8269682,32.004765
2021-11-04 16:00:00,4.060553,30.085915
2021-11-04 18:00:00,4.294138,28.167065
2021-11-04 20:00:00,4.5389657,31.063696
2021-11-04 22:00:00,4.7837934,33.960327
2021-11-05 00:00:00,5.028621,36.856956
2021-11-05 02:00:00,4.976188,33.943142
2021-11-05 04:00:00,4.923755,31.029325
2021-11-05 06:00:00,4.871322,28.11551
2021-11-05 08:00:00,5.5425773,27.920443
2021-11-05 10:00:00,6.213833,27.725374
2021-11-05 12:00:00,6.885088,27.530306
