# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: kap
# lat: 55.5
# lon: -85.0
# season: 20141101_20150501
#
datetime_ut,U_10HPA,U_1HPA
2014-11-01 00:00:00,10.194711,37.07934
2014-11-01 02:00:00,9.138918,33.493263
2014-11-01 04:00:00,8.083124,29.90718
2014-11-01 06:00:00,7.027331,26.3211
2014-11-01 08:00:00,6.0431943,26.243946
2014-11-01 10:00:00,5.059058,26.166792
2014-11-01 12:00:00,4.0749216,26.089638
2014-11-01 14:00:00,4.15122,25.625957
2014-11-01 16:00:00,4.227518,25.162277
2014-11-01 18:00:00,4.3038163,24.698597
2014-11-01 20:00:00,5.553157,26.65641
2014-11-01 22:00:00,6.8024974,28.614222
2014-11-02 00:00:00,8.051838,30.572035
2014-11-02 02:00:00,7.8221354,29.260618
2014-11-02 04:00:00,7.5924325,27.9492
2014-11-02 06:00:00,7.36273,26.637783
2014-11-02 08:00:00,6.514541,27.344671
2014-11-02 10:00:00,5.6663523,28.051558
2014-11-02 12:00:00,4.8181634,28.758446
2014-11-02 14:00:00,5.7747307,28.950794
2014-11-02 16:00:00,6.731298,29.14314
2014-11-02 18:00:00,7.6878653,29.33549
2014-11-02 20:00:00,7.341937,31.714878
2014-11-02 22:00:00,6.9960093,34.09427
2014-11-03 00:00:00,6.650081,36.473656
2014-11-03 02:00:00,6.893685,35.637768
2014-11-03 04:00:00,7.137288,34.801884
2014-11-03 06:00:00,7.380892,33.965996
2014-11-03 08:00:00,6.868065,33.449413
2014-11-03 10:00:00,6.3552384,32.932827
2014-11-03 12:00:00,5.8424115,32.416245
2014-11-03 14:00:00,6.4177585,32.78985
2014-11-03 16:00:00,6.993105,33.163456
2014-11-03 18:00:00,7.568452,33.53706
2014-11-03 20:00:00,8.213486,35.6338
2014-11-03 22:00:00,8.85852,37.730545
2014-11-04 00:00:00,9.503553,39.827286
2014-11-04 02:00:00,10.119206,38.65569
2014-11-04 04:00:00,10.7348585,37.484097
2014-11-04 06:00:00,11.350512,36.3125
2014-11-04 08:00:00,12.019568,34.796272
2014-11-04 10:00:00,12.688626,33.280045
2014-11-04 12:00:00,13.357683,31.763817
2014-11-04 14:00:00,14.186401,33.95647
2014-11-04 16:00:00,15.015119,36.149128
2014-11-04 18:00:00,15.843837,38.34178
2014-11-04 20:00:00,16.429626,39.940918
2014-11-04 22:00:00,17.015415,41.54006
2014-11-05 00:00:00,17.601204,43.139194
2014-11-05 02:00:00,16.288088,40.484688
2014-11-05 04:00:00,14.974973,37.830185
2014-11-05 06:00:00,13.661857,35.17568
2014-11-05 08:00:00,14.004939,33.067715
2014-11-05 10:00:00,14.348021,30.95975
2014-11-05 12:00:00,14.691103,28.851786
2014-11-05 14:00:00,13.693757,32.801357
2014-11-05 16:00:00,12.69641,36.75093
2014-11-05 18:00:00,11.699064,40.700504
2014-11-05 20:00:00,11.886358,41.094276
2014-11-05 22:00:00,12.073651,41.48805
2014-11-06 00:00:00,12.260945,41.88182
2014-11-06 02:00:00,11.087588,41.501232
2014-11-06 04:00:00,9.914232,41.12064
2014-11-06 06:00:00,8.740875,40.74005
2014-11-06 08:00:00,8.555665,37.36597
2014-11-06 10:00:00,8.370455,33.99189
2014-11-06 12:00:00,8.185245,30.617811
2014-11-06 14:00:00,6.7538414,34.396965
2014-11-06 16:00:00,5.3224382,38.176117
