# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: sas
# lat: 56.1
# lon: -103.8
# season: 20161101_20170501
#
datetime_ut,U_10HPA,U_1HPA
2016-11-01 00:00:00,15.083062,74.05968
2016-11-01 02:00:00,15.151707,70.18977
2016-11-01 04:00:00,15.22035,66.31987
2016-11-01 06:00:00,15.288995,62.449963
2016-11-01 08:00:00,15.656739,62.93652
2016-11-01 10:00:00,16.024485,63.423077
2016-11-01 12:00:00,16.39223,63.909634
2016-11-01 14:00:00,17.020836,66.398506
2016-11-01 16:00:00,17.649445,68.88738
2016-11-01 18:00:00,18.278051,71.37626
2016-11-01 20:00:00,19.560637,74.49777
2016-11-01 22:00:00,20.843224,77.61929
2016-11-02 00:00:00,22.125809,80.74081
2016-11-02 02:00:00,22.109598,80.57715
2016-11-02 04:00:00,22.093388,80.41349
2016-11-02 06:00:00,22.077177,80.24983
2016-11-02 08:00:00,22.972818,81.85531
2016-11-02 10:00:00,23.86846,83.460785
2016-11-02 12:00:00,24.764101,85.06626
2016-11-02 14:00:00,24.527237,84.95136
2016-11-02 16:00:00,24.29037,84.836464
2016-11-02 18:00:00,24.053507,84.721565
2016-11-02 20:00:00,25.601831,89.83336
2016-11-02 22:00:00,27.150154,94.94516
2016-11-03 00:00:00,28.698479,100.05695
2016-11-03 02:00:00,27.27635,99.400215
2016-11-03 04:00:00,25.85422,98.74348
2016-11-03 06:00:00,24.43209,98.08674
2016-11-03 08:00:00,24.564066,96.53853
2016-11-03 10:00:00,24.696041,94.99032
2016-11-03 12:00:00,24.828016,93.44211
2016-11-03 14:00:00,24.259403,94.59822
2016-11-03 16:00:00,23.69079,95.754326
2016-11-03 18:00:00,23.122177,96.91044
2016-11-03 20:00:00,24.640793,99.10894
2016-11-03 22:00:00,26.159409,101.30745
2016-11-04 00:00:00,27.678024,103.50595
2016-11-04 02:00:00,25.996449,100.97198
2016-11-04 04:00:00,24.31487,98.437996
2016-11-04 06:00:00,22.633295,95.90402
2016-11-04 08:00:00,23.312967,91.98899
2016-11-04 10:00:00,23.992638,88.07396
2016-11-04 12:00:00,24.67231,84.15893
2016-11-04 14:00:00,23.791077,83.22235
2016-11-04 16:00:00,22.909845,82.28577
2016-11-04 18:00:00,22.028612,81.34919
2016-11-04 20:00:00,22.544456,81.65474
2016-11-04 22:00:00,23.060299,81.96029
2016-11-05 00:00:00,23.576143,82.26584
2016-11-05 02:00:00,21.739521,78.1685
2016-11-05 04:00:00,19.9029,74.07116
2016-11-05 06:00:00,18.066278,69.97382
2016-11-05 08:00:00,18.619505,67.80113
2016-11-05 10:00:00,19.172733,65.62845
2016-11-05 12:00:00,19.72596,63.45576
2016-11-05 14:00:00,18.364332,63.89762
2016-11-05 16:00:00,17.002705,64.33948
2016-11-05 18:00:00,15.641078,64.78134
2016-11-05 20:00:00,15.773246,67.61058
2016-11-05 22:00:00,15.905413,70.43983
2016-11-06 00:00:00,16.03758,73.269066
2016-11-06 02:00:00,15.046688,69.46373
2016-11-06 04:00:00,14.055796,65.65839
2016-11-06 06:00:00,13.064903,61.853046
2016-11-06 08:00:00,13.370712,60.7065
2016-11-06 10:00:00,13.676521,59.559956
2016-11-06 12:00:00,13.98233,58.41341
2016-11-06 14:00:00,12.733973,58.813198
2016-11-06 16:00:00,11.485615,59.212986
2016-11-06 18:00:00,10.237257,59.612774
2016-11-06 20:00:00,10.634478,62.086884
2016-11-06 22:00:00,11.031699,64.56099
2016-11-07 00:00:00,11.42892,67.0351
2016-11-07 02:00:00,10.296402,65.05617
2016-11-07 04:00:00,9.163885,63.077232
2016-11-07 06:00:00,8.031367,61.098297
2016-11-07 08:00:00,8.060701,59.250275
2016-11-07 10:00:00,8.090035,57.40225
2016-11-07 12:00:00,8.1193695,55.554226
2016-11-07 14:00:00,8.182486,54.961998
2016-11-07 16:00:00,8.245601,54.36977
2016-11-07 18:00:00,8.308717,53.777542
2016-11-07 20:00:00,8.350304,57.25816
2016-11-07 22:00:00,8.3918915,60.73878
2016-11-08 00:00:00,8.433478,64.2194
2016-11-08 02:00:00,7.7087803,58.804943
2016-11-08 04:00:00,6.9840827,53.390484
2016-11-08 06:00:00,6.2593846,47.97603
2016-11-08 08:00:00,6.8604546,44.598724
2016-11-08 10:00:00,7.4615245,41.221424
2016-11-08 12:00:00,8.062594,37.84412
2016-11-08 14:00:00,8.001667,38.37857
2016-11-08 16:00:00,7.9407396,38.913025
2016-11-08 18:00:00,7.8798122,39.447475
2016-11-08 20:00:00,7.7777076,42.89052
2016-11-08 22:00:00,7.6756024,46.333557
2016-11-09 00:00:00,7.573498,49.7766
2016-11-09 02:00:00,7.3769803,46.428673
2016-11-09 04:00:00,7.1804633,43.08075
2016-11-09 06:00:00,6.983946,39.732822
2016-11-09 08:00:00,7.114774,37.312088
2016-11-09 10:00:00,7.245602,34.891357
2016-11-09 12:00:00,7.3764305,32.470623
2016-11-09 14:00:00,7.4438367,35.14354
2016-11-09 16:00:00,7.511243,37.816452
2016-11-09 18:00:00,7.578649,40.48937
2016-11-09 20:00:00,7.853046,42.19826
2016-11-09 22:00:00,8.127442,43.90715
2016-11-10 00:00:00,8.401839,45.616043
2016-11-10 02:00:00,8.287424,41.515865
2016-11-10 04:00:00,8.173009,37.415688
2016-11-10 06:00:00,8.058594,33.31551
2016-11-10 08:00:00,7.6924767,32.218567
2016-11-10 10:00:00,7.32636,31.121628
2016-11-10 12:00:00,6.960243,30.024687
2016-11-10 14:00:00,7.1560006,31.007261
2016-11-10 16:00:00,7.3517585,31.989834
2016-11-10 18:00:00,7.547516,32.97241
