# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: fhw
# lat: 43.3
# lon: -102.7
# season: 20151101_20160501
#
datetime_ut,U_10HPA,U_1HPA
2015-11-01 00:00:00,9.546052,62.599102
2015-11-01 02:00:00,9.717098,61.834812
2015-11-01 04:00:00,9.888144,61.07052
2015-11-01 06:00:00,10.05919,60.30623
2015-11-01 08:00:00,10.377829,59.723663
2015-11-01 10:00:00,10.696468,59.141098
2015-11-01 12:00:00,11.015107,58.558533
2015-11-01 14:00:00,10.960639,58.88984
2015-11-01 16:00:00,10.906171,59.22114
2015-11-01 18:00:00,10.851703,59.55245
2015-11-01 20:00:00,12.288609,61.359703
2015-11-01 22:00:00,13.725513,63.166958
2015-11-02 00:00:00,15.162419,64.97421
2015-11-02 02:00:00,14.771332,64.837326
2015-11-02 04:00:00,14.380245,64.70044
2015-11-02 06:00:00,13.989158,64.56355
2015-11-02 08:00:00,13.904024,65.134514
2015-11-02 10:00:00,13.818892,65.705475
2015-11-02 12:00:00,13.733758,66.276436
2015-11-02 14:00:00,14.4769,62.595806
2015-11-02 16:00:00,15.220043,58.91518
2015-11-02 18:00:00,15.963185,55.23455
2015-11-02 20:00:00,17.023706,58.292095
2015-11-02 22:00:00,18.084227,61.349644
2015-11-03 00:00:00,19.144747,64.40719
2015-11-03 02:00:00,18.871708,64.06525
2015-11-03 04:00:00,18.59867,63.723312
2015-11-03 06:00:00,18.32563,63.381374
2015-11-03 08:00:00,17.876793,62.26898
2015-11-03 10:00:00,17.427954,61.156586
2015-11-03 12:00:00,16.979116,60.04419
2015-11-03 14:00:00,16.561592,57.804466
2015-11-03 16:00:00,16.144066,55.564747
2015-11-03 18:00:00,15.726541,53.325024
2015-11-03 20:00:00,16.890121,57.23789
2015-11-03 22:00:00,18.053703,61.150757
2015-11-04 00:00:00,19.217285,65.06362
2015-11-04 02:00:00,18.81888,66.540855
2015-11-04 04:00:00,18.420473,68.0181
2015-11-04 06:00:00,18.022068,69.49533
2015-11-04 08:00:00,18.63357,68.82012
2015-11-04 10:00:00,19.245073,68.144905
2015-11-04 12:00:00,19.856575,67.469696
2015-11-04 14:00:00,19.317047,63.91799
2015-11-04 16:00:00,18.777517,60.366283
2015-11-04 18:00:00,18.23799,56.81458
2015-11-04 20:00:00,19.22193,61.010895
2015-11-04 22:00:00,20.20587,65.207214
2015-11-05 00:00:00,21.18981,69.40353
