# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: cvw
# lat: 47.9
# lon: -123.4
# season: 20181101_20190501
#
datetime_ut,U_10HPA,U_1HPA
2018-11-01 00:00:00,7.6747327,55.70525
2018-11-01 02:00:00,8.159038,54.97958
2018-11-01 04:00:00,8.643343,54.25391
2018-11-01 06:00:00,9.127647,53.52824
2018-11-01 08:00:00,9.523915,53.805206
2018-11-01 10:00:00,9.920182,54.082176
2018-11-01 12:00:00,10.31645,54.359142
2018-11-01 14:00:00,11.1971035,54.579613
2018-11-01 16:00:00,12.077756,54.800083
2018-11-01 18:00:00,12.958409,55.020554
2018-11-01 20:00:00,14.281045,58.091923
2018-11-01 22:00:00,15.603682,61.16329
2018-11-02 00:00:00,16.926317,64.23466
2018-11-02 02:00:00,16.377808,62.18689
2018-11-02 04:00:00,15.829299,60.139126
2018-11-02 06:00:00,15.280789,58.09136
2018-11-02 08:00:00,16.770853,58.03575
2018-11-02 10:00:00,18.260918,57.98014
2018-11-02 12:00:00,19.75098,57.924534
2018-11-02 14:00:00,19.164349,55.82342
2018-11-02 16:00:00,18.577719,53.72231
2018-11-02 18:00:00,17.991087,51.621197
2018-11-02 20:00:00,18.02072,56.16733
2018-11-02 22:00:00,18.050352,60.71347
2018-11-03 00:00:00,18.079985,65.259605
2018-11-03 02:00:00,18.177198,62.064373
2018-11-03 04:00:00,18.274412,58.869137
2018-11-03 06:00:00,18.371626,55.673904
2018-11-03 08:00:00,17.013248,55.896553
2018-11-03 10:00:00,15.65487,56.119205
2018-11-03 12:00:00,14.296493,56.341854
2018-11-03 14:00:00,14.749056,56.74628
2018-11-03 16:00:00,15.201618,57.150707
2018-11-03 18:00:00,15.6541815,57.555134
2018-11-03 20:00:00,14.696815,58.285545
2018-11-03 22:00:00,13.739449,59.015957
2018-11-04 00:00:00,12.782082,59.74637
2018-11-04 02:00:00,11.98131,55.275146
2018-11-04 04:00:00,11.180539,50.80393
2018-11-04 06:00:00,10.379767,46.332706
2018-11-04 08:00:00,11.04711,47.07923
2018-11-04 10:00:00,11.714452,47.825756
2018-11-04 12:00:00,12.381794,48.57228
2018-11-04 14:00:00,10.68586,46.970203
2018-11-04 16:00:00,8.989926,45.368126
2018-11-04 18:00:00,7.2939925,43.76605
2018-11-04 20:00:00,8.426966,47.1235
2018-11-04 22:00:00,9.559939,50.480957
2018-11-05 00:00:00,10.692913,53.83841
2018-11-05 02:00:00,9.794321,51.9291
2018-11-05 04:00:00,8.895729,50.019794
2018-11-05 06:00:00,7.9971375,48.110485
2018-11-05 08:00:00,8.099987,47.602547
2018-11-05 10:00:00,8.202836,47.09461
2018-11-05 12:00:00,8.305685,46.58667
2018-11-05 14:00:00,7.7856603,48.137714
2018-11-05 16:00:00,7.265636,49.688763
2018-11-05 18:00:00,6.745611,51.239807
2018-11-05 20:00:00,6.280392,52.269894
2018-11-05 22:00:00,5.8151736,53.299976
2018-11-06 00:00:00,5.3499546,54.330063
2018-11-06 02:00:00,3.9844713,51.3705
2018-11-06 04:00:00,2.6189883,48.410934
2018-11-06 06:00:00,1.253505,45.45137
2018-11-06 08:00:00,0.49108288,42.40317
2018-11-06 10:00:00,-0.27133927,39.354973
2018-11-06 12:00:00,-1.0337614,36.306774
2018-11-06 14:00:00,-1.4716071,35.062576
2018-11-06 16:00:00,-1.9094527,33.818382
2018-11-06 18:00:00,-2.3472984,32.574184
2018-11-06 20:00:00,-1.9248205,32.96319
2018-11-06 22:00:00,-1.5023428,33.352192
2018-11-07 00:00:00,-1.079865,33.741196
2018-11-07 02:00:00,-0.54672104,32.5202
