# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: gbr
# lat: 58.4
# lon: -59.9
# season: 20211101_20220501
#
datetime_ut,U_10HPA,U_1HPA
2021-11-01 00:00:00,-4.3953276,22.288277
2021-11-01 02:00:00,-4.221651,23.48141
2021-11-01 04:00:00,-4.0479746,24.674543
2021-11-01 06:00:00,-3.874298,25.867676
2021-11-01 08:00:00,-4.1988025,23.990133
2021-11-01 10:00:00,-4.5233073,22.112593
2021-11-01 12:00:00,-4.8478117,20.23505
2021-11-01 14:00:00,-3.9882147,23.546133
2021-11-01 16:00:00,-3.1286175,26.857218
2021-11-01 18:00:00,-2.2690206,30.1683
2021-11-01 20:00:00,-2.4807196,30.471342
2021-11-01 22:00:00,-2.6924188,30.774382
2021-11-02 00:00:00,-2.9041178,31.077423
2021-11-02 02:00:00,-2.9499745,29.369984
2021-11-02 04:00:00,-2.9958313,27.662544
2021-11-02 06:00:00,-3.041688,25.955105
2021-11-02 08:00:00,-3.0622334,25.387484
2021-11-02 10:00:00,-3.082779,24.819862
2021-11-02 12:00:00,-3.1033244,24.252241
2021-11-02 14:00:00,-2.636847,26.069866
2021-11-02 16:00:00,-2.1703696,27.887493
2021-11-02 18:00:00,-1.7038922,29.705118
2021-11-02 20:00:00,-2.2202806,29.8236
2021-11-02 22:00:00,-2.7366688,29.942081
2021-11-03 00:00:00,-3.2530572,30.060564
2021-11-03 02:00:00,-2.7441607,27.354256
2021-11-03 04:00:00,-2.2352643,24.647945
2021-11-03 06:00:00,-1.7263677,21.941637
2021-11-03 08:00:00,-1.6444769,22.790438
2021-11-03 10:00:00,-1.5625861,23.639238
2021-11-03 12:00:00,-1.4806952,24.488039
2021-11-03 14:00:00,-0.7644455,24.50952
2021-11-03 16:00:00,-0.04819568,24.531
2021-11-03 18:00:00,0.6680541,24.55248
2021-11-03 20:00:00,0.7598303,29.714514
2021-11-03 22:00:00,0.8516065,34.87655
2021-11-04 00:00:00,0.9433827,40.03858
2021-11-04 02:00:00,1.1670204,37.611515
2021-11-04 04:00:00,1.3906581,35.184452
2021-11-04 06:00:00,1.614296,32.757385
2021-11-04 08:00:00,1.9185282,34.09906
2021-11-04 10:00:00,2.2227604,35.440735
2021-11-04 12:00:00,2.5269928,36.78241
2021-11-04 14:00:00,3.7386467,38.49728
2021-11-04 16:00:00,4.9503007,40.212154
2021-11-04 18:00:00,6.161955,41.927025
2021-11-04 20:00:00,5.761087,45.584946
2021-11-04 22:00:00,5.3602185,49.242863
2021-11-05 00:00:00,4.9593506,52.900784
2021-11-05 02:00:00,5.7918835,51.568394
2021-11-05 04:00:00,6.624417,50.236008
2021-11-05 06:00:00,7.4569497,48.903618
2021-11-05 08:00:00,7.6565795,50.54845
2021-11-05 10:00:00,7.856209,52.193287
2021-11-05 12:00:00,8.055839,53.83812
2021-11-05 14:00:00,9.30007,56.700672
2021-11-05 16:00:00,10.544301,59.56322
2021-11-05 18:00:00,11.788532,62.425774
2021-11-05 20:00:00,11.520927,64.34881
2021-11-05 22:00:00,11.253323,66.27185
2021-11-06 00:00:00,10.985718,68.194885
2021-11-06 02:00:00,11.523235,67.55868
2021-11-06 04:00:00,12.060752,66.92246
2021-11-06 06:00:00,12.598269,66.286255
2021-11-06 08:00:00,12.808918,64.93398
2021-11-06 10:00:00,13.019566,63.58171
2021-11-06 12:00:00,13.230214,62.22944
2021-11-06 14:00:00,14.459844,64.20176
2021-11-06 16:00:00,15.689472,66.17409
2021-11-06 18:00:00,16.919102,68.14641
2021-11-06 20:00:00,17.112024,68.35633
2021-11-06 22:00:00,17.304949,68.56625
2021-11-07 00:00:00,17.497871,68.77618
2021-11-07 02:00:00,17.736921,66.71384
2021-11-07 04:00:00,17.975971,64.65149
2021-11-07 06:00:00,18.215021,62.589146
2021-11-07 08:00:00,18.788115,60.17228
2021-11-07 10:00:00,19.36121,57.755413
2021-11-07 12:00:00,19.934303,55.338547
2021-11-07 14:00:00,20.357843,57.717102
2021-11-07 16:00:00,20.781382,60.09566
2021-11-07 18:00:00,21.204922,62.474216
2021-11-07 20:00:00,21.568834,61.535282
2021-11-07 22:00:00,21.932747,60.596344
2021-11-08 00:00:00,22.29666,59.65741
2021-11-08 02:00:00,21.782864,59.403008
2021-11-08 04:00:00,21.269068,59.14861
2021-11-08 06:00:00,20.755272,58.894207
2021-11-08 08:00:00,20.985119,56.43013
2021-11-08 10:00:00,21.214966,53.966057
2021-11-08 12:00:00,21.444813,51.50198
2021-11-08 14:00:00,22.08388,53.52639
2021-11-08 16:00:00,22.722944,55.5508
