# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: kap
# lat: 55.5
# lon: -85.0
# season: 20131101_20140501
#
datetime_ut,U_10HPA,U_1HPA
2013-11-01 00:00:00,16.51206,46.14882
2013-11-01 02:00:00,15.305078,42.253143
2013-11-01 04:00:00,14.098094,38.35747
2013-11-01 06:00:00,12.891111,34.461796
2013-11-01 08:00:00,13.426538,34.7117
2013-11-01 10:00:00,13.961966,34.961605
2013-11-01 12:00:00,14.497393,35.21151
2013-11-01 14:00:00,14.10164,34.64751
2013-11-01 16:00:00,13.705888,34.083515
2013-11-01 18:00:00,13.310135,33.519516
2013-11-01 20:00:00,13.099469,39.10915
2013-11-01 22:00:00,12.888804,44.698784
2013-11-02 00:00:00,12.678139,50.288418
2013-11-02 02:00:00,12.36108,43.37619
2013-11-02 04:00:00,12.044021,36.463963
2013-11-02 06:00:00,11.726962,29.551735
2013-11-02 08:00:00,12.943638,31.585892
2013-11-02 10:00:00,14.160315,33.62005
2013-11-02 12:00:00,15.37699,35.654205
2013-11-02 14:00:00,14.291975,32.449375
2013-11-02 16:00:00,13.20696,29.244543
2013-11-02 18:00:00,12.121944,26.039713
2013-11-02 20:00:00,13.067042,32.951607
2013-11-02 22:00:00,14.01214,39.8635
2013-11-03 00:00:00,14.957238,46.77539
2013-11-03 02:00:00,13.478048,44.16634
2013-11-03 04:00:00,11.998858,41.55729
2013-11-03 06:00:00,10.519669,38.94824
2013-11-03 08:00:00,10.635085,39.93568
2013-11-03 10:00:00,10.750501,40.92312
2013-11-03 12:00:00,10.865917,41.91056
2013-11-03 14:00:00,10.048067,43.324783
2013-11-03 16:00:00,9.230218,44.73901
2013-11-03 18:00:00,8.412368,46.153233
2013-11-03 20:00:00,8.611093,50.759724
2013-11-03 22:00:00,8.809816,55.36622
2013-11-04 00:00:00,9.008541,59.97271
2013-11-04 02:00:00,9.67998,58.18199
2013-11-04 04:00:00,10.35142,56.391277
2013-11-04 06:00:00,11.02286,54.60056
2013-11-04 08:00:00,11.606026,54.66776
2013-11-04 10:00:00,12.189192,54.734955
2013-11-04 12:00:00,12.772358,54.802155
2013-11-04 14:00:00,12.80623,53.174084
2013-11-04 16:00:00,12.840101,51.546013
2013-11-04 18:00:00,12.873973,49.917942
2013-11-04 20:00:00,12.657496,51.225063
2013-11-04 22:00:00,12.441021,52.53219
2013-11-05 00:00:00,12.224545,53.83931
2013-11-05 02:00:00,11.81518,51.106552
2013-11-05 04:00:00,11.405814,48.3738
2013-11-05 06:00:00,10.996449,45.64104
2013-11-05 08:00:00,10.803883,45.434063
2013-11-05 10:00:00,10.611316,45.22709
2013-11-05 12:00:00,10.418749,45.02011
2013-11-05 14:00:00,10.82884,46.78255
2013-11-05 16:00:00,11.238931,48.54499
2013-11-05 18:00:00,11.649022,50.30743
2013-11-05 20:00:00,11.344613,52.035164
2013-11-05 22:00:00,11.040205,53.762897
2013-11-06 00:00:00,10.735796,55.49063
2013-11-06 02:00:00,10.924457,52.927185
2013-11-06 04:00:00,11.113117,50.36374
2013-11-06 06:00:00,11.301778,47.800293
2013-11-06 08:00:00,11.04104,45.531193
2013-11-06 10:00:00,10.780303,43.262096
2013-11-06 12:00:00,10.519566,40.992996
2013-11-06 14:00:00,10.767134,36.884525
2013-11-06 16:00:00,11.014703,32.776054
2013-11-06 18:00:00,11.262271,28.667585
2013-11-06 20:00:00,11.15261,31.968554
2013-11-06 22:00:00,11.04295,35.269524
2013-11-07 00:00:00,10.933289,38.57049
2013-11-07 02:00:00,11.022722,40.916496
2013-11-07 04:00:00,11.112157,43.2625
2013-11-07 06:00:00,11.201591,45.608505
2013-11-07 08:00:00,12.108848,44.580826
2013-11-07 10:00:00,13.016105,43.553146
2013-11-07 12:00:00,13.923362,42.525467
2013-11-07 14:00:00,14.475751,40.849033
2013-11-07 16:00:00,15.02814,39.172596
