# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: fhw
# lat: 43.3
# lon: -102.7
# season: 20121101_20130501
#
datetime_ut,U_10HPA,U_1HPA
2012-11-01 00:00:00,18.364725,76.734985
2012-11-01 02:00:00,18.273094,76.85996
2012-11-01 04:00:00,18.181465,76.98494
2012-11-01 06:00:00,18.089834,77.10992
2012-11-01 08:00:00,18.015116,75.364685
2012-11-01 10:00:00,17.940397,73.61945
2012-11-01 12:00:00,17.865679,71.87422
2012-11-01 14:00:00,17.681034,73.688545
2012-11-01 16:00:00,17.49639,75.50286
2012-11-01 18:00:00,17.311745,77.317184
2012-11-01 20:00:00,18.198889,79.2381
2012-11-01 22:00:00,19.086033,81.15902
2012-11-02 00:00:00,19.973177,83.07993
2012-11-02 02:00:00,18.597801,83.79457
2012-11-02 04:00:00,17.222427,84.50922
2012-11-02 06:00:00,15.847053,85.223854
2012-11-02 08:00:00,17.111965,83.76761
2012-11-02 10:00:00,18.376877,82.311356
2012-11-02 12:00:00,19.641788,80.85511
2012-11-02 14:00:00,18.341553,79.6051
2012-11-02 16:00:00,17.041317,78.35509
2012-11-02 18:00:00,15.741082,77.10508
2012-11-02 20:00:00,16.484486,78.8592
2012-11-02 22:00:00,17.227888,80.61333
2012-11-03 00:00:00,17.97129,82.36745
2012-11-03 02:00:00,17.627506,79.935356
2012-11-03 04:00:00,17.28372,77.503265
2012-11-03 06:00:00,16.939936,75.071175
2012-11-03 08:00:00,17.279928,74.450386
2012-11-03 10:00:00,17.61992,73.8296
2012-11-03 12:00:00,17.959913,73.20881
2012-11-03 14:00:00,17.508356,73.75787
2012-11-03 16:00:00,17.0568,74.30694
2012-11-03 18:00:00,16.605244,74.856
2012-11-03 20:00:00,17.240314,76.22524
2012-11-03 22:00:00,17.875387,77.594475
2012-11-04 00:00:00,18.510458,78.963715
2012-11-04 02:00:00,17.594963,79.6643
2012-11-04 04:00:00,16.67947,80.36489
2012-11-04 06:00:00,15.763975,81.065475
2012-11-04 08:00:00,16.280611,80.639694
2012-11-04 10:00:00,16.797245,80.21392
2012-11-04 12:00:00,17.31388,79.78814
2012-11-04 14:00:00,16.954689,75.62844
2012-11-04 16:00:00,16.595497,71.468735
2012-11-04 18:00:00,16.236305,67.30904
2012-11-04 20:00:00,16.860802,68.30051
2012-11-04 22:00:00,17.485298,69.291985
2012-11-05 00:00:00,18.109795,70.283455
2012-11-05 02:00:00,18.360872,70.67867
2012-11-05 04:00:00,18.61195,71.07389
2012-11-05 06:00:00,18.863028,71.46911
2012-11-05 08:00:00,19.15835,72.12301
2012-11-05 10:00:00,19.45367,72.77692
2012-11-05 12:00:00,19.748993,73.43082
2012-11-05 14:00:00,19.284239,72.31221
2012-11-05 16:00:00,18.819487,71.1936
2012-11-05 18:00:00,18.354733,70.075
2012-11-05 20:00:00,19.581165,70.70378
2012-11-05 22:00:00,20.8076,71.33257
2012-11-06 00:00:00,22.034033,71.96136
2012-11-06 02:00:00,21.610378,69.328064
2012-11-06 04:00:00,21.186724,66.69478
2012-11-06 06:00:00,20.76307,64.061485
2012-11-06 08:00:00,20.431824,61.768494
2012-11-06 10:00:00,20.10058,59.475506
2012-11-06 12:00:00,19.769335,57.182514
2012-11-06 14:00:00,19.431992,55.535995
2012-11-06 16:00:00,19.094648,53.889477
2012-11-06 18:00:00,18.757305,52.242958
2012-11-06 20:00:00,19.756355,53.209473
2012-11-06 22:00:00,20.755407,54.175987
2012-11-07 00:00:00,21.754457,55.1425
2012-11-07 02:00:00,21.085829,55.49182
2012-11-07 04:00:00,20.417202,55.841145
2012-11-07 06:00:00,19.748573,56.190464
2012-11-07 08:00:00,18.8873,54.567272
2012-11-07 10:00:00,18.02603,52.94408
2012-11-07 12:00:00,17.164757,51.32089
2012-11-07 14:00:00,17.236744,50.15797
2012-11-07 16:00:00,17.30873,48.995056
2012-11-07 18:00:00,17.380716,47.832138
2012-11-07 20:00:00,17.95705,48.38175
2012-11-07 22:00:00,18.533384,48.931355
2012-11-08 00:00:00,19.109718,49.480965
2012-11-08 02:00:00,18.251398,47.90968
2012-11-08 04:00:00,17.393076,46.338398
2012-11-08 06:00:00,16.534756,44.767113
2012-11-08 08:00:00,16.513998,44.172455
2012-11-08 10:00:00,16.493238,43.577793
2012-11-08 12:00:00,16.47248,42.983135
2012-11-08 14:00:00,15.604679,37.568573
2012-11-08 16:00:00,14.736877,32.15401
2012-11-08 18:00:00,13.869076,26.739449
2012-11-08 20:00:00,14.33331,29.571543
2012-11-08 22:00:00,14.797544,32.403637
2012-11-09 00:00:00,15.261778,35.235733
2012-11-09 02:00:00,14.227025,34.4298
2012-11-09 04:00:00,13.192271,33.623867
2012-11-09 06:00:00,12.157518,32.817932
2012-11-09 08:00:00,12.459253,33.07771
2012-11-09 10:00:00,12.760989,33.337486
2012-11-09 12:00:00,13.062724,33.597263
2012-11-09 14:00:00,12.884191,35.138054
2012-11-09 16:00:00,12.705656,36.67884
2012-11-09 18:00:00,12.5271225,38.21963
2012-11-09 20:00:00,11.387734,39.512062
2012-11-09 22:00:00,10.248347,40.80449
2012-11-10 00:00:00,9.108959,42.09692
2012-11-10 02:00:00,9.673121,41.28519
2012-11-10 04:00:00,10.237283,40.473465
2012-11-10 06:00:00,10.801445,39.661736
2012-11-10 08:00:00,10.861773,38.8142
2012-11-10 10:00:00,10.922099,37.96667
2012-11-10 12:00:00,10.982427,37.119137
2012-11-10 14:00:00,10.863165,36.049206
