# MERRA2 Outputs for Comparison with SupDARN MSTID Index
# MERRA2 Run V. Lynn Harvey
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: wal
# lat: 41.8
# lon: -72.2
# season: 20141101_20150501
#
datetime_ut,U_10HPA,U_1HPA
2014-11-01 00:00:00,19.42087,67.619225
2014-11-01 02:00:00,18.843647,63.237743
2014-11-01 04:00:00,18.266426,58.85626
2014-11-01 06:00:00,17.689203,54.474777
2014-11-01 08:00:00,17.568306,56.413696
2014-11-01 10:00:00,17.447407,58.352615
2014-11-01 12:00:00,17.32651,60.291534
2014-11-01 14:00:00,17.944767,60.225143
2014-11-01 16:00:00,18.563026,60.158756
2014-11-01 18:00:00,19.181284,60.092365
2014-11-01 20:00:00,18.330101,62.02696
2014-11-01 22:00:00,17.478916,63.961555
2014-11-02 00:00:00,16.627733,65.89615
2014-11-02 02:00:00,16.072243,60.666645
2014-11-02 04:00:00,15.516754,55.437145
2014-11-02 06:00:00,14.961265,50.20764
2014-11-02 08:00:00,14.336437,50.383804
2014-11-02 10:00:00,13.711609,50.559963
2014-11-02 12:00:00,13.0867815,50.736126
2014-11-02 14:00:00,13.030132,50.002068
2014-11-02 16:00:00,12.973484,49.26801
2014-11-02 18:00:00,12.916835,48.53395
2014-11-02 20:00:00,11.85359,51.751472
2014-11-02 22:00:00,10.790346,54.968998
2014-11-03 00:00:00,9.727101,58.18652
2014-11-03 02:00:00,9.149072,54.097717
2014-11-03 04:00:00,8.571042,50.00892
2014-11-03 06:00:00,7.993012,45.920116
2014-11-03 08:00:00,7.979857,47.68694
2014-11-03 10:00:00,7.966702,49.45376
2014-11-03 12:00:00,7.953547,51.22058
2014-11-03 14:00:00,8.44893,51.591995
2014-11-03 16:00:00,8.944313,51.96341
2014-11-03 18:00:00,9.439696,52.334824
2014-11-03 20:00:00,9.381013,53.38745
2014-11-03 22:00:00,9.32233,54.440075
2014-11-04 00:00:00,9.263647,55.492702
2014-11-04 02:00:00,8.981473,53.84106
2014-11-04 04:00:00,8.699299,52.18942
2014-11-04 06:00:00,8.417125,50.537777
2014-11-04 08:00:00,9.437463,52.543243
2014-11-04 10:00:00,10.4578,54.548714
2014-11-04 12:00:00,11.478138,56.55418
2014-11-04 14:00:00,11.56286,57.5178
2014-11-04 16:00:00,11.647582,58.48142
2014-11-04 18:00:00,11.732304,59.445038
2014-11-04 20:00:00,11.995504,62.859978
2014-11-04 22:00:00,12.258706,66.27492
2014-11-05 00:00:00,12.521907,69.68986
2014-11-05 02:00:00,12.488474,65.453705
2014-11-05 04:00:00,12.455041,61.21756
2014-11-05 06:00:00,12.421608,56.98141
2014-11-05 08:00:00,12.087882,57.758198
2014-11-05 10:00:00,11.754156,58.53498
2014-11-05 12:00:00,11.42043,59.311768
2014-11-05 14:00:00,12.844229,59.503483
2014-11-05 16:00:00,14.268026,59.6952
2014-11-05 18:00:00,15.691825,59.886917
2014-11-05 20:00:00,14.864603,63.993702
2014-11-05 22:00:00,14.037381,68.10049
2014-11-06 00:00:00,13.210159,72.20727
2014-11-06 02:00:00,13.319355,68.254326
2014-11-06 04:00:00,13.428551,64.30139
2014-11-06 06:00:00,13.537746,60.34845
2014-11-06 08:00:00,14.91031,61.68896
2014-11-06 10:00:00,16.282873,63.029476
2014-11-06 12:00:00,17.655436,64.36999
2014-11-06 14:00:00,17.922527,64.338196
2014-11-06 16:00:00,18.18962,64.3064
2014-11-06 18:00:00,18.45671,64.274605
2014-11-06 20:00:00,18.028297,66.73263
2014-11-06 22:00:00,17.599882,69.19065
2014-11-07 00:00:00,17.171469,71.648674
2014-11-07 02:00:00,16.638538,68.1754
2014-11-07 04:00:00,16.105608,64.702126
2014-11-07 06:00:00,15.572677,61.228855
2014-11-07 08:00:00,15.4122925,61.829525
2014-11-07 10:00:00,15.251907,62.430195
2014-11-07 12:00:00,15.091523,63.030865
2014-11-07 14:00:00,15.002311,63.62467
2014-11-07 16:00:00,14.913099,64.21847
2014-11-07 18:00:00,14.823887,64.81227
2014-11-07 20:00:00,14.131149,67.12843
2014-11-07 22:00:00,13.438411,69.4446
2014-11-08 00:00:00,12.745673,71.760765
2014-11-08 02:00:00,11.785954,67.475204
2014-11-08 04:00:00,10.826236,63.189648
2014-11-08 06:00:00,9.866517,58.904087
2014-11-08 08:00:00,9.729397,59.371735
2014-11-08 10:00:00,9.592276,59.83938
2014-11-08 12:00:00,9.455155,60.307026
2014-11-08 14:00:00,10.139727,59.757732
2014-11-08 16:00:00,10.824299,59.20844
2014-11-08 18:00:00,11.50887,58.659145
2014-11-08 20:00:00,10.479561,59.135525
2014-11-08 22:00:00,9.450253,59.611904
2014-11-09 00:00:00,8.420943,60.088284
2014-11-09 02:00:00,9.155845,58.123455
2014-11-09 04:00:00,9.890747,56.158627
2014-11-09 06:00:00,10.6256485,54.193798
2014-11-09 08:00:00,9.87263,54.143776
2014-11-09 10:00:00,9.119613,54.09375
2014-11-09 12:00:00,8.366594,54.043728
2014-11-09 14:00:00,9.257893,53.037483
2014-11-09 16:00:00,10.149192,52.031235
2014-11-09 18:00:00,11.04049,51.02499
2014-11-09 20:00:00,10.490672,54.234734
2014-11-09 22:00:00,9.940854,57.444477
2014-11-10 00:00:00,9.391036,60.65422
2014-11-10 02:00:00,8.595901,56.437733
2014-11-10 04:00:00,7.8007655,52.221245
2014-11-10 06:00:00,7.00563,48.004757
2014-11-10 08:00:00,7.331898,47.857605
2014-11-10 10:00:00,7.6581664,47.710457
2014-11-10 12:00:00,7.9844346,47.563305
2014-11-10 14:00:00,8.934367,48.080574
2014-11-10 16:00:00,9.884299,48.597847
2014-11-10 18:00:00,10.834231,49.115116
2014-11-10 20:00:00,11.657986,52.217392
2014-11-10 22:00:00,12.481739,55.31967
2014-11-11 00:00:00,13.305493,58.421947
2014-11-11 02:00:00,12.746022,56.691982
2014-11-11 04:00:00,12.186551,54.962017
2014-11-11 06:00:00,11.62708,53.23205
2014-11-11 08:00:00,11.844994,53.15306
2014-11-11 10:00:00,12.062908,53.074074
2014-11-11 12:00:00,12.280822,52.995083
2014-11-11 14:00:00,13.317583,55.648834
2014-11-11 16:00:00,14.354345,58.30258
2014-11-11 18:00:00,15.391107,60.956333
2014-11-11 20:00:00,15.478315,62.22411
2014-11-11 22:00:00,15.565523,63.491882
2014-11-12 00:00:00,15.652732,64.75966
2014-11-12 02:00:00,15.4320965,61.16172
2014-11-12 04:00:00,15.21146,57.563786
2014-11-12 06:00:00,14.990825,53.965847
2014-11-12 08:00:00,16.807777,55.540318
2014-11-12 10:00:00,18.62473,57.114788
2014-11-12 12:00:00,20.441683,58.68926
2014-11-12 14:00:00,20.675018,60.234444
2014-11-12 16:00:00,20.908356,61.779625
2014-11-12 18:00:00,21.141691,63.32481
2014-11-12 20:00:00,20.965649,64.92053
2014-11-12 22:00:00,20.789606,66.51625
2014-11-13 00:00:00,20.613564,68.11197
2014-11-13 02:00:00,20.279474,67.13444
2014-11-13 04:00:00,19.945385,66.1569
2014-11-13 06:00:00,19.611296,65.17937
2014-11-13 08:00:00,21.035782,67.005486
2014-11-13 10:00:00,22.46027,68.831604
2014-11-13 12:00:00,23.884756,70.65772
2014-11-13 14:00:00,23.51854,70.06904
2014-11-13 16:00:00,23.152325,69.480354
2014-11-13 18:00:00,22.786108,68.89167
2014-11-13 20:00:00,23.193005,71.95896
2014-11-13 22:00:00,23.599903,75.02625
