# SuperDARN MSTID Index Datafile - Reduced Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
# Generated on: 2023-04-22 21:06:45.609143 UTC
#
# Parameter: meanSubIntSpect_by_rtiCnt_reducedIndex
#
# Original Attributes:
# {'season': '20121101_20130501', 'radar': 'pgr', 'lat': 58.0, 'lon': -123.5}
# {'season': '20121101_20130501', 'radar': 'sas', 'lat': 56.1, 'lon': -103.8}
# {'season': '20121101_20130501', 'radar': 'kap', 'lat': 55.5, 'lon': -85.0}
# {'season': '20121101_20130501', 'radar': 'gbr', 'lat': 58.4, 'lon': -59.9}
# {'season': '20121101_20130501', 'radar': 'cvw', 'lat': 47.9, 'lon': -123.4}
# {'season': '20121101_20130501', 'radar': 'cve', 'lat': 46.4, 'lon': -114.6}
# {'season': '20121101_20130501', 'radar': 'fhw', 'lat': 43.3, 'lon': -102.7}
# {'season': '20121101_20130501', 'radar': 'fhe', 'lat': 42.5, 'lon': -95.0}
# {'season': '20121101_20130501', 'radar': 'bks', 'lat': 39.6, 'lon': -81.1}
# {'season': '20121101_20130501', 'radar': 'wal', 'lat': 41.8, 'lon': -72.2}
#
# Reduction Attributes:
# ('reduction_type', 'mean')
# ('zscore', True)
# ('daily_vals', True)
# ('smoothing_window', '4D')
# ('smoothing_type', 'mean')
#
,reduced_index,n_good_df,smoothed
2012-11-01,0.40484033429348776,4,0.4253844862202693
2012-11-02,0.6652904261748321,15,0.4861964089662728
2012-11-03,0.2060226981924879,20,0.45234756657385
2012-11-04,0.6686321772042834,19,0.38494937147190356
2012-11-05,0.26944496472379653,21,0.9350978691907452
2012-11-06,0.39569764576704636,20,0.7247394883224504
2012-11-07,2.4066166890678544,17,0.8039247771018614
2012-11-08,-0.17280134626889565,19,0.7431404839933023
2012-11-09,0.5861861198414406,19,0.4185081413753482
2012-11-10,0.1525604733328099,28,0.5552390445331739
2012-11-11,1.1080873185960378,19,0.7800444289503257
2012-11-12,0.3741222663624073,23,0.7716944794594196
2012-11-13,1.4854076575100477,13,0.6869552135836934
2012-11-14,0.11916067536918565,14,0.5548709402025256
2012-11-15,0.7691302550931327,21,0.33993269984981056
2012-11-16,-0.15421482716226345,22,0.6881977718250337
2012-11-17,0.6256546960991873,23,0.9383083061884823
2012-11-18,1.5122209632700783,23,1.444972870596855
2012-11-19,1.769572392546927,20,1.6632911397844965
2012-11-20,1.8724434304712272,16,1.3887441838657528
2012-11-21,1.4989277728497543,16,1.227986168144058
2012-11-22,0.41403313959510246,19,1.199968802029286
2012-11-23,1.126540329660148,19,1.1944098264371223
2012-11-24,1.7603739660121391,17,1.2998626141216305
2012-11-25,1.4766918704810996,19,1.326177869654551
2012-11-26,0.8358442903331352,20,1.221759827658278
2012-11-27,1.2318013517918298,18,1.0232587623655114
2012-11-28,1.342701798027047,17,1.1545335432715351
2012-11-29,0.6826876093100327,20,1.0894817717601897
2012-11-30,1.3609434139572307,21,1.0769879298338214
2012-12-01,0.9715942657464487,19,1.1124175267295346
2012-12-02,1.2927264303215733,18,0.9764262075505338
2012-12-03,0.8244059968928859,17,1.0577872244516404
2012-12-04,0.8169781372412276,19,0.5863663380030473
2012-12-05,1.297038333350875,21,0.34054700045445135
2012-12-06,-0.5929571154727996,22,0.2792900494135865
2012-12-07,-0.15887135330149743,20,-0.08534484911294739
2012-12-08,0.5719503330777682,18,0.044740505384561674
2012-12-09,-0.16150126075526056,15,0.29136733009596094
2012-12-10,-0.07261569748276336,19,-0.001119808765717184
2012-12-11,0.8276359455440997,21,-0.06026554952955793
2012-12-12,-0.5979982223689444,19,0.22105650936622628
2012-12-13,-0.3980842238106235,21,0.02449232303354338
2012-12-14,1.0526725381003734,20,0.33936074028333074
2012-12-15,0.04137920021336807,20,1.1032045109123754
2012-12-16,0.6614754466302052,22,1.042476103975462
2012-12-17,2.6572908587055553,13,1.458957845730146
2012-12-18,0.8097589103527199,21,1.6144018041937147
2012-12-19,1.7073061672321035,19,1.3969665056783718
2012-12-20,1.2832512804844804,17,1.7940181852638961
2012-12-21,1.787549664644184,23,1.8116379783249257
2012-12-22,2.397965628694817,17,1.8398502711233546
2012-12-23,1.7777853394762217,16,1.7187968551843902
2012-12-24,1.3961004516781956,15,1.1560321615119193
2012-12-25,1.3033360008883275,21,1.0901052312998532
2012-12-26,0.14690685400493306,14,0.9819616043285665
2012-12-27,1.5140776186279579,15,0.7254784608264766
2012-12-28,0.9635259437930487,16,0.7210963938753141
2012-12-29,0.27740342687996783,17,0.6255908535658936
2012-12-30,0.12937858620028278,18,0.6718983149703898
2012-12-31,1.132055457390276,14,0.6821209968041217
2013-01-01,1.1487557894110336,17,0.8480223124358167
2013-01-02,0.3182941542148958,17,0.8974241546170675
2013-01-03,0.7929838487270625,17,0.8931001731247756
2013-01-04,1.3296628261152788,15,1.0292003532331246
2013-01-05,1.1314598634418662,16,0.9105920627302172
2013-01-06,0.8626948746482918,16,0.6059178014204134
2013-01-07,0.318550686715433,16,0.3828360425139436
2013-01-08,0.11096578087606371,19,0.16285700931535002
2013-01-09,0.2391328278159868,17,0.02217708815579294
2013-01-10,-0.01722125814608252,22,-0.08349854563693176
2013-01-11,-0.24416899792279534,24,-0.1734521513634758
2013-01-12,-0.3117367542948351,22,-0.05731237318257214
2013-01-13,-0.1206815950901894,21,-0.22296036966142171
2013-01-14,0.4473378545775322,20,-0.314192564965208
2013-01-15,-0.9067609838381937,20,-0.37479241010131525
2013-01-16,-0.6766655355099801,24,-0.9764683484865432
2013-01-17,-0.36308097563461855,17,-1.1757088974671936
2013-01-18,-1.9593658989633793,18,-1.5462940128858476
2013-01-19,-1.7037231797607952,20,-1.8671323055054632
2013-01-20,-2.1590059971845963,17,-1.6665443486548577
2013-01-21,-1.6464341461130811,23,-1.6364756093837938
2013-01-22,-1.157014071560957,17,-1.3812810296225073
2013-01-23,-1.58344822267654,11,-1.2621679339238967
2013-01-24,-1.13822767813945,14,-1.2011887865584492
2013-01-25,-1.169981763318639,16,-1.060328496754225
2013-01-26,-0.913097482099167,8,-0.978458779189406
2013-01-27,-1.0200070634596432,20,-0.9036453026932206
2013-01-28,-0.8107488078801746,22,-0.8336432274400263
2013-01-29,-0.8707278573338973,23,-0.7693655058503146
2013-01-30,-0.6330891810863893,22,-0.7468227389766625
2013-01-31,-0.7628961771007963,19,-0.4003902144357434
2013-02-01,-0.7205777403855661,15,-0.3730710267673838
2013-02-02,0.5150022408297792,19,-0.23972401859028952
2013-02-03,-0.5238124304129512,26,0.1402498812142157
2013-02-04,-0.229508144392419,26,-0.12852169010083686
2013-02-05,0.7993178588324548,25,0.16440912337295488
2013-02-06,-0.560084044430431,26,0.13434445351461372
2013-02-07,0.6479108234822157,20,0.14874666307180595
2013-02-08,-0.3497668238257836,25,0.5074700158338848
2013-02-09,0.8569266970612237,24,0.2456674359564675
2013-02-10,0.8748093666178846,27,0.4560353893406056
2013-02-11,-0.3992994960274537,23,0.22560628509850095
2013-02-12,0.4917049897107688,14,0.04560370804099298
2013-02-13,-0.06478971990719495,24,0.1741519812176001
2013-02-14,0.15479905838785274,18,0.028591921611442653
2013-02-15,0.11489359667897465,27,0.14334990226308447
2013-02-16,-0.09053524871386083,28,0.32321697259466914
2013-02-17,0.39424220269937227,20,0.29534021945997346
2013-02-18,0.8742673397141913,25,0.39064743025578835
2013-02-19,0.0033865841401919733,23,0.2919332724914971
2013-02-20,0.2906935944693988,16,0.10194027360704665
2013-02-21,-0.0006144283577930083,26,0.016045449569859094
2013-02-22,0.11429534417638969,29,0.013701138953492231
