# SuperDARN MSTID Index Datafile - Reduced Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
# Generated on: 2023-04-22 21:08:55.335237 UTC
#
# Parameter: meanSubIntSpect_by_rtiCnt_reducedIndex
#
# Original Attributes:
# {'season': '20121101_20130501', 'radar': 'pgr', 'lat': 58.0, 'lon': -123.5}
# {'season': '20121101_20130501', 'radar': 'sas', 'lat': 56.1, 'lon': -103.8}
# {'season': '20121101_20130501', 'radar': 'kap', 'lat': 55.5, 'lon': -85.0}
# {'season': '20121101_20130501', 'radar': 'gbr', 'lat': 58.4, 'lon': -59.9}
# {'season': '20121101_20130501', 'radar': 'cvw', 'lat': 47.9, 'lon': -123.4}
# {'season': '20121101_20130501', 'radar': 'cve', 'lat': 46.4, 'lon': -114.6}
# {'season': '20121101_20130501', 'radar': 'fhw', 'lat': 43.3, 'lon': -102.7}
# {'season': '20121101_20130501', 'radar': 'fhe', 'lat': 42.5, 'lon': -95.0}
# {'season': '20121101_20130501', 'radar': 'bks', 'lat': 39.6, 'lon': -81.1}
# {'season': '20121101_20130501', 'radar': 'wal', 'lat': 41.8, 'lon': -72.2}
#
# Reduction Attributes:
# ('reduction_type', 'mean')
# ('zscore', True)
# ('daily_vals', True)
# ('smoothing_window', '4D')
# ('smoothing_type', 'mean')
#
,reduced_index,n_good_df,smoothed
2012-11-01,-1.0211677753078683,15,-0.004828677846463976
2012-11-02,0.6826657771960843,29,0.11413406348924976
2012-11-03,0.324015964572392,30,0.441073079368852
2012-11-04,0.47102228749639097,30,0.380389701983869
2012-11-05,0.28658828821054055,30,0.6186281160908369
2012-11-06,0.43993226765615273,29,0.6571142051714061
2012-11-07,1.2769696210002635,23,0.767024406042935
2012-11-08,0.6249666438186673,26,0.835561512687244
2012-11-09,0.7262290916966566,22,0.8143381799212253
2012-11-10,0.7140806942333888,29,0.8270854745896781
2012-11-11,1.1920762899361885,26,0.9544693237962434
2012-11-12,0.6759558224924782,30,0.9890245744914331
2012-11-13,1.235764488522918,24,0.8973636056241264
2012-11-14,0.8523016970141478,25,0.9587823951711464
2012-11-15,0.825432414466962,29,0.8338718321781814
2012-11-16,0.9216309806805579,29,0.9081486607731564
2012-11-17,0.7361222365510578,28,1.2554520223727996
2012-11-18,1.1494090113940476,29,0.8605188385632205
2012-11-19,2.2146458608655344,29,0.6940168975906089
2012-11-20,-0.6581017545577583,26,0.30105508763478595
2012-11-21,0.0701144726606117,29,-0.2085535697739197
2012-11-22,-0.4224382284292441,28,-0.14788642837702692
2012-11-23,0.17621123123071164,27,-0.36809444504065736
2012-11-24,-0.4154331889701871,26,-0.3413331094625587
2012-11-25,-0.8107175939939102,26,-0.347364119320236
2012-11-26,-0.3153928861168492,27,-0.024292820447793295
2012-11-27,0.15208719180000232,27,0.36037121914696674
2012-11-28,0.8768520065195837,22,0.6788476449108519
2012-11-29,0.7279385643851299,24,0.7900545521277571
2012-11-30,0.9585128169386917,27,0.7751045857708634
2012-12-01,0.596914820667623,25,0.8288911054168823
2012-12-02,0.8170521410920089,22,0.7598626232296048
2012-12-03,0.9430846429692056,25,0.9343288881122582
2012-12-04,0.6823988881895817,23,0.8042456023218547
2012-12-05,1.2947798801982366,26,0.6465855106430584
2012-12-06,0.2967189979303944,26,0.6527465623590918
2012-12-07,0.31244427625402055,24,0.4868713189986031
2012-12-08,0.7070430950537155,22,0.6156319910594032
2012-12-09,0.6312789067562816,23,0.7669505738036971
2012-12-10,0.8117616861735949,25,0.632346992876451
2012-12-11,0.9177186072311964,24,0.48189947803685507
2012-12-12,0.1686287713447309,22,0.46930017023641424
2012-12-13,0.0294888473978979,24,0.2857340652233111
2012-12-14,0.7613644549718317,25,0.3997994640093089
2012-12-15,0.18345418717878356,24,0.7703572379804744
2012-12-16,0.6248903664887221,24,0.7862293965835917
2012-12-17,1.5117199432825599,23,1.031350379501418
2012-12-18,0.8248530893843011,26,1.104679586129017
2012-12-19,1.163938118850089,22,1.0595274580707912
2012-12-20,0.9182071929991178,24,1.2192023340344373
2012-12-21,1.3311114310496566,23,0.8773748869291544
2012-12-22,1.4635525932388853,24,0.4514170075212485
2012-12-23,-0.20337166957104197,23,0.3854600044441032
2012-12-24,-0.7856243246325061,23,-0.2470511764920812
2012-12-25,1.0672834187410754,24,-0.3183583192742051
2012-12-26,-1.0664921305058523,21,0.17164072267446429
2012-12-27,-0.4886002406995376,23,0.03393031144764544
2012-12-28,1.1743718431621715,24,0.41331004203094845
2012-12-29,0.5164417738338,24,0.743515348575112
2012-12-30,0.45102679182735983,21,0.7045080136213502
2012-12-31,0.8322209854771164,22,0.7194456430736316
2013-01-01,1.0183425033471243,22,0.7394467874302102
2013-01-02,0.5761922916429256,22,0.7944786218648431
2013-01-03,0.531031369253674,21,0.82772388546627
2013-01-04,1.0523483232156479,21,0.8802199507621673
2013-01-05,1.1513235577528316,20,0.8377582298235163
2013-01-06,0.7861765528265156,23,0.6861014939258352
2013-01-07,0.3611844854990698,22,0.5345752425747292
2013-01-08,0.4457213796249233,23,0.40001697392514113
2013-01-09,0.5452185523484078,23,0.3867618938882085
2013-01-10,0.24794347822816307,26,0.34924407198674456
2013-01-11,0.30816416535133956,27,0.2971300121688207
2013-01-12,0.2956500920190676,27,0.3497909316583482
2013-01-13,0.3367623130767121,27,0.2048994420483254
2013-01-14,0.45858715618627305,27,0.22693951216733343
2013-01-15,-0.2714017930887518,28,0.46108265433636725
2013-01-16,0.3838103724950999,26,0.24867942144777502
2013-01-17,1.2733348817528474,29,-0.2851161760348795
2013-01-18,-0.3910257753680958,24,-1.2218293801331863
2013-01-19,-2.40658418301937,27,-1.64610212554387
2013-01-20,-3.3630424438981272,27,-2.04113562795255
2013-01-21,-0.4237560998898878,28,-2.030831766160746
2013-01-22,-1.971159785002816,28,-1.1876169123532379
2013-01-23,-2.365368735852154,21,-0.975143600616106
2013-01-24,0.009816971331905741,17,-0.02408088083510873
2013-01-25,0.4261371470586395,25,0.43803380402069925
2013-01-26,1.8330910941211733,25,0.386996176921265
2013-01-27,-0.5169099964289221,28,0.23799308052790183
2013-01-28,-0.1943335370658313,27,-0.21739146159480646
2013-01-29,-0.16987523851481323,30,-0.18805728782137804
2013-01-30,0.011552925630340388,31,-0.6250436001280488
2013-01-31,-0.39957330133520846,31,-0.45399742868932635
2013-02-01,-1.9422787862925144,32,-0.4481381439211345
2013-02-02,0.5143094472400768,30,-0.2753428300848625
2013-02-03,0.03499006470310748,32,0.37019915021701033
2013-02-04,0.2916079540098795,33,0.23838947120398682
2013-02-05,0.6398891349149772,30,0.39103288121221397
2013-02-06,-0.012929268812017426,32,0.37384733527288355
2013-02-07,0.6455637047360161,31,0.3779964792933433
2013-02-08,0.2228657702525578,31,0.5951801675275626
2013-02-09,0.6564857109968162,28,0.18151212715928144
2013-02-10,0.85580548412486,33,-0.09583278397705758
2013-02-11,-1.0091084567371085,32,-0.19631767187138105
2013-02-12,-0.8865138742927984,33,-0.7138551039245429
2013-02-13,0.25454615941952247,34,-0.3381464661717867
2013-02-14,-1.2143442440877874,30,-0.04130771397301072
2013-02-15,0.49372609427391634,35,-0.028905312817503873
2013-02-16,0.30084113450230543,36,0.4274997453656685
2013-02-17,0.30415576404154987,33,0.2711532419058369
2013-02-18,0.6112759886449018,34,0.24386429337653728
2013-02-19,-0.13165991956540987,32,0.27615725871654595
2013-02-20,0.19168534038510693,29,0.2209799328973625
2013-02-21,0.4333276254015845,36,0.2441531954780342
2013-02-22,0.3905666853681682,38,0.30390582107807484
2013-02-23,-0.038966869242723,39,0.2673133103697479
2013-02-24,0.4306958427852694,40,0.24232730779392636
2013-02-25,0.2869575825682769,39,0.3818968269219267
2013-02-26,0.2906226750648818,40,0.34863540925284275
2013-02-27,0.5193112072692784,40,-0.5055085140369352
2013-02-28,0.29765017210893363,40,-0.7993072929514586
2013-03-01,-3.129618110590835,23,-1.6140057226387872
2013-03-02,-0.8845724405932123,34,-1.9843024728081535
2013-03-03,-2.7394825114800354,40,-1.5236361802615783
2013-03-04,-1.1835368285685315,38,-1.2823470758937863
2013-03-05,-1.2869529404045341,36,-0.5710135353570753
2013-03-06,0.08058397687795588,43,-0.25409680202776136
2013-03-07,0.10585165066680834,43,0.03251853085989996
2013-03-08,0.08413010474872452,41,0.032986437179291984
2013-03-09,-0.1404916088538889,43,0.10213681250721482
2013-03-10,0.08245560215552397,42,0.10175904983148111
2013-03-11,0.38245315197849966,40,0.0994199894694761
2013-03-12,0.08261905404578966,43,0.09490777097234386
2013-03-13,-0.14984785030190897,44,0.02106289277885958
2013-03-14,0.06440672816699507,45,-0.17595411130803798
2013-03-15,0.08707363920456258,44,-1.2316968339363086
2013-03-16,-0.7054489623018005,39,-1.2763607031577333
2013-03-17,-4.372818740814991,8,-1.2862012578929722
2013-03-18,-0.1142487487187034,42,-1.17093210247594
2013-03-19,0.047711420263605836,45,-0.42314966062390186
2013-03-20,-0.2443723406336712,38,-0.4935713643264194
2013-03-21,-1.3816889734068387,26,-0.5803260128201695
2013-03-22,-0.3959355635287735,40,-0.5916292997064813
2013-03-23,-0.2993071737113945,41,-0.24336671107369728
2013-03-24,-0.2895854881789182,38,-0.15280274687708634
2013-03-25,0.011361381124297023,43,-0.2684686850163424
2013-03-26,-0.033679706742329736,44,-0.18640070982201334
2013-03-27,-0.7619709262684187,37,-1.3236245226724246
2013-03-28,0.0386864125983981,43,-1.71347291424439
2013-03-29,-4.537533870277348,25,-1.5872703757849482
2013-03-30,-1.5930732730301915,39,-2.273940675829336
2013-03-31,-0.2571607724306515,47,-1.2491912275584895
2013-04-01,-2.7079947875791546,37,-1.4065563182049503
2013-04-02,-0.43853607719396104,49,-1.391986624208272
2013-04-03,-2.2225336356160343,47,-0.7568910034615536
2013-04-04,-0.19888199644393686,46,-0.7460112036429256
2013-04-05,-0.16761230459228202,48,-0.2425584412592706
2013-04-06,-0.3950168779194493,47,-0.17016852481351027
2013-04-07,-0.2087225860814142,50,-0.10600063496212239
2013-04-08,0.09067766933910439,47,-0.35426985898807967
2013-04-09,0.08905925481326944,49,-0.4785161699661899
2013-04-10,-1.3880937740232784,42,-0.5166908210048432
2013-04-11,-0.7057078299938551,41,-0.5238959473295866
2013-04-12,-0.062020934815508764,51,-0.24284806259367966
2013-04-13,0.060238749514295614,50,-0.07777450728352509
2013-04-14,-0.26390223507965044,22,-0.10580758489029415
2013-04-15,-0.04541360875323672,33,-0.14074696832584946
2013-04-16,-0.17415324524258508,34,-0.1250274157117408
2013-04-17,-0.07951878422792562,33,-0.43658455982836675
2013-04-18,-0.20102402462321584,43,-0.42786865111470757
2013-04-19,-1.2916421852197404,49,-0.4588936972213731
2013-04-20,-0.1392896103879485,47,-0.42067439677766594
2013-04-21,-0.20361896865458734,48,-0.07922907724960256
2013-04-22,-0.04814682284838722,49,-0.1756600359410569
2013-04-23,0.07413909289251304,46,-0.16094713264470023
2013-04-24,-0.5250134451537658,21,-0.4518890603959019
2013-04-25,-0.14476735546916067,39,-0.5168590430437291
2013-04-26,-1.2119145338531938,17,-0.37453430949941485
2013-04-27,-0.1857408376987961,37,-0.3901351202169139
2013-04-28,0.04428548902349142,45,-0.056241990289947585
2013-04-29,-0.2071705983391569,41,-0.013075707820331415
2013-04-30,0.12365798585467148,33,-0.04175630624224283
