# NASA OMNI Data for Comparison with SuperDARN MSTID Index
# Data re-processed by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# radar: fhw
# lat: 43.3
# lon: -102.7
# season: 20211101_20220501
#
datetime_ut,OMNI_R_Sunspot_Number,OMNI_Dst,OMNI_F10.7,OMNI_AE
2021-11-01 00:00:00,53.0,4.0,96.3,
2021-11-01 02:00:00,53.0,1.0,96.3,
2021-11-01 04:00:00,53.0,-7.0,96.3,
2021-11-01 06:00:00,53.0,-7.0,96.3,
2021-11-01 08:00:00,53.0,-9.5,96.3,
2021-11-01 10:00:00,53.0,-5.0,96.3,
2021-11-01 12:00:00,53.0,0.5,96.3,
2021-11-01 14:00:00,53.0,9.0,96.3,
2021-11-01 16:00:00,53.0,11.5,96.3,
2021-11-01 18:00:00,53.0,14.5,96.3,
2021-11-01 20:00:00,53.0,25.0,96.3,
2021-11-01 22:00:00,53.0,20.5,96.3,
2021-11-02 00:00:00,43.0,10.5,95.5,
2021-11-02 02:00:00,43.0,-7.0,95.5,
2021-11-02 04:00:00,43.0,-11.0,95.5,
2021-11-02 06:00:00,43.0,-11.0,95.5,
2021-11-02 08:00:00,43.0,-6.0,95.5,
2021-11-02 10:00:00,43.0,-4.0,95.5,
2021-11-02 12:00:00,43.0,-6.5,95.5,
2021-11-02 14:00:00,43.0,-1.0,95.5,
2021-11-02 16:00:00,43.0,-5.0,95.5,
2021-11-02 18:00:00,43.0,-9.5,95.5,
2021-11-02 20:00:00,43.0,-5.0,95.5,
2021-11-02 22:00:00,43.0,0.5,95.5,
2021-11-03 00:00:00,34.0,-0.5,87.6,
2021-11-03 02:00:00,34.0,-1.5,87.6,
2021-11-03 04:00:00,34.0,0.0,87.6,
2021-11-03 06:00:00,34.0,-3.0,87.6,
2021-11-03 08:00:00,34.0,0.0,87.6,
2021-11-03 10:00:00,34.0,0.0,87.6,
2021-11-03 12:00:00,34.0,-1.0,87.6,
2021-11-03 14:00:00,34.0,-1.0,87.6,
2021-11-03 16:00:00,34.0,0.5,87.6,
2021-11-03 18:00:00,34.0,0.5,87.6,
2021-11-03 20:00:00,34.0,16.0,87.6,
2021-11-03 22:00:00,34.0,-14.5,87.6,
2021-11-04 00:00:00,28.0,-8.5,92.3,
2021-11-04 02:00:00,28.0,-20.5,92.3,
2021-11-04 04:00:00,28.0,-32.5,92.3,
2021-11-04 06:00:00,28.0,-70.5,92.3,
2021-11-04 08:00:00,28.0,-92.5,92.3,
2021-11-04 10:00:00,28.0,-81.0,92.3,
2021-11-04 12:00:00,28.0,-103.0,92.3,
2021-11-04 14:00:00,28.0,-84.0,92.3,
2021-11-04 16:00:00,28.0,-71.5,92.3,
