# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# season: 20141101_20150501
# radar: kap
# lat: 55.5
# lon: -85.0
#
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
datetime_ut,slt,mlt,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code
2014-11-01 12:00:00,6.6066418358061245,6.8607982179537315,0.46460540738034345,True,8085.0,0.1815711462450593,10.016480516740936,8.392860412597656,44528.0,6.28239003386527,,,,,None,1
2014-11-01 14:00:00,8.60669927645675,8.88034704809403,0.0,True,17566.0,0.6534970238095238,11.7737333193552,11.337800025939941,26880.0,5.371580277493697,430.2151184082031,-114.19156646728516,0.024491353660947464,-0.006500715385818351,quiet,0
2014-11-01 16:00:00,10.606776327758645,10.76434193891528,0.0,True,18479.0,0.6416319444444445,9.255250702600964,8.790066719055176,28800.0,4.270335747278426,378.2984924316406,-166.10818481445312,0.020471805424083587,-0.008989024558388068,quiet,0
2014-11-01 18:00:00,12.606861589926242,12.639280711886105,0.0,True,19796.0,0.4090082644628099,12.009096612810826,9.717752933502197,48400.0,9.339231742956056,467.0544738769531,-77.35218048095703,0.023593376130377507,-0.003907465168769299,quiet,0
2014-11-01 20:00:00,14.60694105482148,14.568068608067367,0.04257953181272509,True,21764.0,0.4048363095238095,14.363000332728948,12.704804420471191,53760.0,9.454082246634368,,,,,None,1
2014-11-01 22:00:00,16.60700186031125,16.521765518570824,0.9805948695267581,True,18759.0,0.5142269736842106,14.944206479513749,14.79895305633545,36480.0,5.941837560408512,,,,,None,1
2014-11-02 12:00:00,6.606974078472261,6.8661969716577405,0.4224564825930372,True,2939.0,0.10933779761904762,6.33231379018983,5.530632019042969,26880.0,3.722490515382298,,,,,None,1
2014-11-02 14:00:00,8.607013396256304,8.887632269521832,0.0,True,10352.0,0.5391666666666667,9.537298173645087,8.760860919952393,19200.0,5.282075044109365,358.2337646484375,-186.17288208007812,0.034605270928172095,-0.017984242859358398,quiet,0
2014-11-02 16:00:00,10.607072338070903,10.767903621561846,0.0,True,16055.0,0.7601799242424242,9.710590578802684,9.428882598876953,21120.0,4.278992294731645,228.15875244140625,-316.2479248046875,0.014211071469411788,-0.019697784167218155,quiet,0
2014-11-02 18:00:00,12.60713948418045,12.636838895580045,0.0,True,17086.0,0.36772555096418735,13.223785401036517,10.415161609649658,46464.0,10.566661070687905,456.2218933105469,-88.18475341796875,0.026701503763932277,-0.005161228691207348,quiet,0
2014-11-02 20:00:00,14.607200802593997,14.563978182491402,0.05017776341305753,True,19631.0,0.3932491987179487,13.898273785811766,12.339486122131348,49920.0,9.247389075455727,,,,,None,1
2014-11-02 22:00:00,16.607243409732177,16.517219370497305,0.9856442577030813,True,19241.0,0.5567418981481481,13.92232024785195,13.64287281036377,34560.0,5.96307723181174,,,,,None,1
2014-11-03 12:00:00,6.6070869497211255,6.871346244748199,0.4836184473789516,True,10231.0,0.2516479732388823,11.22729957977321,10.745732307434082,40656.0,5.739895553969099,,,,,None,1
2014-11-03 14:00:00,8.607107884956246,8.894592898250659,0.0,True,16493.0,0.5368815104166667,9.462372342043832,8.867626190185547,30720.0,4.812070068371744,559.3282470703125,14.921538352966309,0.03391306900323243,0.0009047194781401994,mstid,0
2014-11-03 16:00:00,10.607148458299879,10.771175824650454,0.0,True,14793.0,0.6420572916666667,7.248168303684319,6.823673248291016,23040.0,3.460385575238961,241.1463165283203,-303.2603454589844,0.016301380147929447,-0.020500259951259675,quiet,0
2014-11-03 18:00:00,12.607197230430621,12.634193611915578,0.0,True,16804.0,0.6251488095238096,9.007237479196881,8.729432106018066,26880.0,4.053950478831146,330.1059875488281,-214.30067443847656,0.019644488666319217,-0.012752956107978847,quiet,0
2014-11-03 20:00:00,14.607240145451637,14.559690295294438,0.08829708353929808,True,21636.0,0.6628676470588235,12.336772281543952,11.927366733551025,32640.0,5.8397797090779795,,,,,None,1
2014-11-03 22:00:00,16.60726429789509,16.512471644317642,0.9900793650793651,True,21951.0,0.63515625,17.083181524347605,17.153308868408203,34560.0,6.215591909649346,,,,,None,1
2014-11-04 12:00:00,6.6069773366697255,6.876239080514884,0.4151104886399004,True,4204.0,0.08109567901234568,13.285222484553179,13.256617069244385,51840.0,7.421116587284256,,,,,None,1
2014-11-04 14:00:00,8.606979626120125,8.901224090114845,0.0,True,7789.0,0.23863357843137256,9.567048081495738,9.140631675720215,32640.0,5.9416864755895435,,,,,None,3
2014-11-04 16:00:00,10.60700156904176,10.77415892824459,0.0,True,10493.0,0.3643402777777778,7.479522339540447,6.902647018432617,28800.0,4.864911971579308,193.70191955566406,-350.7047424316406,0.01846010860151187,-0.0334227334824779,quiet,0
2014-11-04 18:00:00,12.607031706932716,12.63134618338225,0.0,True,15409.0,0.47208946078431374,9.153676736444066,8.726537704467773,32640.0,5.278088739325613,242.30810546875,-302.09857177734375,0.015725102567898632,-0.019605332713176958,quiet,0
2014-11-04 20:00:00,14.607055959976508,14.555205817841722,0.09094887955182072,True,17210.0,0.49797453703703703,13.482690144085785,13.538346290588379,34560.0,5.426544193489677,,,,,None,1
2014-11-04 22:00:00,16.60706140040235,16.507523366813693,0.9935039805395842,True,10027.0,0.27486293859649125,13.405494803169308,13.343620300292969,36480.0,5.997050334525551,,,,,None,1
2014-11-05 12:00:00,6.60664212701155,6.880868804821233,0.43618697478991597,True,9469.0,0.22417140151515152,11.527201874565508,10.992743492126465,42240.0,6.880842388765351,,,,,None,1
2014-11-05 14:00:00,8.60662551172157,8.90752140278507,0.0,True,12298.0,0.45751488095238096,9.37395832774093,8.734516620635986,26880.0,6.173668309937458,212.2497100830078,-332.1569519042969,0.017258880312490472,-0.02700902194700739,quiet,0
2014-11-05 16:00:00,10.60662856721988,10.776853570220277,0.0,True,18962.0,0.3798477564102564,10.484331501976982,9.419140815734863,49920.0,6.798473768333468,540.64697265625,-3.759697437286377,0.028512128080173504,-0.00019827536321518705,quiet,0
2014-11-05 18:00:00,12.606639816260348,12.628298161511742,0.0,True,23536.0,0.42270114942528736,12.850619029070456,11.86904525756836,55680.0,7.7835963290011,639.4295654296875,95.02296447753906,0.02716814944891602,0.004037345533546018,mstid,0
2014-11-05 20:00:00,14.60664515512564,14.55052592369923,0.10841836734693877,True,22446.0,0.5566964285714285,15.519429921349106,15.671590805053711,40320.0,6.3917611659737075,,,,,None,1
2014-11-05 22:00:00,16.60663163334575,16.502375870963867,0.995328394515701,True,16273.0,0.4460800438596491,17.21906630654278,17.4764347076416,36480.0,6.454900176215491,,,,,None,1
2014-11-06 12:00:00,6.6060783066858075,6.885228961769536,0.5310530462184874,True,6707.0,0.22016150210084034,12.509843139782985,10.912425994873047,30464.0,7.773431114545435,,,,,None,1
2014-11-06 14:00:00,8.60604254028204,8.913480725774258,0.0,True,16527.0,0.6566671964399237,14.95405195147469,15.373116493225098,25168.0,5.860885132378759,401.97564697265625,-142.4310302734375,0.02432236019680863,-0.008618081338018849,quiet,0
2014-11-06 16:00:00,10.606026464589746,10.779260572810063,0.0,True,19392.0,0.7214285714285714,13.17250698726227,13.508674621582031,26880.0,5.133912061395674,336.2082214355469,-208.19842529296875,0.017337470164786865,-0.010736304934662167,quiet,0
2014-11-06 18:00:00,12.606018584090336,12.625051258015448,0.0,True,21521.0,0.7472569444444445,14.166289305447796,14.588927268981934,28800.0,5.381297511450323,345.84375,-198.56292724609375,0.016070059476790112,-0.009226473084247653,quiet,0
2014-11-06 20:00:00,14.606004771202606,14.545652018814938,0.13695625308947107,True,21757.0,0.6665747549019608,17.438488462690472,18.14437484741211,32640.0,6.12478104346433,,,,,None,1
2014-11-06 22:00:00,16.60597205237579,16.49703072626189,0.9984243697478992,True,9672.0,0.3358333333333333,22.574606698366903,22.999396324157715,28800.0,4.83049209351938,,,,,None,1
2014-11-07 12:00:00,6.6052830572446855,6.8893132579436385,0.573849104859335,True,7334.0,0.16607789855072463,10.422346514717246,8.850928783416748,44160.0,6.545682574872077,,,,,None,1
2014-11-07 14:00:00,8.605227913670081,8.919098219901066,0.0,True,22583.0,0.416599025974026,14.05290841236203,13.120573043823242,54208.0,7.927299354351679,764.1782836914062,219.7716827392578,0.0338386522468851,0.009731731069355614,mstid,0
2014-11-07 16:00:00,10.605192483917433,10.781380881235641,0.0,True,19175.0,0.3627232142857143,12.230084096167037,10.372330665588379,52864.0,8.835502607825212,730.373046875,185.96641540527344,0.038089859028683185,0.009698378899883882,mstid,0
2014-11-07 18:00:00,12.605165254675896,12.621607288610004,0.0,True,24932.0,0.46376488095238094,13.474524822157788,12.626116752624512,53760.0,7.2864874950402285,493.221435546875,-51.18524169921875,0.019782666274140662,-0.002052993811135037,quiet,0
2014-11-07 20:00:00,14.605132074560682,14.540585685223878,0.11858881483627934,True,21922.0,0.39371408045977013,18.24036821090499,17.34904384613037,55680.0,8.720927790816729,,,,,None,1
2014-11-07 22:00:00,16.605079946565247,16.49148968387654,0.99953106242497,True,8153.0,0.15165550595238095,17.91463093866359,17.396800994873047,53760.0,7.51560058261511,,,,,None,1
