# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# season: 20171101_20180501
# radar: cve
# lat: 46.4
# lon: -114.6
#
datetime_ut,slt,mlt,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu
2017-11-01 00:00:00,16.633363242149958,15.879214829407545,0.963640805159273,True,5961.0,0.05776162790697675,11.490133630751444,10.183004379272461,103200.0,5.678069487944992,,,,,None
2017-11-01 14:00:00,6.633379341163525,6.251652338791859,0.2082579185520362,True,24907.0,0.4025048480930834,17.723620665419435,16.351974487304688,61880.0,8.103609880396931,,,,,None
2017-11-01 16:00:00,8.633435993315581,8.138397358650936,0.0,True,31669.0,0.7330787037037036,21.044237173572142,20.5009765625,43200.0,7.858640381870294,1360.663818359375,505.5909729003906,0.042965165251803814,0.015964854365480143,mstid
2017-11-01 18:00:00,10.633516682358707,10.008952353404544,0.0,True,31849.0,0.6319246031746032,21.012759265736765,19.929500579833984,50400.0,8.399584059420897,1193.376708984375,338.30413818359375,0.03746983292989968,0.010622127482294382,mstid
2017-11-01 20:00:00,12.633607455804263,11.936706874998983,0.0,True,28038.0,0.6148684210526316,20.832875705545934,19.725984573364258,45600.0,8.056416388124196,1087.4508056640625,232.37796020507812,0.03878489213439127,0.008287964912086387,mstid
2017-11-01 22:00:00,14.63369124346924,13.888948368013487,0.004201680672268907,True,31497.0,0.6561875,20.51457410689539,19.627368927001953,48000.0,8.280642080865078,,,,,None
2017-11-02 00:00:00,16.633752466014144,15.87525286030333,0.9927521008403362,True,7085.0,0.09225260416666667,13.929089237067089,13.24963092803955,76800.0,5.746501109918599,,,,,None
2017-11-02 14:00:00,6.633639483326316,6.258789470517047,0.19907563025210084,True,21703.0,0.3617166666666667,17.3506108279141,16.452301025390625,60000.0,7.250379419869062,,,,,None
2017-11-02 16:00:00,8.633677707227985,8.142024126899647,0.0,True,30864.0,0.643,21.774963458355934,20.981121063232422,48000.0,7.967957333472766,1397.4119873046875,542.3392944335938,0.04527643815787608,0.017571905599844277,mstid
2017-11-02 18:00:00,10.633739986296344,10.006560924111838,0.0,True,30092.0,0.5970634920634921,21.44367290100138,20.450551986694336,50400.0,8.039530203393817,1403.1015625,548.0286254882812,0.0466270624252293,0.0182117714172631,mstid
2017-11-02 20:00:00,12.633812343908685,11.932604695387662,0.0,True,28114.0,0.6165350877192982,21.559231356400094,20.570022583007812,45600.0,7.943383399925268,1324.170166015625,469.09747314453125,0.04710002724676762,0.016685547170254365,mstid
2017-11-02 22:00:00,14.63387768094545,13.884341045201666,0.005901451489686784,True,26402.0,0.5000378787878788,21.48411495443926,20.557002067565918,52800.0,7.773237985528517,,,,,None
2017-11-03 00:00:00,16.63392039200037,15.871087841639847,0.9679271708683473,True,20110.0,0.34913194444444445,19.040703022272535,18.517127990722656,57600.0,7.84392494830495,,,,,None
2017-11-03 14:00:00,6.6336763226311675,6.265602368579537,0.2189655172413793,True,18352.0,0.2636781609195402,16.314638902921207,15.236761569976807,69600.0,7.617136350257013,,,,,None
2017-11-03 16:00:00,8.633695829922978,8.145359777442282,0.0,True,28824.0,0.6005,19.28592688552446,18.399622917175293,48000.0,7.3513694006013734,1282.2149658203125,427.1422119140625,0.04448428274425175,0.014818977654526177,mstid
2017-11-03 18:00:00,10.633739412542688,10.003965839880172,0.0,True,34545.0,0.5997395833333333,23.020324563124294,22.09796714782715,57600.0,8.756128116726435,1914.2762451171875,1059.203369140625,0.05541398885850883,0.03066155360082863,mstid
2017-11-03 20:00:00,12.633793070196129,11.928305599114491,0.0,True,30633.0,0.6077976190476191,21.121658311123532,20.412052154541016,50400.0,8.273564046085646,1264.9112548828125,409.8385314941406,0.04129243805317182,0.013378987741786329,mstid
2017-11-03 22:00:00,14.633839674769069,13.87953380002703,0.022789115646258504,True,29477.0,0.5848611111111112,18.399379596314848,17.469806671142578,50400.0,7.6457115759478596,,,,,None
2017-11-04 00:00:00,16.633863594249444,15.86671953052862,0.8793461134453782,True,13422.0,0.0873828125,10.017292691996522,8.889464378356934,153600.0,5.152569827808867,,,,,None
2017-11-04 14:00:00,6.633486470540212,6.272086046773008,0.22801680672268906,True,18760.0,0.31266666666666665,17.01951364232406,16.044485092163086,60000.0,7.524077386189845,,,,,None
2017-11-04 16:00:00,8.633486980480187,8.14840448810848,0.0,True,28927.0,0.5478598484848485,18.138197222668214,17.346920013427734,52800.0,7.252427026231728,1201.10986328125,346.0371398925781,0.0415221026473969,0.011962427486174789,mstid
2017-11-04 18:00:00,10.633511588422584,10.001168300261034,0.0,True,30369.0,0.6326875,18.91134493592942,17.90617561340332,48000.0,7.397025741710446,1265.591064453125,410.5181579589844,0.041673781305052025,0.013517671242351884,mstid
2017-11-04 20:00:00,12.633546270904816,11.923810339925405,0.0,True,28792.0,0.6314035087719299,19.15973354928624,18.209697723388672,45600.0,7.525666363788864,1300.7408447265625,445.6680603027344,0.045177161875748904,0.01547888511748869,mstid
2017-11-04 22:00:00,14.633573870803971,13.874527527432367,0.017160548429898274,True,27702.0,0.6075,16.88978520890589,15.837153434753418,45600.0,7.80867264738669,,,,,None
2017-11-05 00:00:00,16.633578728985864,15.862147824323706,0.795427582797825,True,10946.0,0.1341421568627451,9.099140708658911,8.222574234008789,81600.0,4.394808472905547,,,,,None
2017-11-05 14:00:00,6.6330666753640655,6.278235740638581,0.2936080815304845,True,31194.0,0.27654255319148935,16.239221474914956,15.01274585723877,112800.0,7.3421544392515266,,,,,None
2017-11-05 16:00:00,8.633047922946032,8.151158534077863,0.0,True,26282.0,0.6844270833333334,17.17078036956161,16.443695068359375,38400.0,6.821209901565995,1097.4061279296875,242.33343505859375,0.04175504634082975,0.009220509666638526,mstid
2017-11-05 18:00:00,10.633053294390091,9.998169566781808,0.0,True,25881.0,0.5990972222222222,18.110471039207848,17.233102798461914,43200.0,7.616374347524153,930.1213989257812,75.04864501953125,0.03593838719237206,0.0028997583176666765,mstid
2017-11-05 20:00:00,12.633068743604515,11.919119806395901,0.0,True,24616.0,0.5698148148148148,17.152984220470398,16.17786693572998,43200.0,7.1511295842134075,1141.34716796875,286.2744140625,0.046366069546991795,0.011629607331105785,mstid
2017-11-05 22:00:00,14.633077084474017,13.86932326310169,0.03975256769374416,True,25264.0,0.5848148148148148,16.536984452592037,15.702860832214355,43200.0,6.908071334222266,,,,,None
2017-11-06 00:00:00,16.633062630246094,15.857372744196521,0.7984506302521008,True,9711.0,0.1264453125,9.61608152529314,8.285038948059082,76800.0,5.962841029728034,,,,,None
2017-11-06 14:00:00,6.632413920964005,6.284046907878387,0.26801470588235293,True,24169.0,0.4196006944444444,17.801227856217036,16.47582244873047,57600.0,7.566682603752817,,,,,None
2017-11-06 16:00:00,8.632375665086828,8.153622285660665,0.0,True,26838.0,0.5885526315789473,17.295289140680755,16.538198471069336,45600.0,6.540459804794046,1162.649169921875,307.5763854980469,0.04332100640591233,0.011460480866608795,mstid
2017-11-06 18:00:00,10.63236156275191,9.99497096873666,0.0,True,30978.0,0.5867045454545454,19.662038368685895,18.855205535888672,52800.0,7.581574966104055,1513.7156982421875,658.6430053710938,0.04886421648402697,0.02126163746436483,mstid
2017-11-06 20:00:00,12.632357545805238,11.914235030005216,0.0,True,27138.0,0.5384523809523809,17.50635814923282,16.795716285705566,50400.0,6.696673592469792,1371.8123779296875,516.7394409179688,0.05054950172929794,0.019041176244305725,mstid
2017-11-06 22:00:00,14.632346399182754,13.863922194983468,0.04273109243697479,True,28902.0,0.602125,17.575075000274982,16.935192108154297,48000.0,7.172196208213437,,,,,None
2017-11-07 00:00:00,16.63231240802566,15.852394453849145,0.748031844316674,True,4641.0,0.10263157894736842,9.872244790449066,8.75838851928711,45220.0,5.8093097736006145,,,,,None
2017-11-07 14:00:00,6.631525521269163,6.2895152616798935,0.350812324929972,True,15300.0,0.2125,15.515572408431884,13.9913969039917,72000.0,8.48309714380066,,,,,None
2017-11-07 16:00:00,8.63146755219163,8.155796237046074,0.0,True,7683.0,0.320125,12.06608432486327,10.234684944152832,24000.0,7.96767727574224,401.45281982421875,-453.6199645996094,0.05225209160799411,-0.059042036261826025,quiet
2017-11-07 18:00:00,10.631433770712562,9.99157394057819,0.0,True,1592.0,0.04738095238095238,14.40728223701967,14.326701164245605,33600.0,5.435642557713052,,,,,None
2017-11-07 20:00:00,12.631410087212881,11.909157225335143,0.0,True,6767.0,0.1281628787878788,13.849176449703117,13.190520286560059,52800.0,5.418250272759064,,,,,None
2017-11-07 22:00:00,14.63137925774327,13.85832570712776,0.06542016806722689,True,11797.0,0.24577083333333333,19.537875341522277,18.984970092773438,48000.0,7.018613756844312,,,,,None
2017-11-08 00:00:00,16.631325538864807,15.847213311255736,0.9090950226244344,True,6427.0,0.04119871794871795,14.850080202282477,13.28679084777832,156000.0,8.214834282120577,,,,,None
2017-11-08 14:00:00,6.6303992044670075,6.294636830834808,0.40997899159663864,True,11018.0,0.5738541666666667,13.593393450042937,11.959787368774414,19200.0,7.889354104155639,,,,,None
2017-11-08 16:00:00,8.63032135030982,8.157681059095236,0.0,True,9456.0,0.4925,12.491241752331945,10.465620040893555,19200.0,8.651984764611612,361.26043701171875,-493.81231689453125,0.03820436093609547,-0.05222211473080914,quiet
2017-11-08 18:00:00,10.630267722659447,9.98798008353539,0.0,True,6684.0,0.30944444444444447,10.589648015916689,8.532768726348877,21600.0,7.7364255584351564,323.6351013183594,-531.4376831054688,0.048419374823213554,-0.0795089292497709,quiet
2017-11-08 20:00:00,12.630224211051267,11.903887854596332,0.0,True,4071.0,0.18847222222222224,10.303674372924467,8.162662506103516,21600.0,7.772884844479394,,,,,None
2017-11-08 22:00:00,14.630173542737142,13.852535447470235,0.16425570228091235,True,8366.0,0.08299603174603175,11.670422930581246,10.025935649871826,100800.0,6.051797647056877,,,,,None
2017-11-09 00:00:00,16.630099945237276,15.841829944374219,0.9697012138188609,True,2516.0,0.11648148148148148,9.815219557910732,8.771026611328125,21600.0,4.496619532470065,,,,,None
2017-11-09 14:00:00,6.629033185488865,6.299408034818663,0.4144385026737968,True,5029.0,0.19049242424242424,14.109024948389564,12.011494636535645,26400.0,9.034221250909305,,,,,None
2017-11-09 16:00:00,8.62893531771305,8.159277664333256,0.0,True,4427.0,0.1317559523809524,11.633890306919994,10.479315757751465,33600.0,5.29885968000361,,,,,None
2017-11-09 18:00:00,10.6288617205811,9.98419123901894,0.0,True,7580.0,0.1857843137254902,13.9191314475832,12.638902187347412,40800.0,6.630847827467588,,,,,None
2017-11-09 20:00:00,12.628798263424061,11.898428703542644,0.0,True,9279.0,0.25775,14.577673933708741,13.76058578491211,36000.0,6.480085137203149,421.6315002441406,-433.4413146972656,0.04543932538464712,-0.04671207185012023,quiet
2017-11-09 22:00:00,14.628727644798984,13.846553406133141,0.20687394957983193,True,8476.0,0.14126666666666668,12.41654426433276,11.251638412475586,60000.0,5.977371688408996,,,,,None
2017-11-10 00:00:00,16.62863406273233,15.83624533668962,0.7276377217553688,True,2600.0,0.12037037037037036,8.368264509968396,6.529297351837158,21600.0,6.65781981089594,,,,,None
