# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# season: 20191101_20200501
# radar: kap
# lat: 55.5
# lon: -85.0
#
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
datetime_ut,slt,mlt,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code
2019-11-01 12:00:00,6.606957391174997,6.865821685541729,0.4348121601581809,True,12765.0,0.39108455882352944,15.635507581544958,15.405689239501953,32640.0,5.32100586519852,,,,,None,1
2019-11-01 14:00:00,8.607016818025045,8.895937735219283,0.0,True,16394.0,0.7762310606060606,18.13540824849649,18.219484329223633,21120.0,4.854857100195315,309.9994201660156,-168.1407928466797,0.018909321713188706,-0.01025623965149931,quiet,0
2019-11-01 16:00:00,10.607095840013162,10.786888648298802,0.0,True,15901.0,0.7528882575757576,17.228140165382836,17.321292877197266,21120.0,4.4312167634332145,335.77960205078125,-142.36061096191406,0.021116885859429044,-0.008952934467135026,quiet,0
2019-11-01 18:00:00,12.607183061644745,12.658559748281725,0.0,True,16263.0,0.7700284090909091,17.882288954394745,17.96428108215332,21120.0,4.86722827811995,348.3140869140625,-129.82611083984375,0.02141757897768324,-0.007982912798367076,quiet,0
2019-11-01 20:00:00,14.60726448066823,14.586761160316499,0.06770435446906035,True,16375.0,0.7753314393939394,19.071926324160046,19.17510414123535,21120.0,5.3379754780495094,,,,,None,1
2019-11-01 22:00:00,16.607327241011763,16.53835269100645,0.9801534250063662,True,7726.0,0.12193813131313132,13.920793789950732,13.377885341644287,63360.0,5.392335063012512,,,,,None,1
2019-11-02 12:00:00,6.607313259551097,6.870993330126854,0.43938200280112044,True,12589.0,0.5463975694444444,16.4883301371719,16.199142456054688,23040.0,5.535311334038583,,,,,None,1
2019-11-02 14:00:00,8.607354531180224,8.903186730331244,0.0,True,19148.0,0.7123511904761904,19.65464482517613,19.574560165405273,26880.0,5.287734290922104,628.488525390625,150.34828186035156,0.03282267210103536,0.007851905256964255,mstid,0
2019-11-02 16:00:00,10.607415418104445,10.790750826498794,0.0,True,20174.0,0.7004861111111111,18.66671138446986,18.410283088684082,28800.0,5.644261518486538,532.33984375,54.1995964050293,0.026387421619411124,0.002686606345049534,mstid,0
2019-11-02 18:00:00,12.60748450488941,12.656335733172822,0.0,True,15197.0,0.6595920138888889,17.68183823468662,17.537437438964844,23040.0,6.106114588156543,523.9710083007812,45.83070755004883,0.034478581845152415,0.0030157733467163802,mstid,0
2019-11-02 20:00:00,14.607547765479971,14.582779861910078,0.07892475171886937,True,15223.0,0.7207859848484849,19.354436988532367,19.617979049682617,21120.0,6.03496500046098,,,,,None,1
2019-11-02 22:00:00,16.607592322437327,16.533834961669402,0.983812274909964,True,12735.0,0.23688616071428573,14.502481858178967,13.80930233001709,53760.0,5.4115674395376505,,,,,None,1
2019-11-03 12:00:00,6.607449828133381,6.875921771834183,0.4495798319327731,True,11892.0,0.5161458333333333,16.665498131700048,16.339792251586914,23040.0,5.40969417840253,,,,,None,1
2019-11-03 14:00:00,8.607472769683845,8.910113778176422,0.0,True,17966.0,0.7797743055555556,18.140299661751648,18.188209533691406,23040.0,5.061863284125027,427.49041748046875,-50.6497802734375,0.023794412639456124,-0.002819201840890432,quiet,0
2019-11-03 16:00:00,10.607515347687784,10.794319294547845,0.0,True,18221.0,0.7300080128205129,16.78552164686517,16.640233993530273,24960.0,5.435332873873,408.8840637207031,-69.25619506835938,0.022440264734136607,-0.0038008997897129343,quiet,0
2019-11-03 18:00:00,12.607566127089346,12.653905646687495,0.0,True,15018.0,0.6518229166666667,17.48755181231818,17.365175247192383,23040.0,6.138697400618142,427.8693542480469,-50.27090072631836,0.02849043509442315,-0.003347376529918655,quiet,0
2019-11-03 20:00:00,14.607611057923958,14.578599990167312,0.0895483193277311,True,14838.0,0.7728125,18.59695237877395,18.694437980651855,19200.0,5.855621170156837,,,,,None,1
2019-11-03 22:00:00,16.607637240898228,16.52911626221797,0.9880186449579832,True,10257.0,0.166943359375,14.60618882575811,14.083003044128418,61440.0,5.129444834806975,,,,,None,1
2019-11-04 12:00:00,6.607365013397812,6.880599448924373,0.4614758403361345,True,8352.0,0.435,13.775869190899861,13.046722888946533,19200.0,6.306488609104001,,,,,None,1
2019-11-04 14:00:00,8.60736944795015,8.916713187352013,0.0,True,10455.0,0.7260416666666667,17.68457161365429,18.03271484375,14400.0,6.540501016798174,519.2453002929688,41.10503005981445,0.049664782428787066,0.00393161454421946,mstid,0
2019-11-04 16:00:00,10.607393541372172,10.797593637169316,0.0,True,10418.0,0.7234722222222222,16.66371637160546,16.947741508483887,14400.0,6.276349205574711,469.1788330078125,-8.961416244506836,0.04503540343711005,-0.0008601858556831288,quiet,0
2019-11-04 18:00:00,12.607425839339728,12.651270187513752,0.0,True,8220.0,0.7135416666666666,16.48707564804168,16.63267421722412,11520.0,6.504545033440782,437.3798828125,-40.7603759765625,0.053209231485705596,-0.004958683208827554,quiet,0
2019-11-04 20:00:00,14.607452267907913,14.57422176871643,0.10495448179271709,True,7998.0,0.6942708333333333,18.611076704559697,18.755497932434082,11520.0,6.471847277306528,,,,,None,1
2019-11-04 22:00:00,16.60745990546443,16.524196970390246,0.9928221288515406,True,8245.0,0.28628472222222223,16.53243935275902,15.811826705932617,28800.0,7.7691965795734585,,,,,None,1
2019-11-05 12:00:00,6.607056727761233,6.885019168192465,0.48172268907563026,True,7360.0,0.5111111111111111,14.727225824566963,13.934360980987549,14400.0,6.636446566256554,,,,,None,1
2019-11-05 14:00:00,8.607042479986234,8.922979772545986,0.0,True,9094.0,0.7286858974358974,16.308926216030688,16.09811496734619,12480.0,6.701844068668893,512.7659912109375,34.62575149536133,0.05638508810324802,0.0038075381015352243,mstid,0
2019-11-05 16:00:00,10.607047915048195,10.800573821091,0.0,True,8286.0,0.7846590909090909,15.98688994679306,15.749335289001465,10560.0,6.366271973759923,358.6853332519531,-119.45489501953125,0.04328811649190842,-0.014416472968806571,quiet,0
2019-11-05 18:00:00,12.607061559730786,12.64843040484934,0.0,True,8531.0,0.8078598484848485,16.70413348798895,16.164228439331055,10560.0,6.852003015289928,437.8791809082031,-40.261051177978516,0.05132800151309379,-0.0047193823910419075,quiet,0
2019-11-05 20:00:00,14.607069316074133,14.569645854325843,0.11824729891956783,True,9442.0,0.7025297619047619,17.451127052256627,17.00907039642334,13440.0,7.057967077487758,,,,,None,1
2019-11-05 22:00:00,16.607058239699796,16.5190779102137,0.992453560371517,True,4428.0,0.24276315789473685,14.69793743432046,14.07364797592163,18240.0,6.505755160660784,,,,,None,1
2019-11-06 12:00:00,6.606522924692041,6.889174160464304,0.5204044117647059,True,8743.0,0.45536458333333335,14.348174043532355,13.240933418273926,19200.0,6.747687832372084,,,,,None,1
2019-11-06 14:00:00,8.606489824634378,8.928908892338455,0.0,True,10462.0,0.7265277777777778,18.100495397725542,18.07265281677246,14400.0,7.31132946124685,676.78125,198.6410675048828,0.06468947142037851,0.018986911441873717,mstid,0
2019-11-06 16:00:00,10.60647643320339,10.803260217014346,0.0,True,10663.0,0.7404861111111111,17.273859830243747,17.25160789489746,14400.0,7.076889156633221,502.6627502441406,24.522502899169922,0.047140837498278215,0.0022997751945202966,mstid,0
2019-11-06 18:00:00,12.606471258702227,12.645387726296116,0.0,True,7222.0,0.6269097222222222,14.64136755113843,13.756528854370117,11520.0,7.122318786581009,543.739990234375,65.59977722167969,0.07528939216759555,0.00908332556378838,mstid,0
2019-11-06 20:00:00,14.606460179142516,14.564873364445717,0.1331646294881589,True,7002.0,0.6630681818181818,16.478210892363364,16.29061222076416,10560.0,6.453888307287796,,,,,None,1
2019-11-06 22:00:00,16.60643022695359,16.513760378237926,0.9962797619047619,True,7201.0,0.20836226851851852,14.943186424156309,14.090311050415039,34560.0,7.01588231666661,,,,,None,1
2019-11-07 12:00:00,6.60576164246489,6.8930580999366216,0.5203190651260504,True,9941.0,0.3236002604166667,15.453165482616127,14.663105964660645,30720.0,5.940315830560681,,,,,None,1
2019-11-07 14:00:00,8.605709528945706,8.93449645280854,0.0,True,17490.0,0.6072916666666667,17.289869570745747,17.013712882995605,28800.0,5.723610584357989,619.4481201171875,141.3079071044922,0.035417273877483564,0.008079354322726827,mstid,0
2019-11-07 16:00:00,10.605677151889665,10.805653589700963,0.0,True,22018.0,0.7645138888888889,19.565712334869538,19.53777027130127,28800.0,6.134048372585573,516.2158813476562,38.075645446777344,0.023445175826489976,0.0017292962778988712,mstid,0
2019-11-07 18:00:00,12.605653001555197,12.64214395253121,0.0,True,18835.0,0.7546073717948718,19.892895887370827,19.713516235351562,24960.0,6.760533692092445,526.3870239257812,48.246768951416016,0.027947280272141294,0.0025615486568312195,mstid,0
2019-11-07 20:00:00,14.605622931934846,14.559905870463657,0.1400997899159664,True,17177.0,0.7455295138888889,20.88883321599077,21.037784576416016,23040.0,6.5563573100808625,,,,,None,1
2019-11-07 22:00:00,16.60557395185646,16.50824613495041,0.999116692131398,True,17741.0,0.42000473484848483,19.125161706564707,18.76410484313965,42240.0,7.021405865471728,,,,,None,1
2019-11-08 12:00:00,6.60477104107528,6.896665086572842,0.5299041491596639,True,14097.0,0.45888671875,16.793774787336325,16.299711227416992,30720.0,5.748575572321612,,,,,None,1
2019-11-08 14:00:00,8.604699764325261,8.939738877148853,0.0,True,18497.0,0.8028211805555555,19.7548634502355,19.987327575683594,23040.0,5.754137308905834,467.3576354980469,-10.782617568969727,0.025266672189979286,-0.0005829387235210967,quiet,0
2019-11-08 16:00:00,10.604648254066452,10.807755057689773,0.0,True,18743.0,0.8134982638888889,18.740651970960883,18.77265739440918,23040.0,5.523530668298951,426.14080810546875,-51.99944305419922,0.022735997871497025,-0.002774339382926918,quiet,0
2019-11-08 18:00:00,12.604604982971747,12.638701220491704,0.0,True,17568.0,0.7038461538461539,19.21386175172468,19.250595092773438,24960.0,6.2552532186170895,517.0712890625,38.93106460571289,0.029432564268129555,0.0022160214370282837,mstid,0
2019-11-08 20:00:00,14.604555781049761,14.554745358723395,0.15635100193923723,True,16567.0,0.6637419871794872,19.94885476721918,19.96762466430664,24960.0,6.346705400274502,,,,,None,1
2019-11-08 22:00:00,16.604487633134312,16.502537363951447,0.9992647058823529,True,11594.0,0.24154166666666665,16.357236045752185,16.03250503540039,48000.0,6.061265117453595,,,,,None,1
2019-11-09 12:00:00,6.603549428575803,6.89998959836567,0.5351190476190476,True,11903.0,0.4132986111111111,16.248961788560628,15.394572257995605,28800.0,6.313939999209866,,,,,None,1
2019-11-09 14:00:00,8.60345885190861,8.944633048410054,0.0,True,20966.0,0.779985119047619,18.53627121347309,18.524255752563477,26880.0,5.902345390557234,573.501220703125,95.36104583740234,0.027353869154971143,0.004548366204206923,mstid,0
2019-11-09 16:00:00,10.60338807402193,10.809566030405673,0.0,True,20423.0,0.7597842261904761,19.119224197722225,18.95812225341797,26880.0,6.177188727157103,468.1739807128906,-9.966253280639648,0.022923859409141194,-0.00048799164082846046,quiet,0
2019-11-09 18:00:00,12.603325550483644,12.635061943264766,0.0,True,19181.0,0.6243815104166667,19.385885398272684,19.282489776611328,30720.0,6.490639647543201,621.4066162109375,143.2662811279297,0.032396987446480244,0.007469176848335837,mstid,0
2019-11-09 20:00:00,14.603257087381103,14.549394167958372,0.1744047619047619,True,18649.0,0.6475347222222222,21.865168325574643,21.967985153198242,28800.0,6.499354003067888,,,,,None,1
2019-11-09 22:00:00,16.603169645173267,16.496636608082344,0.9996558968414953,True,8822.0,0.15844109195402298,14.646837755358698,13.777488231658936,55680.0,6.003642168893086,,,,,None,1
