# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# season: 20161101_20170501
# radar: wal
# lat: 41.8
# lon: -72.2
#
datetime_ut,slt,mlt,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu
2016-11-01 12:00:00,7.460341143214425,8.033731900579538,,False,,,,,,,,,,,None
2016-11-01 14:00:00,9.460405975079063,10.058693141207632,,False,,,,,,,,,,,None
2016-11-01 16:00:00,11.460491366610341,11.943284759137603,,False,,,,,,,,,,,None
2016-11-01 18:00:00,13.460580274745052,13.813290480840624,0.0,True,105.0,0.005060728744939271,5.487817130770002,4.932814598083496,20748.0,2.55023473672602,,,,,None
2016-11-01 20:00:00,15.460654294760179,15.740835353378026,,False,,,,,,,,,,,None
2016-11-01 22:00:00,17.46069859409818,17.693412247355866,,False,,,,,,,,,,,None
2016-11-02 12:00:00,7.460518857174943,8.038887932053527,,False,,,,,,,,,,,None
2016-11-02 14:00:00,9.460565200763067,10.065765429833254,,False,,,,,,,,,,,None
2016-11-02 16:00:00,11.460632130398281,11.946786089632074,,False,,,,,,,,,,,None
2016-11-02 18:00:00,13.460702574038503,13.810807457149858,,False,,,,,,,,,,,None
2016-11-02 20:00:00,15.460758095963968,15.73666462439663,,False,,,,,,,,,,,None
2016-11-02 22:00:00,17.460783838860742,17.688751774010655,,False,,,,,,,,,,,None
2016-11-03 12:00:00,7.4604731828341375,8.043793478883906,0.0,True,152.0,0.008913910391742904,5.978712286604078,5.857441425323486,17052.0,1.6621353580605107,,,,,None
2016-11-03 14:00:00,9.460500921473447,10.072511761960648,0.0,True,154.0,0.010185185185185186,6.036514910784635,6.023340463638306,15120.0,1.3496143632812647,,,,,None
2016-11-03 16:00:00,11.460549275923734,11.949996955222948,0.0,True,547.0,0.036177248677248676,5.84541560701304,5.535545825958252,15120.0,2.3007252953215205,,,,,None
2016-11-03 18:00:00,13.46060114533293,13.80812124071255,0.0,True,3081.0,0.12125147579693034,7.580018107930162,6.923813343048096,25410.0,3.288563992834403,,,,,None
2016-11-03 20:00:00,15.460638062586561,15.732296993543304,0.22599439775910365,True,2874.0,0.07983333333333334,7.316382969146959,6.685353994369507,36000.0,3.1918930863387707,,,,,None
2016-11-03 22:00:00,17.46064514475584,17.68389101341954,1.0,True,185.0,0.006006493506493507,4.65269796397235,4.583230495452881,30800.0,1.3003034729752236,,,,,None
2016-11-04 12:00:00,7.4602028442683554,8.048441037289049,0.0,True,176.0,0.011115321460149047,5.6182633089748295,5.141028165817261,15834.0,2.594273924095806,,,,,None
2016-11-04 14:00:00,9.460211877775778,10.078926753894722,0.0,True,347.0,0.030599647266313933,5.536828310757618,5.08362340927124,11340.0,1.946331659516435,,,,,None
2016-11-04 16:00:00,11.460241560100622,11.952917146365456,0.0,True,292.0,0.023174603174603174,5.900918209797715,5.569654941558838,12600.0,2.3368962660814625,,,,,None
2016-11-04 18:00:00,13.460274761773483,13.805232593912908,0.0,True,731.0,0.02615291045043111,6.343904206429885,5.988231182098389,27951.0,2.365555860339699,,,,,None
2016-11-04 20:00:00,15.46029298391105,15.727732791692178,0.23925070028011206,True,2694.0,0.09354166666666666,7.753733252485593,7.292815923690796,28800.0,3.1268431257918277,,,,,None
2016-11-04 22:00:00,17.460281317119264,17.678830442045083,1.0,True,162.0,0.005823148813803019,5.492881631409681,5.506717681884766,27820.0,1.4657188217279356,,,,,None
2016-11-05 12:00:00,7.45970675460074,8.052823331145142,0.0,True,514.0,0.016896778435239974,6.10558542620811,5.7741594314575195,30420.0,2.4323619210205143,,,,,None
2016-11-05 14:00:00,9.459696997146622,10.085005387129273,0.0,True,453.0,0.014519230769230769,6.040571846972501,5.667011260986328,31200.0,2.668235465177928,,,,,None
2016-11-05 16:00:00,11.45970792448204,11.955546696321106,0.0,True,1476.0,0.06833333333333333,7.174082117352059,6.692825555801392,21600.0,2.8112059191881054,,,,,None
2016-11-05 18:00:00,13.459722378741692,13.802142499366328,0.0,True,284.0,0.011932773109243698,5.710257887000769,5.147679090499878,23800.0,2.4656147433746862,,,,,None
2016-11-05 20:00:00,15.45972182892205,15.722972651739008,0.24954481792717087,True,2476.0,0.08597222222222223,7.4912605671895145,7.040777921676636,28800.0,3.049499713474098,,,,,None
2016-11-05 22:00:00,17.459691338325843,17.67357085385602,1.0,True,169.0,0.005365079365079365,5.283295146812349,5.2065253257751465,31500.0,1.5029256846573362,,,,,None
2016-11-06 12:00:00,7.4589839819084425,8.056933409017919,0.0,True,892.0,0.031497175141242936,6.939903157976176,6.560548543930054,28320.0,2.888266317564708,,,,,None
2016-11-06 14:00:00,9.458955358372027,10.090743086683442,0.0,True,595.0,0.022537878787878787,6.3095365097542775,5.904940128326416,26400.0,2.466511488435675,,,,,None
2016-11-06 16:00:00,11.458947458169874,11.95788594635467,0.0,True,1077.0,0.04986111111111111,7.405772800233039,6.877545356750488,21600.0,3.068359719026039,,,,,None
2016-11-06 18:00:00,13.458943095293296,13.798852233486468,0.0,True,1811.0,0.07545833333333334,7.763263221869213,7.262087345123291,24000.0,3.056622543578704,,,,,None
2016-11-06 20:00:00,15.45892370629413,15.71801758399247,0.24720888355342135,True,2642.0,0.07863095238095238,7.746341315342747,7.251985788345337,33600.0,2.954374824504027,,,,,None
2016-11-06 22:00:00,17.458874326354746,17.668113436881047,1.0,True,174.0,0.006590909090909091,5.569230298886354,5.464542627334595,26400.0,1.556432534118081,,,,,None
2016-11-07 12:00:00,7.458033698682936,8.060764729129033,0.0,True,663.0,0.030694444444444444,6.240143400151985,5.944555282592773,21600.0,2.46229429900535,,,,,None
2016-11-07 14:00:00,9.457986139861061,10.096135786354548,0.0,True,973.0,0.03378472222222222,6.903040371720372,6.400075912475586,28800.0,2.9326986591606223,,,,,None
2016-11-07 16:00:00,11.457959345028291,11.959935596839305,0.0,True,1403.0,0.04871527777777778,6.845856731904887,6.3555169105529785,28800.0,2.8263314568894744,,,,,None
2016-11-07 18:00:00,13.457936100318271,13.795363424707999,0.0,True,4378.0,0.201010101010101,8.461128845096125,7.925445318222046,21780.0,3.3246444016973813,,,,,None
2016-11-07 20:00:00,15.457897809557707,15.712869035098045,0.25007878151260504,True,4515.0,0.11856617647058823,8.337870469745475,7.899650573730469,38080.0,3.2607694964809406,,,,,None
2016-11-07 22:00:00,17.457829479010872,17.662459832086114,1.0,True,180.0,0.006008010680907877,4.315073573920462,4.196552753448486,29960.0,1.2766363406796026,,,,,None
2016-11-08 12:00:00,7.456855121136764,8.064311217755872,0.0,True,1379.0,0.0482843137254902,6.78339509198076,6.361658573150635,28560.0,2.874553322496258,,,,,None
2016-11-08 14:00:00,9.456788558523995,10.101179968082594,0.0,True,1017.0,0.042375,6.360114761392862,6.038117408752441,24000.0,2.4600887632295048,,,,,None
2016-11-08 16:00:00,11.456742802202136,11.961696733057869,0.0,True,2143.0,0.11161458333333334,6.925482046309332,6.44688606262207,19200.0,2.7853759827364484,,,,,None
2016-11-08 18:00:00,13.456700610787287,13.791678084834754,0.0,True,3277.0,0.11378472222222222,7.412085767231738,6.95148229598999,28800.0,3.0328906790385046,,,,,None
2016-11-08 20:00:00,15.456643355137583,15.70752891882976,0.2717887154861945,True,3392.0,0.10180072028811525,7.948859559512645,7.419381141662598,33320.0,3.331736277673377,,,,,None
2016-11-08 22:00:00,17.456556011841695,17.65661216306486,1.0,True,132.0,0.005835543766578249,4.310183977538889,4.279662132263184,22620.0,1.322672868992076,,,,,None
2016-11-09 12:00:00,7.455447448667698,8.06756729195733,0.0,True,1434.0,0.049791666666666665,6.789891059345448,6.3111114501953125,28800.0,2.82103290913148,,,,,None
2016-11-09 14:00:00,9.455361809812148,10.1058726678673,0.0,True,1561.0,0.07226851851851852,6.443899867933275,6.048211574554443,21600.0,2.528008938062667,,,,,None
2016-11-09 16:00:00,11.455297020838444,11.963170819786333,0.0,True,976.0,0.04556489262371615,6.36953306161478,5.960157871246338,21420.0,2.5809344203243088,,,,,None
2016-11-09 18:00:00,13.455235813235149,13.787798607525769,0.0,True,3088.0,0.14296296296296296,7.640366525384429,7.195698022842407,21600.0,3.0001280972229054,,,,,None
2016-11-09 20:00:00,15.455159524707671,15.70199961284398,0.2601604278074866,True,7689.0,0.29125,9.467203281979705,8.89907455444336,26400.0,3.6630317511883494,,,,,None
2016-11-09 22:00:00,17.455053101456706,17.6505730310117,1.0,True,729.0,0.021657754010695186,7.734426311341169,6.953601360321045,33660.0,3.6083405540242834,,,,,None
2016-11-10 12:00:00,7.453809816636164,8.070527844814254,0.0004201680672268908,True,495.0,0.018907563025210083,5.512049825745399,5.078979969024658,26180.0,2.214853096966644,,,,,None
2016-11-10 14:00:00,9.453705022250416,10.11021144749691,0.0,True,1047.0,0.03965909090909091,6.502785810654576,6.002692699432373,26400.0,2.8469553725523578,,,,,None
2016-11-10 16:00:00,11.453621122460644,11.964359665223931,0.0,True,2263.0,0.08571969696969697,7.310053607925503,6.824767589569092,26400.0,3.0309318845385436,,,,,None
2016-11-10 18:00:00,13.453540822085825,13.783727734690842,0.0,True,3950.0,0.18287037037037038,7.90581549101238,7.420253038406372,21600.0,3.1054964886041483,,,,,None
2016-11-10 20:00:00,15.453445425563872,15.69628392246675,0.28961584633853543,True,1313.0,0.04077639751552795,6.885372528992168,6.439577102661133,32200.0,2.766080648875279,,,,,None
2016-11-10 22:00:00,17.453319848035285,17.64434547657065,1.0,True,179.0,0.005974632843791722,4.288789352891166,4.216943264007568,29960.0,1.1151598610665485,,,,,None
2016-11-11 12:00:00,7.451941276425696,8.073188199054204,0.0001800720288115246,True,1839.0,0.054732142857142854,6.711470927279432,6.344442367553711,33600.0,2.657035746342636,,,,,None
2016-11-11 14:00:00,9.45181724034262,10.114194338321267,0.0,True,3089.0,0.09900641025641026,7.185324717335965,6.620098114013672,31200.0,2.9656592700242546,,,,,None
2016-11-11 16:00:00,11.451714144810278,11.965265361150296,0.0,True,4810.0,0.16701388888888888,7.765343874209636,7.28133749961853,28800.0,3.097837722668145,,,,,None
2016-11-11 18:00:00,13.451614668503431,13.779468498137641,0.0,True,6572.0,0.2738333333333333,8.57705452029689,8.097070217132568,24000.0,3.266958521140511,287.4054260253906,2.7700061798095703,0.04373180554251227,0.00042148602857723227,mstid
2016-11-11 20:00:00,15.451500082540914,15.690385019330797,0.28018207282913166,True,7937.0,0.2755902777777778,9.40348431450362,8.866070747375488,28800.0,3.553544770034012,,,,,None
2016-11-11 22:00:00,17.451355270398842,17.637932916938603,1.0,True,257.0,0.009884615384615384,6.393738367910051,5.893501281738281,26000.0,2.73960650882373,,,,,None
2016-11-12 12:00:00,7.4498408140425525,8.075544041393517,0.00035014005602240897,True,2293.0,0.07961805555555555,7.133373245785344,6.759235382080078,28800.0,2.78850153627243,,,,,None
2016-11-12 14:00:00,9.449697446701414,10.117819768977647,0.0,True,6369.0,0.24125,8.938814766413751,8.354273796081543,26400.0,3.60980754837415,,,,,None
2016-11-12 16:00:00,11.449575067514989,11.965890211040756,0.0,True,6144.0,0.23272727272727273,8.33154697540158,7.704775094985962,26400.0,3.451201450845482,,,,,None
2016-11-12 18:00:00,13.449456329615685,13.775024148832586,0.0,True,6685.0,0.34817708333333336,9.12505456768227,8.53229808807373,19200.0,3.564968968156482,233.02700805664062,-51.60843276977539,0.034858191182743546,-0.0077200348197121,quiet
2016-11-12 20:00:00,15.449322470817204,15.68430636778934,0.30316526610644257,True,9525.0,0.26458333333333334,9.564634036842607,8.996315002441406,36000.0,3.6941732625834454,,,,,None
2016-11-12 22:00:00,17.44915834237295,17.631339071639317,1.0,True,2086.0,0.07163461538461538,8.022398200468272,7.608842849731445,29120.0,3.2549173167446463,,,,,None
