# SuperDARN MSTID Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
#
# MongoDB_database: mstid_MUSIC
# MongoDB_collection: guc_cve_20201101_20210501
# MongoDB_MUSICcollection: None
# season: 20201101_20210501
# Max Number of Signals Reported: 2
# MongoDB_to_CSV_Script: /home/r01344106/code/lws_hemispheres/mstid_index/mongo_to_csv.py
# System Hostname: analysis1
# Script Run Time: 2023-08-06 19:36:31.080297
# radar: cve
# lat: 46.4
# lon: -114.6
#
# The "meanSubIntSpect_by_rtiCnt" is the parameter colloquially known as the SuperDARN MSTID Index.
#   It stands for the seasonal mean subtracted integrated MSTID power spectral density
#   divided by the number of range-beam-time cells that observed ground scatter.
#   It is explained in Section 2.2 of Frissell et al. (2016) (https://doi.org/10.1002/2015JA022168)
#
# Explanation of all parameters in data file:
#  datetime_ut: UTC time at the start of the 2-hour observation window
#  lat: Geographic latitude of center point of detection region.
#  lon: Geographic longitude of center point of detection region.
#  slt: Solar Mean Time at lat/lon point.
#  mlt: Magnetic Local Time at lat/lon point.
#  gscat: Ground scatter flag set at analysis:
#       0: all backscatter data
#       1: ground backscatter only
#       2: ionospheric backscatter only
#       3: all backscatter data with a ground backscatter flag
#  height_km: Assumed reflection point height for analysis 
#  terminator_fraction: number of radar cells in daylight divided by number of radar cells in darkness.
#  good_period: True if period determined to be good for analysis. If False, see Reject Code for explanation.
#  orig_rti_cnt: Number of radar cells in window with a backscatter measurement.
#  orig_rti_fraction: orig_rti_cnt/orig_rti_possible
#  orig_rti_mean:   Mean of all measured values in the data window.
#  orig_rti_median: Median of all measured values in the data window.
#  orig_rti_possible: Total number of possible radar cells in the data window.
#  orig_rti_std: Standard deviation of all measured values in the data window.
#  intSpect: Integrated Spectrum
#            Integration of power spectral density across all radar cells and spectral bins after MSTID bandpass filter has been applied.
#  meanSubIntSpect: Radar-Season Mean Subtracted Integrated Spectrum
#                   Integration of (PSD curve of the data window minus the mean PSD curve of all data windows for this radar and season).
#  intSpect_by_rtiCnt: Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                      intSpect divided by orig_rti_cnt
#  meanSubIntSpect_by_rtiCnt: Radar-Season Mean Subtracted Integrated Spectrum normalized by the number of Range-Time-Intensity Backscatter Counts
#                             ** This is the MSTID Index in Frissell et al. (2016) **
#                             meanSubIntSpect divided by orig_rti_cnt
#  category_manu: Category assigned to data window in database: MSTID, Quiet, or None
#                   This is typically automatically assigned by the classification algorithm.
# reject_code Explanations:
#   0: Good Period (Not Rejected)
#   1: High Terminator Fraction (Dawn/Dusk in Observational Window
#   2: No Data
#   3: Poor Data Quality (including "Low RTI Fraction" and "Failed Quality Check")
#   4: Other (including "No RTI Fraction" and "No Terminator Fraction")
#
# If MUSIC Processing has been run, there will be information about the signals detected in the data window.
# Multiple signals can be detected, and each data window may have a different number of signals detected.
# Signals are presented in descending order of strength in the MUSIC wavenumber spectrum, each with a signal order ID.
#
#  kx: North-South Wavenumber [1/(2*pi*km)]
#  ky: East-West Wavenumber [1/(2*pi*km)]
#  k: Horizontal Wavenumber [1/(2*pi*km)]
#  lambda_km: Horizontal Wavelength [km]
#  azm_deg: Propagation azimumuth [degrees clockwise from geographic North]
#  freq_Hz: Frequency of maxium MSTID-band Power Spectral Density for data window [Hz]
#  period_min: Period of strongest MSTID in data window [minutes]
#  vel_mps: MSTID Phase Velocity [m/s]
#  max: Wavenumber Spectral Density Value
#  area: Number of pixels of Karr plot in detected region of this signal.
#
datetime_ut,lat,lon,slt,mlt,gscat,height_km,terminator_fraction,good_period,orig_rti_cnt,orig_rti_fraction,orig_rti_mean,orig_rti_median,orig_rti_possible,orig_rti_std,intSpect,meanSubIntSpect,intSpect_by_rtiCnt,meanSubIntSpect_by_rtiCnt,category_manu,reject_code
2020-11-01 00:00:00,46.4,-114.6,16.633894162161177,15.892349529886014,1,350.0,,False,,,,,,,,,,,None,2
2020-11-01 14:00:00,46.4,-114.6,6.633878710169395,6.269202302922095,1,350.0,,False,,,,,,,,,,,None,2
2020-11-01 16:00:00,46.4,-114.6,8.633930758267361,8.159169635472857,1,350.0,,False,,,,,,,,,,,None,2
2020-11-01 18:00:00,46.4,-114.6,10.634006819192344,10.025373088851056,1,350.0,,False,,,,,,,,,,,None,2
2020-11-01 20:00:00,46.4,-114.6,12.63409293335528,11.952044082593483,1,350.0,,False,,,,,,,,,,,None,2
2020-11-01 22:00:00,46.4,-114.6,14.634172023227482,13.90255793189301,1,350.0,,False,,,,,,,,,,,None,2
2020-11-02 00:00:00,46.4,-114.6,16.634228503916468,15.888316228698104,1,350.0,,False,,,,,,,,,,,None,2
2020-11-02 14:00:00,46.4,-114.6,6.634081281726463,6.2761851716999955,1,350.0,,False,,,,,,,,,,,None,2
2020-11-02 16:00:00,46.4,-114.6,8.63411452582142,8.162861914023722,1,350.0,,False,,,,,,,,,,,None,2
2020-11-02 18:00:00,46.4,-114.6,10.634171803970998,10.02303493007432,1,350.0,,False,,,,,,,,,,,None,2
2020-11-02 20:00:00,46.4,-114.6,12.634239132719303,11.947934283818835,1,350.0,,False,,,,,,,,,,,None,2
2020-11-02 22:00:00,46.4,-114.6,14.634299405735646,13.89788844077315,1,350.0,,False,,,,,,,,,,,None,2
2020-11-03 00:00:00,46.4,-114.6,16.634337012063128,15.884080278271055,1,350.0,,False,,,,,,,,,,,None,2
2020-11-03 14:00:00,46.4,-114.6,6.634056248467406,6.28284321313735,1,350.0,,False,,,,,,,,,,,None,2
2020-11-03 16:00:00,46.4,-114.6,8.634070438213882,8.166260263744029,1,350.0,,False,,,,,,,,,,,None,2
2020-11-03 18:00:00,46.4,-114.6,10.63410868621454,10.020491814632365,1,350.0,,False,,,,,,,,,,,None,2
2020-11-03 20:00:00,46.4,-114.6,12.63415698557332,11.943626936664646,1,350.0,,False,,,,,,,,,,,None,2
2020-11-03 22:00:00,46.4,-114.6,14.634198201068056,13.893019638542775,1,350.0,,False,,,,,,,,,,,None,2
2020-11-04 00:00:00,46.4,-114.6,16.634216695084003,15.879641006408804,1,350.0,,False,,,,,,,,,,,None,2
2020-11-04 14:00:00,46.4,-114.6,6.6338007396913685,6.28917098693819,1,350.0,,False,,,,,,,,,,,None,2
2020-11-04 16:00:00,46.4,-114.6,8.633795642376501,8.16936440418581,1,350.0,,False,,,,,,,,,,,None,2
2020-11-04 18:00:00,46.4,-114.6,10.633814630624936,10.017744564805247,1,350.0,,False,,,,,,,,,,,None,2
2020-11-04 20:00:00,46.4,-114.6,12.633843674580564,11.939122434437747,1,350.0,,False,,,,,,,,,,,None,2
2020-11-04 22:00:00,46.4,-114.6,14.633865610071709,13.887952066666855,1,350.0,,False,,,,,,,,,,,None,2
2020-11-05 00:00:00,46.4,-114.6,16.633864772266563,15.874997920125477,1,350.0,,False,,,,,,,,,,,None,2
2020-11-05 14:00:00,46.4,-114.6,6.633312110531897,6.2951633688781445,1,350.0,,False,,,,,,,,,,,None,2
2020-11-05 16:00:00,46.4,-114.6,8.633287513715668,8.172174256225798,1,350.0,,False,,,,,,,,,,,None,2
2020-11-05 18:00:00,46.4,-114.6,10.633287033155545,10.014794171762043,1,350.0,,False,,,,,,,,,,,None,2
2020-11-05 20:00:00,46.4,-114.6,12.633296616550762,11.934421419795454,1,350.0,,False,,,,,,,,,,,None,2
2020-11-05 22:00:00,46.4,-114.6,14.633299070768583,13.882686529214428,1,350.0,,False,,,,,,,,,,,None,2
2020-11-06 00:00:00,46.4,-114.6,16.633278703224633,15.870150784624684,1,350.0,,False,,,,,,,,,,,None,2
