# SuperDARN MSTID Index Datafile - Reduced Index
# Generated by Nathaniel Frissell, nathaniel.frissell@scranton.edu
# Generated on: 2023-04-22 21:08:55.597097 UTC
#
# Parameter: reject_code_reducedIndex
#
# Original Attributes:
# {'season': '20121101_20130501', 'radar': 'pgr', 'lat': 58.0, 'lon': -123.5}
# {'season': '20121101_20130501', 'radar': 'sas', 'lat': 56.1, 'lon': -103.8}
# {'season': '20121101_20130501', 'radar': 'kap', 'lat': 55.5, 'lon': -85.0}
# {'season': '20121101_20130501', 'radar': 'gbr', 'lat': 58.4, 'lon': -59.9}
# {'season': '20121101_20130501', 'radar': 'cvw', 'lat': 47.9, 'lon': -123.4}
# {'season': '20121101_20130501', 'radar': 'cve', 'lat': 46.4, 'lon': -114.6}
# {'season': '20121101_20130501', 'radar': 'fhw', 'lat': 43.3, 'lon': -102.7}
# {'season': '20121101_20130501', 'radar': 'fhe', 'lat': 42.5, 'lon': -95.0}
# {'season': '20121101_20130501', 'radar': 'bks', 'lat': 39.6, 'lon': -81.1}
# {'season': '20121101_20130501', 'radar': 'wal', 'lat': 41.8, 'lon': -72.2}
#
# Reduction Attributes:
# ('reduction_type', 'mean')
# ('zscore', True)
# ('daily_vals', True)
# ('smoothing_window', '4D')
# ('smoothing_type', 'mean')
#
,reduced_index,n_good_df,smoothed
2012-11-01,2.1065661231386414,60,0.4168676051875684
2012-11-02,-0.39744493358403277,60,0.19802111039270043
2012-11-03,-0.4585183739919035,60,-0.4432500138899358
2012-11-04,-0.4585183739919035,60,-0.41271329368600074
2012-11-05,-0.4585183739919035,60,-0.09207773154468235
2012-11-06,-0.27529805276829256,60,0.060605869474992996
2012-11-07,0.8240238745733701,60,0.36597307151434366
2012-11-08,0.15221603008679796,60,0.45758323212614876
2012-11-09,0.762950434165499,60,0.2896312710045057
2012-11-10,0.09114258967892806,60,0.13694766998483043
2012-11-11,0.15221603008679796,60,0.10641094978089549
2012-11-12,-0.45851837399190304,60,0.19802111039270065
2012-11-13,0.6408035533497591,60,0.09114258967892801
2012-11-14,0.45758323212614865,60,0.13694766998483063
2012-11-15,-0.27529805276829256,60,-0.04627265123877966
2012-11-16,-0.27529805276829256,60,-0.22949297246238995
2012-11-17,-0.09207773154468203,60,-0.22949297246238995
2012-11-18,-0.27529805276829256,60,-0.12261445174861721
2012-11-19,-0.27529805276829256,60,-0.20506359629924198
2012-11-20,0.15221603008679838,60,-0.18979523619727448
2012-11-21,-0.42187430974718093,59,-0.15925851599333943
2012-11-22,-0.21422461236042264,60,-0.1897952361972745
2012-11-23,-0.15315117195255235,60,-0.10734609164664975
2012-11-24,0.030069149271058165,60,-0.0920777315446823
2012-11-25,-0.09207773154468203,60,-0.07680937144271481
2012-11-26,-0.15315117195255276,60,0.06060586947499297
2012-11-27,-0.09207773154468245,60,0.1674843901887655
2012-11-28,0.5797301129418893,60,0.13694766998483052
2012-11-29,0.33543635131040805,60,0.12167930988286305
2012-11-30,-0.27529805276829256,60,0.07587422957696033
2012-12-01,-0.15315117195255235,60,0.01480078916909033
2012-12-02,0.3965097917182784,60,0.1674843901887656
2012-12-03,0.09114258967892806,60,0.15221603008679802
2012-12-04,0.33543635131040844,60,-0.00046757093287724816
2012-12-05,-0.21422461236042264,60,-0.046272651238779876
2012-12-06,-0.21422461236042264,60,-0.031004291136812384
2012-12-07,-0.09207773154468245,60,0.045337509373025275
2012-12-08,0.3965097917182784,60,0.06060586947499286
2012-12-09,0.09114258967892806,60,0.1522160300867981
2012-12-10,-0.15315117195255235,60,0.19802111039270082
2012-12-11,0.27436291090253856,60,0.15221603008679818
2012-12-12,0.5797301129418893,60,0.15221603008679818
2012-12-13,-0.09207773154468245,60,0.06060586947499293
2012-12-14,-0.15315117195255235,60,-0.10734609164664999
2012-12-15,-0.09207773154468245,60,0.030069149271057777
2012-12-16,-0.09207773154468245,60,0.014800789169090202
2012-12-17,0.45758323212614865,60,0.10641094978089535
2012-12-18,-0.21422461236042264,60,0.10641094978089535
2012-12-19,0.27436291090253817,60,-0.015735931034844945
2012-12-20,-0.09207773154468245,60,0.014800789169090101
2012-12-21,-0.031004291136812547,60,-0.06154101134074758
2012-12-22,-0.09207773154468245,60,-0.04627265123878011
2012-12-23,-0.031004291136812547,60,-0.057178622740185446
2012-12-24,-0.031004291136812547,60,0.06496825807555487
2012-12-25,-0.0746281771424339,61,0.11077333838145748
2012-12-26,0.39650979171827877,60,0.09550497827949
2012-12-27,0.15221603008679796,60,0.12167930988286302
2012-12-28,-0.09207773154468245,60,0.22855783059663565
2012-12-29,0.030069149271058165,60,0.3507047114123759
2012-12-30,0.8240238745733692,60,0.5033883124320514
2012-12-31,0.6408035533497591,60,0.6560719134517267
2013-01-01,0.5186566725340194,60,0.6560719134517267
2013-01-02,0.6408035533497591,60,0.6713402735536942
2013-01-03,0.8240238745733692,60,0.7934871543694343
2013-01-04,0.7018769937576295,60,0.8087555144714019
2013-01-05,1.0072441957969798,60,0.7934871543694344
2013-01-06,0.7018769937576295,60,0.8392922346753371
2013-01-07,0.7629504341654993,60,0.7934871543694345
2013-01-08,0.88509731498124,60,0.6560719134517267
2013-01-09,0.8240238745733692,60,0.4575832321261488
2013-01-10,0.15221603008679838,60,0.16748439018876565
2013-01-11,-0.031004291136812138,60,-0.10734609164664978
2013-01-12,-0.27529805276829256,60,-0.18368789215648756
2013-01-13,-0.27529805276829256,60,-0.26002969266632525
2013-01-14,-0.15315117195255276,60,-0.0310042911368123
2013-01-15,-0.33637149317616283,60,-0.0310042911368123
2013-01-16,0.6408035533497591,60,0.2285578305966357
2013-01-17,-0.27529805276829256,60,0.33543635131040833
2013-01-18,0.8850973149812392,60,0.19802111039270043
2013-01-19,0.09114258967892766,60,0.27436291090253806
2013-01-20,0.09114258967892766,60,0.060605869474992656
2013-01-21,0.03006914927105776,60,0.30489963110647317
2013-01-22,0.03006914927105776,60,0.762950434165499
2013-01-23,1.0683176362048497,60,0.9767074755930445
2013-01-24,1.9233458019150311,60,1.0835859963068173
2013-01-25,0.88509731498124,60,0.8240238745733692
2013-01-26,0.45758323212614865,60,0.381241431616311
2013-01-27,0.03006914927105776,60,0.045337509373025275
2013-01-28,0.15221603008679796,60,-0.1989562522584552
2013-01-29,-0.45851837399190304,60,-0.336371493176163
2013-01-30,-0.5195918143997733,60,-0.5195918143997733
2013-01-31,-0.5195918143997733,60,-0.42798165378796826
2013-02-01,-0.5806652548076434,60,-0.4432500138899358
2013-02-02,-0.09207773154468285,60,-0.4432500138899358
2013-02-03,-0.5806652548076434,60,-0.26002969266632536
2013-02-04,-0.5195918143997733,60,-0.26002969266632536
2013-02-05,0.15221603008679838,60,-0.12261445174861754
2013-02-06,-0.09207773154468285,60,0.06060586947499286
2013-02-07,-0.031004291136812138,60,0.1522160300867979
2013-02-08,0.21328947049466826,60,0.01480078916909025
2013-02-09,0.5186566725340186,60,-0.06154101134074731
2013-02-10,-0.6417386952155134,60,-0.15315117195255257
2013-02-11,-0.33637149317616244,60,-0.42798165378796804
2013-02-12,-0.15315117195255276,60,-0.2294929724623902
2013-02-13,-0.5806652548076433,60,-0.30583477297222794
2013-02-14,0.15221603008679796,60,-0.4432500138899357
2013-02-15,-0.6417386952155134,60,-0.3974449335840331
2013-02-16,-0.7028121356233836,60,-0.4585183739919033
2013-02-17,-0.39744493358403316,60,-0.3211031330741957
2013-02-18,-0.09207773154468285,60,0.014800789169089834
2013-02-19,-0.09207773154468285,60,0.014800789169089931
2013-02-20,0.6408035533497584,60,-0.16841953205452023
2013-02-21,-0.39744493358403277,60,-0.39744493358403304
2013-02-22,-0.8249590164391235,60,-0.8249590164391236
2013-02-23,-1.0081793376627342,60,-0.9776426174587991
2013-02-24,-1.069252778070604,60,-1.0387160578666692
2013-02-25,-1.0081793376627342,60,-1.0539844179686366
2013-02-26,-1.069252778070604,60,-1.0539844179686366
2013-02-27,-1.069252778070604,60,-0.22949297246238987
2013-02-28,-1.069252778070604,60,0.04533750937302558
2013-03-01,2.289786444362253,60,0.0758742295769606
2013-03-02,0.03006914927105776,60,0.259094550800571
2013-03-03,-0.947105897254864,60,-0.30583477297222783
2013-03-04,-0.33637149317616244,60,-0.6264703351135459
2013-03-05,0.03006914927105776,60,-0.7028121356233835
2013-03-06,-1.2524730992942146,60,-0.8402273765410915
2013-03-07,-1.2524730992942146,60,-1.1608629386824094
2013-03-08,-0.8860324568469939,60,-1.084521138172572
2013-03-09,-1.2524730992942146,60,-0.9318375371528966
2013-03-10,-0.947105897254864,60,-0.9929109775607667
2013-03-11,-0.6417386952155134,60,-0.9776426174587993
2013-03-12,-1.1303262184784746,60,-1.0845211381725721
2013-03-13,-1.1913996588863447,60,-1.22193637909028
2013-03-14,-1.374619980109955,60,-1.0081793376627344
2013-03-15,-1.1913996588863447,60,0.5797301129418885
2013-03-16,-0.27529805276829256,60,0.7171453538595962
2013-03-17,5.160238143532147,60,0.6713402735536937
2013-03-18,-0.8249590164391238,60,0.8087555144714014
2013-03-19,-1.374619980109955,60,0.04533750937302505
2013-03-20,0.27436291090253817,60,0.19802111039270034
2013-03-21,2.1065661231386414,60,0.4728515922281159
2013-03-22,-0.21422461236042264,60,0.4117781518202459
2013-03-23,-0.27529805276829256,60,-0.2752980527682928
2013-03-24,0.030069149271058165,60,-0.4279816537879681
2013-03-25,-0.6417386952155134,60,-0.24476133256435773
2013-03-26,-0.8249590164391238,60,-0.41271329368600057
2013-03-27,0.4575832321261491,60,0.44231487202418107
2013-03-28,-0.6417386952155134,60,0.7324137139615642
2013-03-29,2.778373967625213,60,0.3048996311064733
2013-03-30,0.3354363513104089,60,0.6408035533497589
2013-03-31,-1.2524730992942146,60,-0.42798165378796804
2013-04-01,0.7018769937576291,60,-0.7944222962351889
2013-04-02,-1.496766860925695,60,-0.6875437755214162
2013-04-03,-1.1303262184784746,60,-1.1608629386824096
2013-04-04,-0.8249590164391241,60,-1.0387160578666697
2013-04-05,-1.1913996588863447,60,-1.1455945785804422
2013-04-06,-1.0081793376627342,60,-1.1913996588863447
2013-04-07,-1.557840301333565,60,-1.206668018988312
2013-04-08,-1.0081793376627342,60,-1.0081793376627342
2013-04-09,-1.2524730992942146,60,-0.5959336149096109
2013-04-10,-0.21422461236042264,60,-0.7791539361332214
2013-04-11,0.09114258967892806,60,-0.8707640967450265
2013-04-12,-1.7410606225571754,60,-0.031004291136812467
2013-04-13,-1.6189137417414352,59,0.243826190698603
2013-04-14,3.1448146100724332,60,0.9309023952871418
2013-04-15,1.1904645170205899,60,1.7248571205894534
2013-04-16,1.0072441957969798,60,0.930902395287142
2013-04-17,1.556905159467811,60,0.32016799120844086
2013-04-18,-0.031004291136812138,60,-0.12261445174861751
2013-04-19,-1.2524730992942146,60,-0.7791539361332214
2013-04-20,-0.7638855760312537,60,-1.0539844179686368
2013-04-21,-1.0692527780706043,60,-0.8860324568469939
2013-04-22,-1.1303262184784744,60,0.304899631106473
2013-04-23,-0.5806652548076433,60,0.7476820740635314
2013-04-24,3.9998427757826143,60,2.213444643852414
2013-04-25,0.7018769937576291,60,2.6256903666055376
2013-04-26,4.732724060677057,60,1.5569051594678107
2013-04-27,1.0683176362048497,60,1.4958317190599406
2013-04-28,-0.27529805276829256,60,0.671340273553694
2013-04-29,0.4575832321261491,60,0.5390144860033087
